"MTU (CET/CEST)","Area","Production Type","Generation (MW)"
"24/02/2024 12:00:00 - 24/02/2024 13:00:00","BZN|ES","Energy storage","n/e"
"24/02/2024 12:00:00 - 24/02/2024 13:00:00","BZN|ES","Waste","202.00"
"24/02/2024 12:00:00 - 24/02/2024 13:00:00","BZN|ES","Wind Offshore","0.00"
"24/02/2024 12:00:00 - 24/02/2024 13:00:00","BZN|ES","Wind Onshore","11739.00"
"24/02/2024 13:00:00 - 24/02/2024 14:00:00","BZN|ES","Biomass","274.00"
"24/02/2024 13:00:00 - 24/02/2024 14:00:00","BZN|ES","Fossil Brown coal/Lignite","0.00"
"24/02/2024 13:00:00 - 24/02/2024 14:00:00","BZN|ES","Fossil Coal-derived gas","0.00"
"24/02/2024 13:00:00 - 24/02/2024 14:00:00","BZN|ES","Fossil Gas","2375.00"
"24/02/2024 13:00:00 - 24/02/2024 14:00:00","BZN|ES","Fossil Hard coal","244.00"
"24/02/2024 13:00:00 - 24/02/2024 14:00:00","BZN|ES","Fossil Oil","4.00"
"24/02/2024 13:00:00 - 24/02/2024 14:00:00","BZN|ES","Fossil Oil shale","0.00"
"24/02/2024 13:00:00 - 24/02/2024 14:00:00","BZN|ES","Fossil Peat","0.00"
"24/02/2024 13:00:00 - 24/02/2024 14:00:00","BZN|ES","Geothermal","0.00"
"24/02/2024 13:00:00 - 24/02/2024 14:00:00","BZN|ES","Hydro Pumped Storage","45.00"
"24/02/2024 13:00:00 - 24/02/2024 14:00:00","BZN|ES","Hydro Run-of-river and poundage","975.00"
"24/02/2024 13:00:00 - 24/02/2024 14:00:00","BZN|ES","Hydro Water Reservoir","900.00"
"24/02/2024 13:00:00 - 24/02/2024 14:00:00","BZN|ES","Marine","0.00"
"24/02/2024 13:00:00 - 24/02/2024 14:00:00","BZN|ES","Nuclear","5564.00"
"24/02/2024 13:00:00 - 24/02/2024 14:00:00","BZN|ES","Other","8.00"
"24/02/2024 13:00:00 - 24/02/2024 14:00:00","BZN|ES","Other renewable","79.00"
"24/02/2024 13:00:00 - 24/02/2024 14:00:00","BZN|ES","Solar","12094.00"
"24/02/2024 13:00:00 - 24/02/2024 14:00:00","BZN|ES","Energy storage","n/e"
"24/02/2024 13:00:00 - 24/02/2024 14:00:00","BZN|ES","Waste","203.00"
"24/02/2024 13:00:00 - 24/02/2024 14:00:00","BZN|ES","Wind Offshore","0.00"
"24/02/2024 13:00:00 - 24/02/2024 14:00:00","BZN|ES","Wind Onshore","12630.00"
"24/02/2024 14:00:00 - 24/02/2024 15:00:00","BZN|ES","Biomass","277.00"
"24/02/2024 14:00:00 - 24/02/2024 15:00:00","BZN|ES","Fossil Brown coal/Lignite","0.00"
"24/02/2024 14:00:00 - 24/02/2024 15:00:00","BZN|ES","Fossil Coal-derived gas","0.00"
"24/02/2024 14:00:00 - 24/02/2024 15:00:00","BZN|ES","Fossil Gas","2474.00"
"24/02/2024 14:00:00 - 24/02/2024 15:00:00","BZN|ES","Fossil Hard coal","245.00"
"24/02/2024 14:00:00 - 24/02/2024 15:00:00","BZN|ES","Fossil Oil","4.00"
"24/02/2024 14:00:00 - 24/02/2024 15:00:00","BZN|ES","Fossil Oil shale","0.00"
"24/02/2024 14:00:00 - 24/02/2024 15:00:00","BZN|ES","Fossil Peat","0.00"
"24/02/2024 14:00:00 - 24/02/2024 15:00:00","BZN|ES","Geothermal","0.00"
"24/02/2024 14:00:00 - 24/02/2024 15:00:00","BZN|ES","Hydro Pumped Storage","29.00"
"24/02/2024 14:00:00 - 24/02/2024 15:00:00","BZN|ES","Hydro Run-of-river and poundage","999.00"
"24/02/2024 14:00:00 - 24/02/2024 15:00:00","BZN|ES","Hydro Water Reservoir","864.00"
"24/02/2024 14:00:00 - 24/02/2024 15:00:00","BZN|ES","Marine","0.00"
"24/02/2024 14:00:00 - 24/02/2024 15:00:00","BZN|ES","Nuclear","5564.00"
"24/02/2024 14:00:00 - 24/02/2024 15:00:00","BZN|ES","Other","9.00"
"24/02/2024 14:00:00 - 24/02/2024 15:00:00","BZN|ES","Other renewable","81.00"
"24/02/2024 14:00:00 - 24/02/2024 15:00:00","BZN|ES","Solar","11371.00"
"24/02/2024 14:00:00 - 24/02/2024 15:00:00","BZN|ES","Energy storage","n/e"
"24/02/2024 14:00:00 - 24/02/2024 15:00:00","BZN|ES","Waste","201.00"
"24/02/2024 14:00:00 - 24/02/2024 15:00:00","BZN|ES","Wind Offshore","0.00"
"24/02/2024 14:00:00 - 24/02/2024 15:00:00","BZN|ES","Wind Onshore","13259.00"
"24/02/2024 15:00:00 - 24/02/2024 16:00:00","BZN|ES","Biomass","279.00"
"24/02/2024 15:00:00 - 24/02/2024 16:00:00","BZN|ES","Fossil Brown coal/Lignite","0.00"
"24/02/2024 15:00:00 - 24/02/2024 16:00:00","BZN|ES","Fossil Coal-derived gas","0.00"
"24/02/2024 15:00:00 - 24/02/2024 16:00:00","BZN|ES","Fossil Gas","2493.00"
"24/02/2024 15:00:00 - 24/02/2024 16:00:00","BZN|ES","Fossil Hard coal","244.00"
"24/02/2024 15:00:00 - 24/02/2024 16:00:00","BZN|ES","Fossil Oil","4.00"
"24/02/2024 15:00:00 - 24/02/2024 16:00:00","BZN|ES","Fossil Oil shale","0.00"
"24/02/2024 15:00:00 - 24/02/2024 16:00:00","BZN|ES","Fossil Peat","0.00"
"24/02/2024 15:00:00 - 24/02/2024 16:00:00","BZN|ES","Geothermal","0.00"
"24/02/2024 15:00:00 - 24/02/2024 16:00:00","BZN|ES","Hydro Pumped Storage","38.00"
"24/02/2024 15:00:00 - 24/02/2024 16:00:00","BZN|ES","Hydro Run-of-river and poundage","998.00"
"24/02/2024 15:00:00 - 24/02/2024 16:00:00","BZN|ES","Hydro Water Reservoir","913.00"
"24/02/2024 15:00:00 - 24/02/2024 16:00:00","BZN|ES","Marine","0.00"
"24/02/2024 15:00:00 - 24/02/2024 16:00:00","BZN|ES","Nuclear","5564.00"
"24/02/2024 15:00:00 - 24/02/2024 16:00:00","BZN|ES","Other","8.00"
"24/02/2024 15:00:00 - 24/02/2024 16:00:00","BZN|ES","Other renewable","80.00"
"24/02/2024 15:00:00 - 24/02/2024 16:00:00","BZN|ES","Solar","10611.00"
"24/02/2024 15:00:00 - 24/02/2024 16:00:00","BZN|ES","Energy storage","n/e"
"24/02/2024 15:00:00 - 24/02/2024 16:00:00","BZN|ES","Waste","205.00"
"24/02/2024 15:00:00 - 24/02/2024 16:00:00","BZN|ES","Wind Offshore","0.00"
"24/02/2024 15:00:00 - 24/02/2024 16:00:00","BZN|ES","Wind Onshore","13099.00"
"24/02/2024 16:00:00 - 24/02/2024 17:00:00","BZN|ES","Biomass","280.00"
"24/02/2024 16:00:00 - 24/02/2024 17:00:00","BZN|ES","Fossil Brown coal/Lignite","0.00"
"24/02/2024 16:00:00 - 24/02/2024 17:00:00","BZN|ES","Fossil Coal-derived gas","0.00"
"24/02/2024 16:00:00 - 24/02/2024 17:00:00","BZN|ES","Fossil Gas","2602.00"
"24/02/2024 16:00:00 - 24/02/2024 17:00:00","BZN|ES","Fossil Hard coal","245.00"
"24/02/2024 16:00:00 - 24/02/2024 17:00:00","BZN|ES","Fossil Oil","4.00"
"24/02/2024 16:00:00 - 24/02/2024 17:00:00","BZN|ES","Fossil Oil shale","0.00"
"24/02/2024 16:00:00 - 24/02/2024 17:00:00","BZN|ES","Fossil Peat","0.00"
"24/02/2024 16:00:00 - 24/02/2024 17:00:00","BZN|ES","Geothermal","0.00"
"24/02/2024 16:00:00 - 24/02/2024 17:00:00","BZN|ES","Hydro Pumped Storage","59.00"
"24/02/2024 16:00:00 - 24/02/2024 17:00:00","BZN|ES","Hydro Run-of-river and poundage","996.00"
"24/02/2024 16:00:00 - 24/02/2024 17:00:00","BZN|ES","Hydro Water Reservoir","1029.00"
"24/02/2024 16:00:00 - 24/02/2024 17:00:00","BZN|ES","Marine","0.00"
"24/02/2024 16:00:00 - 24/02/2024 17:00:00","BZN|ES","Nuclear","5564.00"
"24/02/2024 16:00:00 - 24/02/2024 17:00:00","BZN|ES","Other","11.00"
"24/02/2024 16:00:00 - 24/02/2024 17:00:00","BZN|ES","Other renewable","83.00"
"24/02/2024 16:00:00 - 24/02/2024 17:00:00","BZN|ES","Solar","9730.00"
"24/02/2024 16:00:00 - 24/02/2024 17:00:00","BZN|ES","Energy storage","n/e"
"24/02/2024 16:00:00 - 24/02/2024 17:00:00","BZN|ES","Waste","205.00"
"24/02/2024 16:00:00 - 24/02/2024 17:00:00","BZN|ES","Wind Offshore","0.00"
"24/02/2024 16:00:00 - 24/02/2024 17:00:00","BZN|ES","Wind Onshore","12791.00"
"24/02/2024 17:00:00 - 24/02/2024 18:00:00","BZN|ES","Biomass","288.00"
"24/02/2024 17:00:00 - 24/02/2024 18:00:00","BZN|ES","Fossil Brown coal/Lignite","0.00"
"24/02/2024 17:00:00 - 24/02/2024 18:00:00","BZN|ES","Fossil Coal-derived gas","0.00"
"24/02/2024 17:00:00 - 24/02/2024 18:00:00","BZN|ES","Fossil Gas","3110.00"
"24/02/2024 17:00:00 - 24/02/2024 18:00:00","BZN|ES","Fossil Hard coal","244.00"
"24/02/2024 17:00:00 - 24/02/2024 18:00:00","BZN|ES","Fossil Oil","4.00"
"24/02/2024 17:00:00 - 24/02/2024 18:00:00","BZN|ES","Fossil Oil shale","0.00"
"24/02/2024 17:00:00 - 24/02/2024 18:00:00","BZN|ES","Fossil Peat","0.00"
"24/02/2024 17:00:00 - 24/02/2024 18:00:00","BZN|ES","Geothermal","0.00"
"24/02/2024 17:00:00 - 24/02/2024 18:00:00","BZN|ES","Hydro Pumped Storage","66.00"
"24/02/2024 17:00:00 - 24/02/2024 18:00:00","BZN|ES","Hydro Run-of-river and poundage","1025.00"
"24/02/2024 17:00:00 - 24/02/2024 18:00:00","BZN|ES","Hydro Water Reservoir","1408.00"
"24/02/2024 17:00:00 - 24/02/2024 18:00:00","BZN|ES","Marine","0.00"
"24/02/2024 17:00:00 - 24/02/2024 18:00:00","BZN|ES","Nuclear","5563.00"
"24/02/2024 17:00:00 - 24/02/2024 18:00:00","BZN|ES","Other","11.00"
"24/02/2024 17:00:00 - 24/02/2024 18:00:00","BZN|ES","Other renewable","85.00"
"24/02/2024 17:00:00 - 24/02/2024 18:00:00","BZN|ES","Solar","7832.00"
"24/02/2024 17:00:00 - 24/02/2024 18:00:00","BZN|ES","Energy storage","n/e"
"24/02/2024 17:00:00 - 24/02/2024 18:00:00","BZN|ES","Waste","208.00"
"24/02/2024 17:00:00 - 24/02/2024 18:00:00","BZN|ES","Wind Offshore","0.00"
"24/02/2024 17:00:00 - 24/02/2024 18:00:00","BZN|ES","Wind Onshore","13308.00"
"24/02/2024 18:00:00 - 24/02/2024 19:00:00","BZN|ES","Biomass","281.00"
"24/02/2024 18:00:00 - 24/02/2024 19:00:00","BZN|ES","Fossil Brown coal/Lignite","0.00"
"24/02/2024 18:00:00 - 24/02/2024 19:00:00","BZN|ES","Fossil Coal-derived gas","0.00"
"24/02/2024 18:00:00 - 24/02/2024 19:00:00","BZN|ES","Fossil Gas","3310.00"
"24/02/2024 18:00:00 - 24/02/2024 19:00:00","BZN|ES","Fossil Hard coal","245.00"
"24/02/2024 18:00:00 - 24/02/2024 19:00:00","BZN|ES","Fossil Oil","4.00"
"24/02/2024 18:00:00 - 24/02/2024 19:00:00","BZN|ES","Fossil Oil shale","0.00"
"24/02/2024 18:00:00 - 24/02/2024 19:00:00","BZN|ES","Fossil Peat","0.00"
"24/02/2024 18:00:00 - 24/02/2024 19:00:00","BZN|ES","Geothermal","0.00"
"24/02/2024 18:00:00 - 24/02/2024 19:00:00","BZN|ES","Hydro Pumped Storage","653.00"
"24/02/2024 18:00:00 - 24/02/2024 19:00:00","BZN|ES","Hydro Run-of-river and poundage","1083.00"
"24/02/2024 18:00:00 - 24/02/2024 19:00:00","BZN|ES","Hydro Water Reservoir","2867.00"
"24/02/2024 18:00:00 - 24/02/2024 19:00:00","BZN|ES","Marine","0.00"
"24/02/2024 18:00:00 - 24/02/2024 19:00:00","BZN|ES","Nuclear","5562.00"
"24/02/2024 18:00:00 - 24/02/2024 19:00:00","BZN|ES","Other","8.00"
"24/02/2024 18:00:00 - 24/02/2024 19:00:00","BZN|ES","Other renewable","86.00"
"24/02/2024 18:00:00 - 24/02/2024 19:00:00","BZN|ES","Solar","2943.00"
"24/02/2024 18:00:00 - 24/02/2024 19:00:00","BZN|ES","Energy storage","n/e"
"24/02/2024 18:00:00 - 24/02/2024 19:00:00","BZN|ES","Waste","204.00"
"24/02/2024 18:00:00 - 24/02/2024 19:00:00","BZN|ES","Wind Offshore","0.00"
"24/02/2024 18:00:00 - 24/02/2024 19:00:00","BZN|ES","Wind Onshore","14393.00"
"24/02/2024 19:00:00 - 24/02/2024 20:00:00","BZN|ES","Biomass","287.00"
"24/02/2024 19:00:00 - 24/02/2024 20:00:00","BZN|ES","Fossil Brown coal/Lignite","0.00"
"24/02/2024 19:00:00 - 24/02/2024 20:00:00","BZN|ES","Fossil Coal-derived gas","0.00"
"24/02/2024 19:00:00 - 24/02/2024 20:00:00","BZN|ES","Fossil Gas","3480.00"
"24/02/2024 19:00:00 - 24/02/2024 20:00:00","BZN|ES","Fossil Hard coal","244.00"
"24/02/2024 19:00:00 - 24/02/2024 20:00:00","BZN|ES","Fossil Oil","4.00"
"24/02/2024 19:00:00 - 24/02/2024 20:00:00","BZN|ES","Fossil Oil shale","0.00"
"24/02/2024 19:00:00 - 24/02/2024 20:00:00","BZN|ES","Fossil Peat","0.00"
"24/02/2024 19:00:00 - 24/02/2024 20:00:00","BZN|ES","Geothermal","0.00"
"24/02/2024 19:00:00 - 24/02/2024 20:00:00","BZN|ES","Hydro Pumped Storage","2245.00"
"24/02/2024 19:00:00 - 24/02/2024 20:00:00","BZN|ES","Hydro Run-of-river and poundage","1144.00"
"24/02/2024 19:00:00 - 24/02/2024 20:00:00","BZN|ES","Hydro Water Reservoir","3854.00"
"24/02/2024 19:00:00 - 24/02/2024 20:00:00","BZN|ES","Marine","0.00"
"24/02/2024 19:00:00 - 24/02/2024 20:00:00","BZN|ES","Nuclear","4944.00"
"24/02/2024 19:00:00 - 24/02/2024 20:00:00","BZN|ES","Other","12.00"
"24/02/2024 19:00:00 - 24/02/2024 20:00:00","BZN|ES","Other renewable","87.00"
"24/02/2024 19:00:00 - 24/02/2024 20:00:00","BZN|ES","Solar","318.00"
"24/02/2024 19:00:00 - 24/02/2024 20:00:00","BZN|ES","Energy storage","n/e"
"24/02/2024 19:00:00 - 24/02/2024 20:00:00","BZN|ES","Waste","204.00"
"24/02/2024 19:00:00 - 24/02/2024 20:00:00","BZN|ES","Wind Offshore","0.00"
"24/02/2024 19:00:00 - 24/02/2024 20:00:00","BZN|ES","Wind Onshore","13650.00"
"24/02/2024 20:00:00 - 24/02/2024 21:00:00","BZN|ES","Biomass","259.00"
"24/02/2024 20:00:00 - 24/02/2024 21:00:00","BZN|ES","Fossil Brown coal/Lignite","0.00"
"24/02/2024 20:00:00 - 24/02/2024 21:00:00","BZN|ES","Fossil Coal-derived gas","0.00"
"24/02/2024 20:00:00 - 24/02/2024 21:00:00","BZN|ES","Fossil Gas","3033.00"
"24/02/2024 20:00:00 - 24/02/2024 21:00:00","BZN|ES","Fossil Hard coal","245.00"
"24/02/2024 20:00:00 - 24/02/2024 21:00:00","BZN|ES","Fossil Oil","4.00"
"24/02/2024 20:00:00 - 24/02/2024 21:00:00","BZN|ES","Fossil Oil shale","0.00"
"24/02/2024 20:00:00 - 24/02/2024 21:00:00","BZN|ES","Fossil Peat","0.00"
"24/02/2024 20:00:00 - 24/02/2024 21:00:00","BZN|ES","Geothermal","0.00"
"24/02/2024 20:00:00 - 24/02/2024 21:00:00","BZN|ES","Hydro Pumped Storage","2526.00"
"24/02/2024 20:00:00 - 24/02/2024 21:00:00","BZN|ES","Hydro Run-of-river and poundage","1161.00"
"24/02/2024 20:00:00 - 24/02/2024 21:00:00","BZN|ES","Hydro Water Reservoir","4313.00"
"24/02/2024 20:00:00 - 24/02/2024 21:00:00","BZN|ES","Marine","0.00"
"24/02/2024 20:00:00 - 24/02/2024 21:00:00","BZN|ES","Nuclear","4664.00"
"24/02/2024 20:00:00 - 24/02/2024 21:00:00","BZN|ES","Other","10.00"
"24/02/2024 20:00:00 - 24/02/2024 21:00:00","BZN|ES","Other renewable","92.00"
"24/02/2024 20:00:00 - 24/02/2024 21:00:00","BZN|ES","Solar","260.00"
"24/02/2024 20:00:00 - 24/02/2024 21:00:00","BZN|ES","Energy storage","n/e"
"24/02/2024 20:00:00 - 24/02/2024 21:00:00","BZN|ES","Waste","203.00"
"24/02/2024 20:00:00 - 24/02/2024 21:00:00","BZN|ES","Wind Offshore","0.00"
"24/02/2024 20:00:00 - 24/02/2024 21:00:00","BZN|ES","Wind Onshore","13658.00"
"24/02/2024 21:00:00 - 24/02/2024 22:00:00","BZN|ES","Biomass","254.00"
"24/02/2024 21:00:00 - 24/02/2024 22:00:00","BZN|ES","Fossil Brown coal/Lignite","0.00"
"24/02/2024 21:00:00 - 24/02/2024 22:00:00","BZN|ES","Fossil Coal-derived gas","0.00"
"24/02/2024 21:00:00 - 24/02/2024 22:00:00","BZN|ES","Fossil Gas","2931.00"
"24/02/2024 21:00:00 - 24/02/2024 22:00:00","BZN|ES","Fossil Hard coal","244.00"
"24/02/2024 21:00:00 - 24/02/2024 22:00:00","BZN|ES","Fossil Oil","4.00"
"24/02/2024 21:00:00 - 24/02/2024 22:00:00","BZN|ES","Fossil Oil shale","0.00"
"24/02/2024 21:00:00 - 24/02/2024 22:00:00","BZN|ES","Fossil Peat","0.00"
"24/02/2024 21:00:00 - 24/02/2024 22:00:00","BZN|ES","Geothermal","0.00"
"24/02/2024 21:00:00 - 24/02/2024 22:00:00","BZN|ES","Hydro Pumped Storage","2314.00"
"24/02/2024 21:00:00 - 24/02/2024 22:00:00","BZN|ES","Hydro Run-of-river and poundage","1179.00"
"24/02/2024 21:00:00 - 24/02/2024 22:00:00","BZN|ES","Hydro Water Reservoir","3914.00"
"24/02/2024 21:00:00 - 24/02/2024 22:00:00","BZN|ES","Marine","0.00"
"24/02/2024 21:00:00 - 24/02/2024 22:00:00","BZN|ES","Nuclear","4664.00"
"24/02/2024 21:00:00 - 24/02/2024 22:00:00","BZN|ES","Other","9.00"
"24/02/2024 21:00:00 - 24/02/2024 22:00:00","BZN|ES","Other renewable","89.00"
"24/02/2024 21:00:00 - 24/02/2024 22:00:00","BZN|ES","Solar","215.00"
"24/02/2024 21:00:00 - 24/02/2024 22:00:00","BZN|ES","Energy storage","n/e"
"24/02/2024 21:00:00 - 24/02/2024 22:00:00","BZN|ES","Waste","204.00"
"24/02/2024 21:00:00 - 24/02/2024 22:00:00","BZN|ES","Wind Offshore","0.00"
"24/02/2024 21:00:00 - 24/02/2024 22:00:00","BZN|ES","Wind Onshore","14388.00"
"24/02/2024 22:00:00 - 24/02/2024 23:00:00","BZN|ES","Biomass","256.00"
"24/02/2024 22:00:00 - 24/02/2024 23:00:00","BZN|ES","Fossil Brown coal/Lignite","0.00"
"24/02/2024 22:00:00 - 24/02/2024 23:00:00","BZN|ES","Fossil Coal-derived gas","0.00"
"24/02/2024 22:00:00 - 24/02/2024 23:00:00","BZN|ES","Fossil Gas","2881.00"
"24/02/2024 22:00:00 - 24/02/2024 23:00:00","BZN|ES","Fossil Hard coal","244.00"
"24/02/2024 22:00:00 - 24/02/2024 23:00:00","BZN|ES","Fossil Oil","4.00"
"24/02/2024 22:00:00 - 24/02/2024 23:00:00","BZN|ES","Fossil Oil shale","0.00"
"24/02/2024 22:00:00 - 24/02/2024 23:00:00","BZN|ES","Fossil Peat","0.00"
"24/02/2024 22:00:00 - 24/02/2024 23:00:00","BZN|ES","Geothermal","0.00"
"24/02/2024 22:00:00 - 24/02/2024 23:00:00","BZN|ES","Hydro Pumped Storage","2091.00"
"24/02/2024 22:00:00 - 24/02/2024 23:00:00","BZN|ES","Hydro Run-of-river and poundage","1132.00"
"24/02/2024 22:00:00 - 24/02/2024 23:00:00","BZN|ES","Hydro Water Reservoir","2843.00"
"24/02/2024 22:00:00 - 24/02/2024 23:00:00","BZN|ES","Marine","0.00"
"24/02/2024 22:00:00 - 24/02/2024 23:00:00","BZN|ES","Nuclear","4664.00"
"24/02/2024 22:00:00 - 24/02/2024 23:00:00","BZN|ES","Other","8.00"
"24/02/2024 22:00:00 - 24/02/2024 23:00:00","BZN|ES","Other renewable","88.00"
"24/02/2024 22:00:00 - 24/02/2024 23:00:00","BZN|ES","Solar","150.00"
"24/02/2024 22:00:00 - 24/02/2024 23:00:00","BZN|ES","Energy storage","n/e"
"24/02/2024 22:00:00 - 24/02/2024 23:00:00","BZN|ES","Waste","204.00"
"24/02/2024 22:00:00 - 24/02/2024 23:00:00","BZN|ES","Wind Offshore","0.00"
"24/02/2024 22:00:00 - 24/02/2024 23:00:00","BZN|ES","Wind Onshore","14707.00"
"24/02/2024 23:00:00 - 25/02/2024 00:00:00","BZN|ES","Biomass","261.00"
"24/02/2024 23:00:00 - 25/02/2024 00:00:00","BZN|ES","Fossil Brown coal/Lignite","0.00"
"24/02/2024 23:00:00 - 25/02/2024 00:00:00","BZN|ES","Fossil Coal-derived gas","0.00"
"24/02/2024 23:00:00 - 25/02/2024 00:00:00","BZN|ES","Fossil Gas","2864.00"
"24/02/2024 23:00:00 - 25/02/2024 00:00:00","BZN|ES","Fossil Hard coal","244.00"
"24/02/2024 23:00:00 - 25/02/2024 00:00:00","BZN|ES","Fossil Oil","4.00"
"24/02/2024 23:00:00 - 25/02/2024 00:00:00","BZN|ES","Fossil Oil shale","0.00"
"24/02/2024 23:00:00 - 25/02/2024 00:00:00","BZN|ES","Fossil Peat","0.00"
"24/02/2024 23:00:00 - 25/02/2024 00:00:00","BZN|ES","Geothermal","0.00"
"24/02/2024 23:00:00 - 25/02/2024 00:00:00","BZN|ES","Hydro Pumped Storage","1470.00"
"24/02/2024 23:00:00 - 25/02/2024 00:00:00","BZN|ES","Hydro Run-of-river and poundage","1094.00"
"24/02/2024 23:00:00 - 25/02/2024 00:00:00","BZN|ES","Hydro Water Reservoir","2126.00"
"24/02/2024 23:00:00 - 25/02/2024 00:00:00","BZN|ES","Marine","0.00"
"24/02/2024 23:00:00 - 25/02/2024 00:00:00","BZN|ES","Nuclear","4667.00"
"24/02/2024 23:00:00 - 25/02/2024 00:00:00","BZN|ES","Other","8.00"
"24/02/2024 23:00:00 - 25/02/2024 00:00:00","BZN|ES","Other renewable","88.00"
"24/02/2024 23:00:00 - 25/02/2024 00:00:00","BZN|ES","Solar","130.00"
"24/02/2024 23:00:00 - 25/02/2024 00:00:00","BZN|ES","Energy storage","n/e"
"24/02/2024 23:00:00 - 25/02/2024 00:00:00","BZN|ES","Waste","204.00"
"24/02/2024 23:00:00 - 25/02/2024 00:00:00","BZN|ES","Wind Offshore","0.00"
"24/02/2024 23:00:00 - 25/02/2024 00:00:00","BZN|ES","Wind Onshore","14741.00"
"25/02/2024 00:00:00 - 25/02/2024 01:00:00","BZN|ES","Biomass","268.00"
"25/02/2024 00:00:00 - 25/02/2024 01:00:00","BZN|ES","Fossil Brown coal/Lignite","0.00"
"25/02/2024 00:00:00 - 25/02/2024 01:00:00","BZN|ES","Fossil Coal-derived gas","0.00"
"25/02/2024 00:00:00 - 25/02/2024 01:00:00","BZN|ES","Fossil Gas","3263.00"
"25/02/2024 00:00:00 - 25/02/2024 01:00:00","BZN|ES","Fossil Hard coal","244.00"
"25/02/2024 00:00:00 - 25/02/2024 01:00:00","BZN|ES","Fossil Oil","4.00"
"25/02/2024 00:00:00 - 25/02/2024 01:00:00","BZN|ES","Fossil Oil shale","0.00"
"25/02/2024 00:00:00 - 25/02/2024 01:00:00","BZN|ES","Fossil Peat","0.00"
"25/02/2024 00:00:00 - 25/02/2024 01:00:00","BZN|ES","Geothermal","0.00"
"25/02/2024 00:00:00 - 25/02/2024 01:00:00","BZN|ES","Hydro Pumped Storage","619.00"
"25/02/2024 00:00:00 - 25/02/2024 01:00:00","BZN|ES","Hydro Run-of-river and poundage","1073.00"
"25/02/2024 00:00:00 - 25/02/2024 01:00:00","BZN|ES","Hydro Water Reservoir","2191.00"
"25/02/2024 00:00:00 - 25/02/2024 01:00:00","BZN|ES","Marine","0.00"
"25/02/2024 00:00:00 - 25/02/2024 01:00:00","BZN|ES","Nuclear","4667.00"
"25/02/2024 00:00:00 - 25/02/2024 01:00:00","BZN|ES","Other","8.00"
"25/02/2024 00:00:00 - 25/02/2024 01:00:00","BZN|ES","Other renewable","86.00"
"25/02/2024 00:00:00 - 25/02/2024 01:00:00","BZN|ES","Solar","75.00"
"25/02/2024 00:00:00 - 25/02/2024 01:00:00","BZN|ES","Energy storage","n/e"
"25/02/2024 00:00:00 - 25/02/2024 01:00:00","BZN|ES","Waste","204.00"
"25/02/2024 00:00:00 - 25/02/2024 01:00:00","BZN|ES","Wind Offshore","0.00"
"25/02/2024 00:00:00 - 25/02/2024 01:00:00","BZN|ES","Wind Onshore","14577.00"
"25/02/2024 01:00:00 - 25/02/2024 02:00:00","BZN|ES","Biomass","269.00"
"25/02/2024 01:00:00 - 25/02/2024 02:00:00","BZN|ES","Fossil Brown coal/Lignite","0.00"
"25/02/2024 01:00:00 - 25/02/2024 02:00:00","BZN|ES","Fossil Coal-derived gas","0.00"
"25/02/2024 01:00:00 - 25/02/2024 02:00:00","BZN|ES","Fossil Gas","2927.00"
"25/02/2024 01:00:00 - 25/02/2024 02:00:00","BZN|ES","Fossil Hard coal","245.00"
"25/02/2024 01:00:00 - 25/02/2024 02:00:00","BZN|ES","Fossil Oil","4.00"
"25/02/2024 01:00:00 - 25/02/2024 02:00:00","BZN|ES","Fossil Oil shale","0.00"
"25/02/2024 01:00:00 - 25/02/2024 02:00:00","BZN|ES","Fossil Peat","0.00"
"25/02/2024 01:00:00 - 25/02/2024 02:00:00","BZN|ES","Geothermal","0.00"
"25/02/2024 01:00:00 - 25/02/2024 02:00:00","BZN|ES","Hydro Pumped Storage","369.00"
"25/02/2024 01:00:00 - 25/02/2024 02:00:00","BZN|ES","Hydro Run-of-river and poundage","1032.00"
"25/02/2024 01:00:00 - 25/02/2024 02:00:00","BZN|ES","Hydro Water Reservoir","1723.00"
"25/02/2024 01:00:00 - 25/02/2024 02:00:00","BZN|ES","Marine","0.00"
"25/02/2024 01:00:00 - 25/02/2024 02:00:00","BZN|ES","Nuclear","4664.00"
"25/02/2024 01:00:00 - 25/02/2024 02:00:00","BZN|ES","Other","8.00"
"25/02/2024 01:00:00 - 25/02/2024 02:00:00","BZN|ES","Other renewable","84.00"
"25/02/2024 01:00:00 - 25/02/2024 02:00:00","BZN|ES","Solar","44.00"
"25/02/2024 01:00:00 - 25/02/2024 02:00:00","BZN|ES","Energy storage","n/e"
"25/02/2024 01:00:00 - 25/02/2024 02:00:00","BZN|ES","Waste","208.00"
"25/02/2024 01:00:00 - 25/02/2024 02:00:00","BZN|ES","Wind Offshore","0.00"
"25/02/2024 01:00:00 - 25/02/2024 02:00:00","BZN|ES","Wind Onshore","14722.00"
"25/02/2024 02:00:00 - 25/02/2024 03:00:00","BZN|ES","Biomass","275.00"
"25/02/2024 02:00:00 - 25/02/2024 03:00:00","BZN|ES","Fossil Brown coal/Lignite","0.00"
"25/02/2024 02:00:00 - 25/02/2024 03:00:00","BZN|ES","Fossil Coal-derived gas","0.00"
"25/02/2024 02:00:00 - 25/02/2024 03:00:00","BZN|ES","Fossil Gas","2783.00"
"25/02/2024 02:00:00 - 25/02/2024 03:00:00","BZN|ES","Fossil Hard coal","244.00"
