"MTU (CET/CEST)","Area","Production Type","Generation (MW)"
"08/07/2024 10:00:00 - 08/07/2024 11:00:00","BZN|ES","Hydro Pumped Storage","342.00"
"08/07/2024 10:00:00 - 08/07/2024 11:00:00","BZN|ES","Hydro Run-of-river and poundage","846.00"
"08/07/2024 10:00:00 - 08/07/2024 11:00:00","BZN|ES","Hydro Water Reservoir","770.00"
"08/07/2024 10:00:00 - 08/07/2024 11:00:00","BZN|ES","Marine","0.00"
"08/07/2024 10:00:00 - 08/07/2024 11:00:00","BZN|ES","Nuclear","6978.00"
"08/07/2024 10:00:00 - 08/07/2024 11:00:00","BZN|ES","Other","17.00"
"08/07/2024 10:00:00 - 08/07/2024 11:00:00","BZN|ES","Other renewable","73.00"
"08/07/2024 10:00:00 - 08/07/2024 11:00:00","BZN|ES","Solar","16139.00"
"08/07/2024 10:00:00 - 08/07/2024 11:00:00","BZN|ES","Energy storage","n/e"
"08/07/2024 10:00:00 - 08/07/2024 11:00:00","BZN|ES","Waste","252.00"
"08/07/2024 10:00:00 - 08/07/2024 11:00:00","BZN|ES","Wind Offshore","0.00"
"08/07/2024 10:00:00 - 08/07/2024 11:00:00","BZN|ES","Wind Onshore","3431.00"
"08/07/2024 11:00:00 - 08/07/2024 12:00:00","BZN|ES","Biomass","453.00"
"08/07/2024 11:00:00 - 08/07/2024 12:00:00","BZN|ES","Fossil Brown coal/Lignite","0.00"
"08/07/2024 11:00:00 - 08/07/2024 12:00:00","BZN|ES","Fossil Coal-derived gas","0.00"
"08/07/2024 11:00:00 - 08/07/2024 12:00:00","BZN|ES","Fossil Gas","2101.00"
"08/07/2024 11:00:00 - 08/07/2024 12:00:00","BZN|ES","Fossil Hard coal","276.00"
"08/07/2024 11:00:00 - 08/07/2024 12:00:00","BZN|ES","Fossil Oil","33.00"
"08/07/2024 11:00:00 - 08/07/2024 12:00:00","BZN|ES","Fossil Oil shale","0.00"
"08/07/2024 11:00:00 - 08/07/2024 12:00:00","BZN|ES","Fossil Peat","0.00"
"08/07/2024 11:00:00 - 08/07/2024 12:00:00","BZN|ES","Geothermal","0.00"
"08/07/2024 11:00:00 - 08/07/2024 12:00:00","BZN|ES","Hydro Pumped Storage","155.00"
"08/07/2024 11:00:00 - 08/07/2024 12:00:00","BZN|ES","Hydro Run-of-river and poundage","810.00"
"08/07/2024 11:00:00 - 08/07/2024 12:00:00","BZN|ES","Hydro Water Reservoir","648.00"
"08/07/2024 11:00:00 - 08/07/2024 12:00:00","BZN|ES","Marine","0.00"
"08/07/2024 11:00:00 - 08/07/2024 12:00:00","BZN|ES","Nuclear","6975.00"
"08/07/2024 11:00:00 - 08/07/2024 12:00:00","BZN|ES","Other","19.00"
"08/07/2024 11:00:00 - 08/07/2024 12:00:00","BZN|ES","Other renewable","74.00"
"08/07/2024 11:00:00 - 08/07/2024 12:00:00","BZN|ES","Solar","18354.00"
"08/07/2024 11:00:00 - 08/07/2024 12:00:00","BZN|ES","Energy storage","n/e"
"08/07/2024 11:00:00 - 08/07/2024 12:00:00","BZN|ES","Waste","233.00"
"08/07/2024 11:00:00 - 08/07/2024 12:00:00","BZN|ES","Wind Offshore","0.00"
"08/07/2024 11:00:00 - 08/07/2024 12:00:00","BZN|ES","Wind Onshore","3430.00"
"08/07/2024 12:00:00 - 08/07/2024 13:00:00","BZN|ES","Biomass","465.00"
"08/07/2024 12:00:00 - 08/07/2024 13:00:00","BZN|ES","Fossil Brown coal/Lignite","0.00"
"08/07/2024 12:00:00 - 08/07/2024 13:00:00","BZN|ES","Fossil Coal-derived gas","0.00"
"08/07/2024 12:00:00 - 08/07/2024 13:00:00","BZN|ES","Fossil Gas","2065.00"
"08/07/2024 12:00:00 - 08/07/2024 13:00:00","BZN|ES","Fossil Hard coal","250.00"
"08/07/2024 12:00:00 - 08/07/2024 13:00:00","BZN|ES","Fossil Oil","31.00"
"08/07/2024 12:00:00 - 08/07/2024 13:00:00","BZN|ES","Fossil Oil shale","0.00"
"08/07/2024 12:00:00 - 08/07/2024 13:00:00","BZN|ES","Fossil Peat","0.00"
"08/07/2024 12:00:00 - 08/07/2024 13:00:00","BZN|ES","Geothermal","0.00"
"08/07/2024 12:00:00 - 08/07/2024 13:00:00","BZN|ES","Hydro Pumped Storage","83.00"
"08/07/2024 12:00:00 - 08/07/2024 13:00:00","BZN|ES","Hydro Run-of-river and poundage","801.00"
"08/07/2024 12:00:00 - 08/07/2024 13:00:00","BZN|ES","Hydro Water Reservoir","607.00"
"08/07/2024 12:00:00 - 08/07/2024 13:00:00","BZN|ES","Marine","0.00"
"08/07/2024 12:00:00 - 08/07/2024 13:00:00","BZN|ES","Nuclear","6972.00"
"08/07/2024 12:00:00 - 08/07/2024 13:00:00","BZN|ES","Other","17.00"
"08/07/2024 12:00:00 - 08/07/2024 13:00:00","BZN|ES","Other renewable","75.00"
"08/07/2024 12:00:00 - 08/07/2024 13:00:00","BZN|ES","Solar","19087.00"
"08/07/2024 12:00:00 - 08/07/2024 13:00:00","BZN|ES","Energy storage","n/e"
"08/07/2024 12:00:00 - 08/07/2024 13:00:00","BZN|ES","Waste","238.00"
"08/07/2024 12:00:00 - 08/07/2024 13:00:00","BZN|ES","Wind Offshore","0.00"
"08/07/2024 12:00:00 - 08/07/2024 13:00:00","BZN|ES","Wind Onshore","3742.00"
"08/07/2024 13:00:00 - 08/07/2024 14:00:00","BZN|ES","Biomass","463.00"
"08/07/2024 13:00:00 - 08/07/2024 14:00:00","BZN|ES","Fossil Brown coal/Lignite","0.00"
"08/07/2024 13:00:00 - 08/07/2024 14:00:00","BZN|ES","Fossil Coal-derived gas","0.00"
"08/07/2024 13:00:00 - 08/07/2024 14:00:00","BZN|ES","Fossil Gas","2042.00"
"08/07/2024 13:00:00 - 08/07/2024 14:00:00","BZN|ES","Fossil Hard coal","251.00"
"08/07/2024 13:00:00 - 08/07/2024 14:00:00","BZN|ES","Fossil Oil","21.00"
"08/07/2024 13:00:00 - 08/07/2024 14:00:00","BZN|ES","Fossil Oil shale","0.00"
"08/07/2024 13:00:00 - 08/07/2024 14:00:00","BZN|ES","Fossil Peat","0.00"
"08/07/2024 13:00:00 - 08/07/2024 14:00:00","BZN|ES","Geothermal","0.00"
"08/07/2024 13:00:00 - 08/07/2024 14:00:00","BZN|ES","Hydro Pumped Storage","37.00"
"08/07/2024 13:00:00 - 08/07/2024 14:00:00","BZN|ES","Hydro Run-of-river and poundage","768.00"
"08/07/2024 13:00:00 - 08/07/2024 14:00:00","BZN|ES","Hydro Water Reservoir","581.00"
"08/07/2024 13:00:00 - 08/07/2024 14:00:00","BZN|ES","Marine","0.00"
"08/07/2024 13:00:00 - 08/07/2024 14:00:00","BZN|ES","Nuclear","6965.00"
"08/07/2024 13:00:00 - 08/07/2024 14:00:00","BZN|ES","Other","8.00"
"08/07/2024 13:00:00 - 08/07/2024 14:00:00","BZN|ES","Other renewable","73.00"
"08/07/2024 13:00:00 - 08/07/2024 14:00:00","BZN|ES","Solar","19260.00"
"08/07/2024 13:00:00 - 08/07/2024 14:00:00","BZN|ES","Energy storage","n/e"
"08/07/2024 13:00:00 - 08/07/2024 14:00:00","BZN|ES","Waste","242.00"
"08/07/2024 13:00:00 - 08/07/2024 14:00:00","BZN|ES","Wind Offshore","0.00"
"08/07/2024 13:00:00 - 08/07/2024 14:00:00","BZN|ES","Wind Onshore","4553.00"
"08/07/2024 14:00:00 - 08/07/2024 15:00:00","BZN|ES","Biomass","459.00"
"08/07/2024 14:00:00 - 08/07/2024 15:00:00","BZN|ES","Fossil Brown coal/Lignite","0.00"
"08/07/2024 14:00:00 - 08/07/2024 15:00:00","BZN|ES","Fossil Coal-derived gas","0.00"
"08/07/2024 14:00:00 - 08/07/2024 15:00:00","BZN|ES","Fossil Gas","2392.00"
"08/07/2024 14:00:00 - 08/07/2024 15:00:00","BZN|ES","Fossil Hard coal","249.00"
"08/07/2024 14:00:00 - 08/07/2024 15:00:00","BZN|ES","Fossil Oil","20.00"
"08/07/2024 14:00:00 - 08/07/2024 15:00:00","BZN|ES","Fossil Oil shale","0.00"
"08/07/2024 14:00:00 - 08/07/2024 15:00:00","BZN|ES","Fossil Peat","0.00"
"08/07/2024 14:00:00 - 08/07/2024 15:00:00","BZN|ES","Geothermal","0.00"
"08/07/2024 14:00:00 - 08/07/2024 15:00:00","BZN|ES","Hydro Pumped Storage","40.00"
"08/07/2024 14:00:00 - 08/07/2024 15:00:00","BZN|ES","Hydro Run-of-river and poundage","763.00"
"08/07/2024 14:00:00 - 08/07/2024 15:00:00","BZN|ES","Hydro Water Reservoir","602.00"
"08/07/2024 14:00:00 - 08/07/2024 15:00:00","BZN|ES","Marine","0.00"
"08/07/2024 14:00:00 - 08/07/2024 15:00:00","BZN|ES","Nuclear","6961.00"
"08/07/2024 14:00:00 - 08/07/2024 15:00:00","BZN|ES","Other","8.00"
"08/07/2024 14:00:00 - 08/07/2024 15:00:00","BZN|ES","Other renewable","72.00"
"08/07/2024 14:00:00 - 08/07/2024 15:00:00","BZN|ES","Solar","19548.00"
"08/07/2024 14:00:00 - 08/07/2024 15:00:00","BZN|ES","Energy storage","n/e"
"08/07/2024 14:00:00 - 08/07/2024 15:00:00","BZN|ES","Waste","239.00"
"08/07/2024 14:00:00 - 08/07/2024 15:00:00","BZN|ES","Wind Offshore","0.00"
"08/07/2024 14:00:00 - 08/07/2024 15:00:00","BZN|ES","Wind Onshore","5311.00"
"08/07/2024 15:00:00 - 08/07/2024 16:00:00","BZN|ES","Biomass","454.00"
"08/07/2024 15:00:00 - 08/07/2024 16:00:00","BZN|ES","Fossil Brown coal/Lignite","0.00"
"08/07/2024 15:00:00 - 08/07/2024 16:00:00","BZN|ES","Fossil Coal-derived gas","0.00"
"08/07/2024 15:00:00 - 08/07/2024 16:00:00","BZN|ES","Fossil Gas","2700.00"
"08/07/2024 15:00:00 - 08/07/2024 16:00:00","BZN|ES","Fossil Hard coal","252.00"
"08/07/2024 15:00:00 - 08/07/2024 16:00:00","BZN|ES","Fossil Oil","20.00"
"08/07/2024 15:00:00 - 08/07/2024 16:00:00","BZN|ES","Fossil Oil shale","0.00"
"08/07/2024 15:00:00 - 08/07/2024 16:00:00","BZN|ES","Fossil Peat","0.00"
"08/07/2024 15:00:00 - 08/07/2024 16:00:00","BZN|ES","Geothermal","0.00"
"08/07/2024 15:00:00 - 08/07/2024 16:00:00","BZN|ES","Hydro Pumped Storage","37.00"
"08/07/2024 15:00:00 - 08/07/2024 16:00:00","BZN|ES","Hydro Run-of-river and poundage","752.00"
"08/07/2024 15:00:00 - 08/07/2024 16:00:00","BZN|ES","Hydro Water Reservoir","689.00"
"08/07/2024 15:00:00 - 08/07/2024 16:00:00","BZN|ES","Marine","0.00"
"08/07/2024 15:00:00 - 08/07/2024 16:00:00","BZN|ES","Nuclear","6956.00"
"08/07/2024 15:00:00 - 08/07/2024 16:00:00","BZN|ES","Other","8.00"
"08/07/2024 15:00:00 - 08/07/2024 16:00:00","BZN|ES","Other renewable","75.00"
"08/07/2024 15:00:00 - 08/07/2024 16:00:00","BZN|ES","Solar","19471.00"
"08/07/2024 15:00:00 - 08/07/2024 16:00:00","BZN|ES","Energy storage","n/e"
"08/07/2024 15:00:00 - 08/07/2024 16:00:00","BZN|ES","Waste","236.00"
"08/07/2024 15:00:00 - 08/07/2024 16:00:00","BZN|ES","Wind Offshore","0.00"
"08/07/2024 15:00:00 - 08/07/2024 16:00:00","BZN|ES","Wind Onshore","5825.00"
"08/07/2024 16:00:00 - 08/07/2024 17:00:00","BZN|ES","Biomass","466.00"
"08/07/2024 16:00:00 - 08/07/2024 17:00:00","BZN|ES","Fossil Brown coal/Lignite","0.00"
"08/07/2024 16:00:00 - 08/07/2024 17:00:00","BZN|ES","Fossil Coal-derived gas","0.00"
"08/07/2024 16:00:00 - 08/07/2024 17:00:00","BZN|ES","Fossil Gas","2682.00"
"08/07/2024 16:00:00 - 08/07/2024 17:00:00","BZN|ES","Fossil Hard coal","252.00"
"08/07/2024 16:00:00 - 08/07/2024 17:00:00","BZN|ES","Fossil Oil","20.00"
"08/07/2024 16:00:00 - 08/07/2024 17:00:00","BZN|ES","Fossil Oil shale","0.00"
"08/07/2024 16:00:00 - 08/07/2024 17:00:00","BZN|ES","Fossil Peat","0.00"
"08/07/2024 16:00:00 - 08/07/2024 17:00:00","BZN|ES","Geothermal","0.00"
"08/07/2024 16:00:00 - 08/07/2024 17:00:00","BZN|ES","Hydro Pumped Storage","37.00"
"08/07/2024 16:00:00 - 08/07/2024 17:00:00","BZN|ES","Hydro Run-of-river and poundage","764.00"
"08/07/2024 16:00:00 - 08/07/2024 17:00:00","BZN|ES","Hydro Water Reservoir","596.00"
"08/07/2024 16:00:00 - 08/07/2024 17:00:00","BZN|ES","Marine","0.00"
"08/07/2024 16:00:00 - 08/07/2024 17:00:00","BZN|ES","Nuclear","6955.00"
"08/07/2024 16:00:00 - 08/07/2024 17:00:00","BZN|ES","Other","8.00"
"08/07/2024 16:00:00 - 08/07/2024 17:00:00","BZN|ES","Other renewable","74.00"
"08/07/2024 16:00:00 - 08/07/2024 17:00:00","BZN|ES","Solar","19117.00"
"08/07/2024 16:00:00 - 08/07/2024 17:00:00","BZN|ES","Energy storage","n/e"
"08/07/2024 16:00:00 - 08/07/2024 17:00:00","BZN|ES","Waste","236.00"
"08/07/2024 16:00:00 - 08/07/2024 17:00:00","BZN|ES","Wind Offshore","0.00"
"08/07/2024 16:00:00 - 08/07/2024 17:00:00","BZN|ES","Wind Onshore","6181.00"
"08/07/2024 17:00:00 - 08/07/2024 18:00:00","BZN|ES","Biomass","490.00"
"08/07/2024 17:00:00 - 08/07/2024 18:00:00","BZN|ES","Fossil Brown coal/Lignite","0.00"
"08/07/2024 17:00:00 - 08/07/2024 18:00:00","BZN|ES","Fossil Coal-derived gas","0.00"
"08/07/2024 17:00:00 - 08/07/2024 18:00:00","BZN|ES","Fossil Gas","2786.00"
"08/07/2024 17:00:00 - 08/07/2024 18:00:00","BZN|ES","Fossil Hard coal","252.00"
"08/07/2024 17:00:00 - 08/07/2024 18:00:00","BZN|ES","Fossil Oil","20.00"
"08/07/2024 17:00:00 - 08/07/2024 18:00:00","BZN|ES","Fossil Oil shale","0.00"
"08/07/2024 17:00:00 - 08/07/2024 18:00:00","BZN|ES","Fossil Peat","0.00"
"08/07/2024 17:00:00 - 08/07/2024 18:00:00","BZN|ES","Geothermal","0.00"
"08/07/2024 17:00:00 - 08/07/2024 18:00:00","BZN|ES","Hydro Pumped Storage","36.00"
"08/07/2024 17:00:00 - 08/07/2024 18:00:00","BZN|ES","Hydro Run-of-river and poundage","757.00"
"08/07/2024 17:00:00 - 08/07/2024 18:00:00","BZN|ES","Hydro Water Reservoir","674.00"
"08/07/2024 17:00:00 - 08/07/2024 18:00:00","BZN|ES","Marine","0.00"
"08/07/2024 17:00:00 - 08/07/2024 18:00:00","BZN|ES","Nuclear","6949.00"
"08/07/2024 17:00:00 - 08/07/2024 18:00:00","BZN|ES","Other","7.00"
"08/07/2024 17:00:00 - 08/07/2024 18:00:00","BZN|ES","Other renewable","76.00"
"08/07/2024 17:00:00 - 08/07/2024 18:00:00","BZN|ES","Solar","18416.00"
"08/07/2024 17:00:00 - 08/07/2024 18:00:00","BZN|ES","Energy storage","n/e"
"08/07/2024 17:00:00 - 08/07/2024 18:00:00","BZN|ES","Waste","238.00"
"08/07/2024 17:00:00 - 08/07/2024 18:00:00","BZN|ES","Wind Offshore","0.00"
"08/07/2024 17:00:00 - 08/07/2024 18:00:00","BZN|ES","Wind Onshore","6371.00"
"08/07/2024 18:00:00 - 08/07/2024 19:00:00","BZN|ES","Biomass","480.00"
"08/07/2024 18:00:00 - 08/07/2024 19:00:00","BZN|ES","Fossil Brown coal/Lignite","0.00"
"08/07/2024 18:00:00 - 08/07/2024 19:00:00","BZN|ES","Fossil Coal-derived gas","0.00"
"08/07/2024 18:00:00 - 08/07/2024 19:00:00","BZN|ES","Fossil Gas","2941.00"
"08/07/2024 18:00:00 - 08/07/2024 19:00:00","BZN|ES","Fossil Hard coal","290.00"
"08/07/2024 18:00:00 - 08/07/2024 19:00:00","BZN|ES","Fossil Oil","21.00"
"08/07/2024 18:00:00 - 08/07/2024 19:00:00","BZN|ES","Fossil Oil shale","0.00"
"08/07/2024 18:00:00 - 08/07/2024 19:00:00","BZN|ES","Fossil Peat","0.00"
"08/07/2024 18:00:00 - 08/07/2024 19:00:00","BZN|ES","Geothermal","0.00"
"08/07/2024 18:00:00 - 08/07/2024 19:00:00","BZN|ES","Hydro Pumped Storage","75.00"
"08/07/2024 18:00:00 - 08/07/2024 19:00:00","BZN|ES","Hydro Run-of-river and poundage","758.00"
"08/07/2024 18:00:00 - 08/07/2024 19:00:00","BZN|ES","Hydro Water Reservoir","780.00"
"08/07/2024 18:00:00 - 08/07/2024 19:00:00","BZN|ES","Marine","0.00"
"08/07/2024 18:00:00 - 08/07/2024 19:00:00","BZN|ES","Nuclear","6947.00"
"08/07/2024 18:00:00 - 08/07/2024 19:00:00","BZN|ES","Other","5.00"
"08/07/2024 18:00:00 - 08/07/2024 19:00:00","BZN|ES","Other renewable","76.00"
"08/07/2024 18:00:00 - 08/07/2024 19:00:00","BZN|ES","Solar","17394.00"
"08/07/2024 18:00:00 - 08/07/2024 19:00:00","BZN|ES","Energy storage","n/e"
"08/07/2024 18:00:00 - 08/07/2024 19:00:00","BZN|ES","Waste","236.00"
"08/07/2024 18:00:00 - 08/07/2024 19:00:00","BZN|ES","Wind Offshore","0.00"
"08/07/2024 18:00:00 - 08/07/2024 19:00:00","BZN|ES","Wind Onshore","7171.00"
"08/07/2024 19:00:00 - 08/07/2024 20:00:00","BZN|ES","Biomass","483.00"
"08/07/2024 19:00:00 - 08/07/2024 20:00:00","BZN|ES","Fossil Brown coal/Lignite","0.00"
"08/07/2024 19:00:00 - 08/07/2024 20:00:00","BZN|ES","Fossil Coal-derived gas","0.00"
"08/07/2024 19:00:00 - 08/07/2024 20:00:00","BZN|ES","Fossil Gas","3970.00"
"08/07/2024 19:00:00 - 08/07/2024 20:00:00","BZN|ES","Fossil Hard coal","307.00"
"08/07/2024 19:00:00 - 08/07/2024 20:00:00","BZN|ES","Fossil Oil","33.00"
"08/07/2024 19:00:00 - 08/07/2024 20:00:00","BZN|ES","Fossil Oil shale","0.00"
"08/07/2024 19:00:00 - 08/07/2024 20:00:00","BZN|ES","Fossil Peat","0.00"
"08/07/2024 19:00:00 - 08/07/2024 20:00:00","BZN|ES","Geothermal","0.00"
"08/07/2024 19:00:00 - 08/07/2024 20:00:00","BZN|ES","Hydro Pumped Storage","169.00"
"08/07/2024 19:00:00 - 08/07/2024 20:00:00","BZN|ES","Hydro Run-of-river and poundage","838.00"
"08/07/2024 19:00:00 - 08/07/2024 20:00:00","BZN|ES","Hydro Water Reservoir","1046.00"
"08/07/2024 19:00:00 - 08/07/2024 20:00:00","BZN|ES","Marine","0.00"
"08/07/2024 19:00:00 - 08/07/2024 20:00:00","BZN|ES","Nuclear","6955.00"
"08/07/2024 19:00:00 - 08/07/2024 20:00:00","BZN|ES","Other","8.00"
"08/07/2024 19:00:00 - 08/07/2024 20:00:00","BZN|ES","Other renewable","78.00"
"08/07/2024 19:00:00 - 08/07/2024 20:00:00","BZN|ES","Solar","14696.00"
"08/07/2024 19:00:00 - 08/07/2024 20:00:00","BZN|ES","Energy storage","n/e"
"08/07/2024 19:00:00 - 08/07/2024 20:00:00","BZN|ES","Waste","238.00"
"08/07/2024 19:00:00 - 08/07/2024 20:00:00","BZN|ES","Wind Offshore","0.00"
"08/07/2024 19:00:00 - 08/07/2024 20:00:00","BZN|ES","Wind Onshore","8326.00"
"08/07/2024 20:00:00 - 08/07/2024 21:00:00","BZN|ES","Biomass","492.00"
"08/07/2024 20:00:00 - 08/07/2024 21:00:00","BZN|ES","Fossil Brown coal/Lignite","0.00"
"08/07/2024 20:00:00 - 08/07/2024 21:00:00","BZN|ES","Fossil Coal-derived gas","0.00"
"08/07/2024 20:00:00 - 08/07/2024 21:00:00","BZN|ES","Fossil Gas","5417.00"
"08/07/2024 20:00:00 - 08/07/2024 21:00:00","BZN|ES","Fossil Hard coal","305.00"
"08/07/2024 20:00:00 - 08/07/2024 21:00:00","BZN|ES","Fossil Oil","36.00"
"08/07/2024 20:00:00 - 08/07/2024 21:00:00","BZN|ES","Fossil Oil shale","0.00"
"08/07/2024 20:00:00 - 08/07/2024 21:00:00","BZN|ES","Fossil Peat","0.00"
"08/07/2024 20:00:00 - 08/07/2024 21:00:00","BZN|ES","Geothermal","0.00"
"08/07/2024 20:00:00 - 08/07/2024 21:00:00","BZN|ES","Hydro Pumped Storage","1465.00"
"08/07/2024 20:00:00 - 08/07/2024 21:00:00","BZN|ES","Hydro Run-of-river and poundage","937.00"
"08/07/2024 20:00:00 - 08/07/2024 21:00:00","BZN|ES","Hydro Water Reservoir","1583.00"
"08/07/2024 20:00:00 - 08/07/2024 21:00:00","BZN|ES","Marine","0.00"
"08/07/2024 20:00:00 - 08/07/2024 21:00:00","BZN|ES","Nuclear","6959.00"
"08/07/2024 20:00:00 - 08/07/2024 21:00:00","BZN|ES","Other","4.00"
"08/07/2024 20:00:00 - 08/07/2024 21:00:00","BZN|ES","Other renewable","80.00"
"08/07/2024 20:00:00 - 08/07/2024 21:00:00","BZN|ES","Solar","8715.00"
"08/07/2024 20:00:00 - 08/07/2024 21:00:00","BZN|ES","Energy storage","n/e"
"08/07/2024 20:00:00 - 08/07/2024 21:00:00","BZN|ES","Waste","240.00"
"08/07/2024 20:00:00 - 08/07/2024 21:00:00","BZN|ES","Wind Offshore","0.00"
"08/07/2024 20:00:00 - 08/07/2024 21:00:00","BZN|ES","Wind Onshore","8677.00"
"08/07/2024 21:00:00 - 08/07/2024 22:00:00","BZN|ES","Biomass","505.00"
"08/07/2024 21:00:00 - 08/07/2024 22:00:00","BZN|ES","Fossil Brown coal/Lignite","0.00"
"08/07/2024 21:00:00 - 08/07/2024 22:00:00","BZN|ES","Fossil Coal-derived gas","0.00"
"08/07/2024 21:00:00 - 08/07/2024 22:00:00","BZN|ES","Fossil Gas","6914.00"
"08/07/2024 21:00:00 - 08/07/2024 22:00:00","BZN|ES","Fossil Hard coal","308.00"
"08/07/2024 21:00:00 - 08/07/2024 22:00:00","BZN|ES","Fossil Oil","36.00"
"08/07/2024 21:00:00 - 08/07/2024 22:00:00","BZN|ES","Fossil Oil shale","0.00"
"08/07/2024 21:00:00 - 08/07/2024 22:00:00","BZN|ES","Fossil Peat","0.00"
"08/07/2024 21:00:00 - 08/07/2024 22:00:00","BZN|ES","Geothermal","0.00"
"08/07/2024 21:00:00 - 08/07/2024 22:00:00","BZN|ES","Hydro Pumped Storage","3326.00"
"08/07/2024 21:00:00 - 08/07/2024 22:00:00","BZN|ES","Hydro Run-of-river and poundage","1000.00"
"08/07/2024 21:00:00 - 08/07/2024 22:00:00","BZN|ES","Hydro Water Reservoir","3121.00"
"08/07/2024 21:00:00 - 08/07/2024 22:00:00","BZN|ES","Marine","0.00"
"08/07/2024 21:00:00 - 08/07/2024 22:00:00","BZN|ES","Nuclear","6965.00"
"08/07/2024 21:00:00 - 08/07/2024 22:00:00","BZN|ES","Other","7.00"
"08/07/2024 21:00:00 - 08/07/2024 22:00:00","BZN|ES","Other renewable","82.00"
"08/07/2024 21:00:00 - 08/07/2024 22:00:00","BZN|ES","Solar","2259.00"
"08/07/2024 21:00:00 - 08/07/2024 22:00:00","BZN|ES","Energy storage","n/e"
"08/07/2024 21:00:00 - 08/07/2024 22:00:00","BZN|ES","Waste","248.00"
"08/07/2024 21:00:00 - 08/07/2024 22:00:00","BZN|ES","Wind Offshore","0.00"
"08/07/2024 21:00:00 - 08/07/2024 22:00:00","BZN|ES","Wind Onshore","8107.00"
"08/07/2024 22:00:00 - 08/07/2024 23:00:00","BZN|ES","Biomass","509.00"
"08/07/2024 22:00:00 - 08/07/2024 23:00:00","BZN|ES","Fossil Brown coal/Lignite","0.00"
"08/07/2024 22:00:00 - 08/07/2024 23:00:00","BZN|ES","Fossil Coal-derived gas","0.00"
"08/07/2024 22:00:00 - 08/07/2024 23:00:00","BZN|ES","Fossil Gas","7073.00"
"08/07/2024 22:00:00 - 08/07/2024 23:00:00","BZN|ES","Fossil Hard coal","308.00"
"08/07/2024 22:00:00 - 08/07/2024 23:00:00","BZN|ES","Fossil Oil","36.00"
"08/07/2024 22:00:00 - 08/07/2024 23:00:00","BZN|ES","Fossil Oil shale","0.00"
"08/07/2024 22:00:00 - 08/07/2024 23:00:00","BZN|ES","Fossil Peat","0.00"
"08/07/2024 22:00:00 - 08/07/2024 23:00:00","BZN|ES","Geothermal","0.00"
"08/07/2024 22:00:00 - 08/07/2024 23:00:00","BZN|ES","Hydro Pumped Storage","3147.00"
"08/07/2024 22:00:00 - 08/07/2024 23:00:00","BZN|ES","Hydro Run-of-river and poundage","957.00"
"08/07/2024 22:00:00 - 08/07/2024 23:00:00","BZN|ES","Hydro Water Reservoir","3372.00"
"08/07/2024 22:00:00 - 08/07/2024 23:00:00","BZN|ES","Marine","0.00"
"08/07/2024 22:00:00 - 08/07/2024 23:00:00","BZN|ES","Nuclear","6970.00"
"08/07/2024 22:00:00 - 08/07/2024 23:00:00","BZN|ES","Other","10.00"
"08/07/2024 22:00:00 - 08/07/2024 23:00:00","BZN|ES","Other renewable","76.00"
"08/07/2024 22:00:00 - 08/07/2024 23:00:00","BZN|ES","Solar","786.00"
"08/07/2024 22:00:00 - 08/07/2024 23:00:00","BZN|ES","Energy storage","n/e"
"08/07/2024 22:00:00 - 08/07/2024 23:00:00","BZN|ES","Waste","247.00"
"08/07/2024 22:00:00 - 08/07/2024 23:00:00","BZN|ES","Wind Offshore","0.00"
"08/07/2024 22:00:00 - 08/07/2024 23:00:00","BZN|ES","Wind Onshore","8184.00"
"08/07/2024 23:00:00 - 09/07/2024 00:00:00","BZN|ES","Biomass","490.00"
"08/07/2024 23:00:00 - 09/07/2024 00:00:00","BZN|ES","Fossil Brown coal/Lignite","0.00"
"08/07/2024 23:00:00 - 09/07/2024 00:00:00","BZN|ES","Fossil Coal-derived gas","0.00"
"08/07/2024 23:00:00 - 09/07/2024 00:00:00","BZN|ES","Fossil Gas","6205.00"
"08/07/2024 23:00:00 - 09/07/2024 00:00:00","BZN|ES","Fossil Hard coal","308.00"
"08/07/2024 23:00:00 - 09/07/2024 00:00:00","BZN|ES","Fossil Oil","36.00"
"08/07/2024 23:00:00 - 09/07/2024 00:00:00","BZN|ES","Fossil Oil shale","0.00"
"08/07/2024 23:00:00 - 09/07/2024 00:00:00","BZN|ES","Fossil Peat","0.00"
"08/07/2024 23:00:00 - 09/07/2024 00:00:00","BZN|ES","Geothermal","0.00"
"08/07/2024 23:00:00 - 09/07/2024 00:00:00","BZN|ES","Hydro Pumped Storage","2520.00"
"08/07/2024 23:00:00 - 09/07/2024 00:00:00","BZN|ES","Hydro Run-of-river and poundage","917.00"
"08/07/2024 23:00:00 - 09/07/2024 00:00:00","BZN|ES","Hydro Water Reservoir","2572.00"
"08/07/2024 23:00:00 - 09/07/2024 00:00:00","BZN|ES","Marine","0.00"
"08/07/2024 23:00:00 - 09/07/2024 00:00:00","BZN|ES","Nuclear","6974.00"
"08/07/2024 23:00:00 - 09/07/2024 00:00:00","BZN|ES","Other","15.00"
"08/07/2024 23:00:00 - 09/07/2024 00:00:00","BZN|ES","Other renewable","79.00"
"08/07/2024 23:00:00 - 09/07/2024 00:00:00","BZN|ES","Solar","713.00"
"08/07/2024 23:00:00 - 09/07/2024 00:00:00","BZN|ES","Energy storage","n/e"
"08/07/2024 23:00:00 - 09/07/2024 00:00:00","BZN|ES","Waste","252.00"
