"MTU (CET/CEST)","Area","Production Type","Generation (MW)"
"01/01/2023 01:00:00 - 01/01/2023 02:00:00","BZN|ES","Hydro Water Reservoir","2431.00"
"01/01/2023 01:00:00 - 01/01/2023 02:00:00","BZN|ES","Marine","0.00"
"01/01/2023 01:00:00 - 01/01/2023 02:00:00","BZN|ES","Nuclear","6466.00"
"01/01/2023 01:00:00 - 01/01/2023 02:00:00","BZN|ES","Other","9.00"
"01/01/2023 01:00:00 - 01/01/2023 02:00:00","BZN|ES","Other renewable","77.00"
"01/01/2023 01:00:00 - 01/01/2023 02:00:00","BZN|ES","Solar","20.00"
"01/01/2023 01:00:00 - 01/01/2023 02:00:00","BZN|ES","Energy storage","n/e"
"01/01/2023 01:00:00 - 01/01/2023 02:00:00","BZN|ES","Waste","233.00"
"01/01/2023 01:00:00 - 01/01/2023 02:00:00","BZN|ES","Wind Offshore","0.00"
"01/01/2023 01:00:00 - 01/01/2023 02:00:00","BZN|ES","Wind Onshore","5747.00"
"01/01/2023 02:00:00 - 01/01/2023 03:00:00","BZN|ES","Biomass","148.00"
"01/01/2023 02:00:00 - 01/01/2023 03:00:00","BZN|ES","Fossil Brown coal/Lignite","0.00"
"01/01/2023 02:00:00 - 01/01/2023 03:00:00","BZN|ES","Fossil Coal-derived gas","0.00"
"01/01/2023 02:00:00 - 01/01/2023 03:00:00","BZN|ES","Fossil Gas","2909.00"
"01/01/2023 02:00:00 - 01/01/2023 03:00:00","BZN|ES","Fossil Hard coal","434.00"
"01/01/2023 02:00:00 - 01/01/2023 03:00:00","BZN|ES","Fossil Oil","40.00"
"01/01/2023 02:00:00 - 01/01/2023 03:00:00","BZN|ES","Fossil Oil shale","0.00"
"01/01/2023 02:00:00 - 01/01/2023 03:00:00","BZN|ES","Fossil Peat","0.00"
"01/01/2023 02:00:00 - 01/01/2023 03:00:00","BZN|ES","Geothermal","0.00"
"01/01/2023 02:00:00 - 01/01/2023 03:00:00","BZN|ES","Hydro Pumped Storage","66.00"
"01/01/2023 02:00:00 - 01/01/2023 03:00:00","BZN|ES","Hydro Run-of-river and poundage","922.00"
"01/01/2023 02:00:00 - 01/01/2023 03:00:00","BZN|ES","Hydro Water Reservoir","2278.00"
"01/01/2023 02:00:00 - 01/01/2023 03:00:00","BZN|ES","Marine","0.00"
"01/01/2023 02:00:00 - 01/01/2023 03:00:00","BZN|ES","Nuclear","6469.00"
"01/01/2023 02:00:00 - 01/01/2023 03:00:00","BZN|ES","Other","9.00"
"01/01/2023 02:00:00 - 01/01/2023 03:00:00","BZN|ES","Other renewable","75.00"
"01/01/2023 02:00:00 - 01/01/2023 03:00:00","BZN|ES","Solar","20.00"
"01/01/2023 02:00:00 - 01/01/2023 03:00:00","BZN|ES","Energy storage","n/e"
"01/01/2023 02:00:00 - 01/01/2023 03:00:00","BZN|ES","Waste","237.00"
"01/01/2023 02:00:00 - 01/01/2023 03:00:00","BZN|ES","Wind Offshore","0.00"
"01/01/2023 02:00:00 - 01/01/2023 03:00:00","BZN|ES","Wind Onshore","5578.00"
"01/01/2023 03:00:00 - 01/01/2023 04:00:00","BZN|ES","Biomass","164.00"
"01/01/2023 03:00:00 - 01/01/2023 04:00:00","BZN|ES","Fossil Brown coal/Lignite","0.00"
"01/01/2023 03:00:00 - 01/01/2023 04:00:00","BZN|ES","Fossil Coal-derived gas","0.00"
"01/01/2023 03:00:00 - 01/01/2023 04:00:00","BZN|ES","Fossil Gas","2745.00"
"01/01/2023 03:00:00 - 01/01/2023 04:00:00","BZN|ES","Fossil Hard coal","432.00"
"01/01/2023 03:00:00 - 01/01/2023 04:00:00","BZN|ES","Fossil Oil","40.00"
"01/01/2023 03:00:00 - 01/01/2023 04:00:00","BZN|ES","Fossil Oil shale","0.00"
"01/01/2023 03:00:00 - 01/01/2023 04:00:00","BZN|ES","Fossil Peat","0.00"
"01/01/2023 03:00:00 - 01/01/2023 04:00:00","BZN|ES","Geothermal","0.00"
"01/01/2023 03:00:00 - 01/01/2023 04:00:00","BZN|ES","Hydro Pumped Storage","80.00"
"01/01/2023 03:00:00 - 01/01/2023 04:00:00","BZN|ES","Hydro Run-of-river and poundage","907.00"
"01/01/2023 03:00:00 - 01/01/2023 04:00:00","BZN|ES","Hydro Water Reservoir","1927.00"
"01/01/2023 03:00:00 - 01/01/2023 04:00:00","BZN|ES","Marine","0.00"
"01/01/2023 03:00:00 - 01/01/2023 04:00:00","BZN|ES","Nuclear","6469.00"
"01/01/2023 03:00:00 - 01/01/2023 04:00:00","BZN|ES","Other","11.00"
"01/01/2023 03:00:00 - 01/01/2023 04:00:00","BZN|ES","Other renewable","76.00"
"01/01/2023 03:00:00 - 01/01/2023 04:00:00","BZN|ES","Solar","20.00"
"01/01/2023 03:00:00 - 01/01/2023 04:00:00","BZN|ES","Energy storage","n/e"
"01/01/2023 03:00:00 - 01/01/2023 04:00:00","BZN|ES","Waste","233.00"
"01/01/2023 03:00:00 - 01/01/2023 04:00:00","BZN|ES","Wind Offshore","0.00"
"01/01/2023 03:00:00 - 01/01/2023 04:00:00","BZN|ES","Wind Onshore","5400.00"
"01/01/2023 04:00:00 - 01/01/2023 05:00:00","BZN|ES","Biomass","177.00"
"01/01/2023 04:00:00 - 01/01/2023 05:00:00","BZN|ES","Fossil Brown coal/Lignite","0.00"
"01/01/2023 04:00:00 - 01/01/2023 05:00:00","BZN|ES","Fossil Coal-derived gas","0.00"
"01/01/2023 04:00:00 - 01/01/2023 05:00:00","BZN|ES","Fossil Gas","2668.00"
"01/01/2023 04:00:00 - 01/01/2023 05:00:00","BZN|ES","Fossil Hard coal","432.00"
"01/01/2023 04:00:00 - 01/01/2023 05:00:00","BZN|ES","Fossil Oil","40.00"
"01/01/2023 04:00:00 - 01/01/2023 05:00:00","BZN|ES","Fossil Oil shale","0.00"
"01/01/2023 04:00:00 - 01/01/2023 05:00:00","BZN|ES","Fossil Peat","0.00"
"01/01/2023 04:00:00 - 01/01/2023 05:00:00","BZN|ES","Geothermal","0.00"
"01/01/2023 04:00:00 - 01/01/2023 05:00:00","BZN|ES","Hydro Pumped Storage","0.00"
"01/01/2023 04:00:00 - 01/01/2023 05:00:00","BZN|ES","Hydro Run-of-river and poundage","916.00"
"01/01/2023 04:00:00 - 01/01/2023 05:00:00","BZN|ES","Hydro Water Reservoir","1792.00"
"01/01/2023 04:00:00 - 01/01/2023 05:00:00","BZN|ES","Marine","0.00"
"01/01/2023 04:00:00 - 01/01/2023 05:00:00","BZN|ES","Nuclear","6468.00"
"01/01/2023 04:00:00 - 01/01/2023 05:00:00","BZN|ES","Other","10.00"
"01/01/2023 04:00:00 - 01/01/2023 05:00:00","BZN|ES","Other renewable","75.00"
"01/01/2023 04:00:00 - 01/01/2023 05:00:00","BZN|ES","Solar","20.00"
"01/01/2023 04:00:00 - 01/01/2023 05:00:00","BZN|ES","Energy storage","n/e"
"01/01/2023 04:00:00 - 01/01/2023 05:00:00","BZN|ES","Waste","235.00"
"01/01/2023 04:00:00 - 01/01/2023 05:00:00","BZN|ES","Wind Offshore","0.00"
"01/01/2023 04:00:00 - 01/01/2023 05:00:00","BZN|ES","Wind Onshore","4766.00"
"01/01/2023 05:00:00 - 01/01/2023 06:00:00","BZN|ES","Biomass","176.00"
"01/01/2023 05:00:00 - 01/01/2023 06:00:00","BZN|ES","Fossil Brown coal/Lignite","0.00"
"01/01/2023 05:00:00 - 01/01/2023 06:00:00","BZN|ES","Fossil Coal-derived gas","0.00"
"01/01/2023 05:00:00 - 01/01/2023 06:00:00","BZN|ES","Fossil Gas","2579.00"
"01/01/2023 05:00:00 - 01/01/2023 06:00:00","BZN|ES","Fossil Hard coal","431.00"
"01/01/2023 05:00:00 - 01/01/2023 06:00:00","BZN|ES","Fossil Oil","40.00"
"01/01/2023 05:00:00 - 01/01/2023 06:00:00","BZN|ES","Fossil Oil shale","0.00"
"01/01/2023 05:00:00 - 01/01/2023 06:00:00","BZN|ES","Fossil Peat","0.00"
"01/01/2023 05:00:00 - 01/01/2023 06:00:00","BZN|ES","Geothermal","0.00"
"01/01/2023 05:00:00 - 01/01/2023 06:00:00","BZN|ES","Hydro Pumped Storage","40.00"
"01/01/2023 05:00:00 - 01/01/2023 06:00:00","BZN|ES","Hydro Run-of-river and poundage","901.00"
"01/01/2023 05:00:00 - 01/01/2023 06:00:00","BZN|ES","Hydro Water Reservoir","1772.00"
"01/01/2023 05:00:00 - 01/01/2023 06:00:00","BZN|ES","Marine","0.00"
"01/01/2023 05:00:00 - 01/01/2023 06:00:00","BZN|ES","Nuclear","6468.00"
"01/01/2023 05:00:00 - 01/01/2023 06:00:00","BZN|ES","Other","10.00"
"01/01/2023 05:00:00 - 01/01/2023 06:00:00","BZN|ES","Other renewable","72.00"
"01/01/2023 05:00:00 - 01/01/2023 06:00:00","BZN|ES","Solar","17.00"
"01/01/2023 05:00:00 - 01/01/2023 06:00:00","BZN|ES","Energy storage","n/e"
"01/01/2023 05:00:00 - 01/01/2023 06:00:00","BZN|ES","Waste","235.00"
"01/01/2023 05:00:00 - 01/01/2023 06:00:00","BZN|ES","Wind Offshore","0.00"
"01/01/2023 05:00:00 - 01/01/2023 06:00:00","BZN|ES","Wind Onshore","4414.00"
"01/01/2023 06:00:00 - 01/01/2023 07:00:00","BZN|ES","Biomass","172.00"
"01/01/2023 06:00:00 - 01/01/2023 07:00:00","BZN|ES","Fossil Brown coal/Lignite","0.00"
"01/01/2023 06:00:00 - 01/01/2023 07:00:00","BZN|ES","Fossil Coal-derived gas","0.00"
"01/01/2023 06:00:00 - 01/01/2023 07:00:00","BZN|ES","Fossil Gas","2501.00"
"01/01/2023 06:00:00 - 01/01/2023 07:00:00","BZN|ES","Fossil Hard coal","432.00"
"01/01/2023 06:00:00 - 01/01/2023 07:00:00","BZN|ES","Fossil Oil","39.00"
"01/01/2023 06:00:00 - 01/01/2023 07:00:00","BZN|ES","Fossil Oil shale","0.00"
"01/01/2023 06:00:00 - 01/01/2023 07:00:00","BZN|ES","Fossil Peat","0.00"
"01/01/2023 06:00:00 - 01/01/2023 07:00:00","BZN|ES","Geothermal","0.00"
"01/01/2023 06:00:00 - 01/01/2023 07:00:00","BZN|ES","Hydro Pumped Storage","73.00"
"01/01/2023 06:00:00 - 01/01/2023 07:00:00","BZN|ES","Hydro Run-of-river and poundage","882.00"
"01/01/2023 06:00:00 - 01/01/2023 07:00:00","BZN|ES","Hydro Water Reservoir","1692.00"
"01/01/2023 06:00:00 - 01/01/2023 07:00:00","BZN|ES","Marine","0.00"
"01/01/2023 06:00:00 - 01/01/2023 07:00:00","BZN|ES","Nuclear","6468.00"
"01/01/2023 06:00:00 - 01/01/2023 07:00:00","BZN|ES","Other","12.00"
"01/01/2023 06:00:00 - 01/01/2023 07:00:00","BZN|ES","Other renewable","69.00"
"01/01/2023 06:00:00 - 01/01/2023 07:00:00","BZN|ES","Solar","16.00"
"01/01/2023 06:00:00 - 01/01/2023 07:00:00","BZN|ES","Energy storage","n/e"
"01/01/2023 06:00:00 - 01/01/2023 07:00:00","BZN|ES","Waste","229.00"
"01/01/2023 06:00:00 - 01/01/2023 07:00:00","BZN|ES","Wind Offshore","0.00"
"01/01/2023 06:00:00 - 01/01/2023 07:00:00","BZN|ES","Wind Onshore","4489.00"
"01/01/2023 07:00:00 - 01/01/2023 08:00:00","BZN|ES","Biomass","164.00"
"01/01/2023 07:00:00 - 01/01/2023 08:00:00","BZN|ES","Fossil Brown coal/Lignite","0.00"
"01/01/2023 07:00:00 - 01/01/2023 08:00:00","BZN|ES","Fossil Coal-derived gas","0.00"
"01/01/2023 07:00:00 - 01/01/2023 08:00:00","BZN|ES","Fossil Gas","2494.00"
"01/01/2023 07:00:00 - 01/01/2023 08:00:00","BZN|ES","Fossil Hard coal","432.00"
"01/01/2023 07:00:00 - 01/01/2023 08:00:00","BZN|ES","Fossil Oil","40.00"
"01/01/2023 07:00:00 - 01/01/2023 08:00:00","BZN|ES","Fossil Oil shale","0.00"
"01/01/2023 07:00:00 - 01/01/2023 08:00:00","BZN|ES","Fossil Peat","0.00"
"01/01/2023 07:00:00 - 01/01/2023 08:00:00","BZN|ES","Geothermal","0.00"
"01/01/2023 07:00:00 - 01/01/2023 08:00:00","BZN|ES","Hydro Pumped Storage","72.00"
"01/01/2023 07:00:00 - 01/01/2023 08:00:00","BZN|ES","Hydro Run-of-river and poundage","879.00"
"01/01/2023 07:00:00 - 01/01/2023 08:00:00","BZN|ES","Hydro Water Reservoir","1931.00"
"01/01/2023 07:00:00 - 01/01/2023 08:00:00","BZN|ES","Marine","0.00"
"01/01/2023 07:00:00 - 01/01/2023 08:00:00","BZN|ES","Nuclear","6468.00"
"01/01/2023 07:00:00 - 01/01/2023 08:00:00","BZN|ES","Other","12.00"
"01/01/2023 07:00:00 - 01/01/2023 08:00:00","BZN|ES","Other renewable","72.00"
"01/01/2023 07:00:00 - 01/01/2023 08:00:00","BZN|ES","Solar","16.00"
"01/01/2023 07:00:00 - 01/01/2023 08:00:00","BZN|ES","Energy storage","n/e"
"01/01/2023 07:00:00 - 01/01/2023 08:00:00","BZN|ES","Waste","228.00"
"01/01/2023 07:00:00 - 01/01/2023 08:00:00","BZN|ES","Wind Offshore","0.00"
"01/01/2023 07:00:00 - 01/01/2023 08:00:00","BZN|ES","Wind Onshore","4783.00"
"01/01/2023 08:00:00 - 01/01/2023 09:00:00","BZN|ES","Biomass","171.00"
"01/01/2023 08:00:00 - 01/01/2023 09:00:00","BZN|ES","Fossil Brown coal/Lignite","0.00"
"01/01/2023 08:00:00 - 01/01/2023 09:00:00","BZN|ES","Fossil Coal-derived gas","0.00"
"01/01/2023 08:00:00 - 01/01/2023 09:00:00","BZN|ES","Fossil Gas","2553.00"
"01/01/2023 08:00:00 - 01/01/2023 09:00:00","BZN|ES","Fossil Hard coal","431.00"
"01/01/2023 08:00:00 - 01/01/2023 09:00:00","BZN|ES","Fossil Oil","40.00"
"01/01/2023 08:00:00 - 01/01/2023 09:00:00","BZN|ES","Fossil Oil shale","0.00"
"01/01/2023 08:00:00 - 01/01/2023 09:00:00","BZN|ES","Fossil Peat","0.00"
"01/01/2023 08:00:00 - 01/01/2023 09:00:00","BZN|ES","Geothermal","0.00"
"01/01/2023 08:00:00 - 01/01/2023 09:00:00","BZN|ES","Hydro Pumped Storage","92.00"
"01/01/2023 08:00:00 - 01/01/2023 09:00:00","BZN|ES","Hydro Run-of-river and poundage","871.00"
"01/01/2023 08:00:00 - 01/01/2023 09:00:00","BZN|ES","Hydro Water Reservoir","2073.00"
"01/01/2023 08:00:00 - 01/01/2023 09:00:00","BZN|ES","Marine","0.00"
"01/01/2023 08:00:00 - 01/01/2023 09:00:00","BZN|ES","Nuclear","6468.00"
"01/01/2023 08:00:00 - 01/01/2023 09:00:00","BZN|ES","Other","12.00"
"01/01/2023 08:00:00 - 01/01/2023 09:00:00","BZN|ES","Other renewable","69.00"
"01/01/2023 08:00:00 - 01/01/2023 09:00:00","BZN|ES","Solar","25.00"
"01/01/2023 08:00:00 - 01/01/2023 09:00:00","BZN|ES","Energy storage","n/e"
"01/01/2023 08:00:00 - 01/01/2023 09:00:00","BZN|ES","Waste","231.00"
"01/01/2023 08:00:00 - 01/01/2023 09:00:00","BZN|ES","Wind Offshore","0.00"
"01/01/2023 08:00:00 - 01/01/2023 09:00:00","BZN|ES","Wind Onshore","4456.00"
"01/01/2023 09:00:00 - 01/01/2023 10:00:00","BZN|ES","Biomass","174.00"
"01/01/2023 09:00:00 - 01/01/2023 10:00:00","BZN|ES","Fossil Brown coal/Lignite","0.00"
"01/01/2023 09:00:00 - 01/01/2023 10:00:00","BZN|ES","Fossil Coal-derived gas","0.00"
"01/01/2023 09:00:00 - 01/01/2023 10:00:00","BZN|ES","Fossil Gas","2632.00"
"01/01/2023 09:00:00 - 01/01/2023 10:00:00","BZN|ES","Fossil Hard coal","448.00"
"01/01/2023 09:00:00 - 01/01/2023 10:00:00","BZN|ES","Fossil Oil","39.00"
"01/01/2023 09:00:00 - 01/01/2023 10:00:00","BZN|ES","Fossil Oil shale","0.00"
"01/01/2023 09:00:00 - 01/01/2023 10:00:00","BZN|ES","Fossil Peat","0.00"
"01/01/2023 09:00:00 - 01/01/2023 10:00:00","BZN|ES","Geothermal","0.00"
"01/01/2023 09:00:00 - 01/01/2023 10:00:00","BZN|ES","Hydro Pumped Storage","10.00"
"01/01/2023 09:00:00 - 01/01/2023 10:00:00","BZN|ES","Hydro Run-of-river and poundage","862.00"
"01/01/2023 09:00:00 - 01/01/2023 10:00:00","BZN|ES","Hydro Water Reservoir","2364.00"
"01/01/2023 09:00:00 - 01/01/2023 10:00:00","BZN|ES","Marine","0.00"
"01/01/2023 09:00:00 - 01/01/2023 10:00:00","BZN|ES","Nuclear","6468.00"
"01/01/2023 09:00:00 - 01/01/2023 10:00:00","BZN|ES","Other","13.00"
"01/01/2023 09:00:00 - 01/01/2023 10:00:00","BZN|ES","Other renewable","69.00"
"01/01/2023 09:00:00 - 01/01/2023 10:00:00","BZN|ES","Solar","543.00"
"01/01/2023 09:00:00 - 01/01/2023 10:00:00","BZN|ES","Energy storage","n/e"
"01/01/2023 09:00:00 - 01/01/2023 10:00:00","BZN|ES","Waste","210.00"
"01/01/2023 09:00:00 - 01/01/2023 10:00:00","BZN|ES","Wind Offshore","0.00"
"01/01/2023 09:00:00 - 01/01/2023 10:00:00","BZN|ES","Wind Onshore","4116.00"
"01/01/2023 10:00:00 - 01/01/2023 11:00:00","BZN|ES","Biomass","173.00"
"01/01/2023 10:00:00 - 01/01/2023 11:00:00","BZN|ES","Fossil Brown coal/Lignite","0.00"
"01/01/2023 10:00:00 - 01/01/2023 11:00:00","BZN|ES","Fossil Coal-derived gas","0.00"
"01/01/2023 10:00:00 - 01/01/2023 11:00:00","BZN|ES","Fossil Gas","2610.00"
"01/01/2023 10:00:00 - 01/01/2023 11:00:00","BZN|ES","Fossil Hard coal","460.00"
"01/01/2023 10:00:00 - 01/01/2023 11:00:00","BZN|ES","Fossil Oil","28.00"
"01/01/2023 10:00:00 - 01/01/2023 11:00:00","BZN|ES","Fossil Oil shale","0.00"
"01/01/2023 10:00:00 - 01/01/2023 11:00:00","BZN|ES","Fossil Peat","0.00"
"01/01/2023 10:00:00 - 01/01/2023 11:00:00","BZN|ES","Geothermal","0.00"
"01/01/2023 10:00:00 - 01/01/2023 11:00:00","BZN|ES","Hydro Pumped Storage","0.00"
"01/01/2023 10:00:00 - 01/01/2023 11:00:00","BZN|ES","Hydro Run-of-river and poundage","874.00"
"01/01/2023 10:00:00 - 01/01/2023 11:00:00","BZN|ES","Hydro Water Reservoir","2413.00"
"01/01/2023 10:00:00 - 01/01/2023 11:00:00","BZN|ES","Marine","0.00"
"01/01/2023 10:00:00 - 01/01/2023 11:00:00","BZN|ES","Nuclear","6468.00"
"01/01/2023 10:00:00 - 01/01/2023 11:00:00","BZN|ES","Other","14.00"
"01/01/2023 10:00:00 - 01/01/2023 11:00:00","BZN|ES","Other renewable","72.00"
"01/01/2023 10:00:00 - 01/01/2023 11:00:00","BZN|ES","Solar","2128.00"
"01/01/2023 10:00:00 - 01/01/2023 11:00:00","BZN|ES","Energy storage","n/e"
"01/01/2023 10:00:00 - 01/01/2023 11:00:00","BZN|ES","Waste","203.00"
"01/01/2023 10:00:00 - 01/01/2023 11:00:00","BZN|ES","Wind Offshore","0.00"
"01/01/2023 10:00:00 - 01/01/2023 11:00:00","BZN|ES","Wind Onshore","4910.00"
"01/01/2023 11:00:00 - 01/01/2023 12:00:00","BZN|ES","Biomass","170.00"
"01/01/2023 11:00:00 - 01/01/2023 12:00:00","BZN|ES","Fossil Brown coal/Lignite","0.00"
"01/01/2023 11:00:00 - 01/01/2023 12:00:00","BZN|ES","Fossil Coal-derived gas","0.00"
"01/01/2023 11:00:00 - 01/01/2023 12:00:00","BZN|ES","Fossil Gas","2865.00"
"01/01/2023 11:00:00 - 01/01/2023 12:00:00","BZN|ES","Fossil Hard coal","511.00"
"01/01/2023 11:00:00 - 01/01/2023 12:00:00","BZN|ES","Fossil Oil","33.00"
"01/01/2023 11:00:00 - 01/01/2023 12:00:00","BZN|ES","Fossil Oil shale","0.00"
"01/01/2023 11:00:00 - 01/01/2023 12:00:00","BZN|ES","Fossil Peat","0.00"
"01/01/2023 11:00:00 - 01/01/2023 12:00:00","BZN|ES","Geothermal","0.00"
"01/01/2023 11:00:00 - 01/01/2023 12:00:00","BZN|ES","Hydro Pumped Storage","83.00"
"01/01/2023 11:00:00 - 01/01/2023 12:00:00","BZN|ES","Hydro Run-of-river and poundage","945.00"
"01/01/2023 11:00:00 - 01/01/2023 12:00:00","BZN|ES","Hydro Water Reservoir","2341.00"
"01/01/2023 11:00:00 - 01/01/2023 12:00:00","BZN|ES","Marine","0.00"
"01/01/2023 11:00:00 - 01/01/2023 12:00:00","BZN|ES","Nuclear","6464.00"
"01/01/2023 11:00:00 - 01/01/2023 12:00:00","BZN|ES","Other","12.00"
"01/01/2023 11:00:00 - 01/01/2023 12:00:00","BZN|ES","Other renewable","75.00"
"01/01/2023 11:00:00 - 01/01/2023 12:00:00","BZN|ES","Solar","3702.00"
"01/01/2023 11:00:00 - 01/01/2023 12:00:00","BZN|ES","Energy storage","n/e"
"01/01/2023 11:00:00 - 01/01/2023 12:00:00","BZN|ES","Waste","225.00"
"01/01/2023 11:00:00 - 01/01/2023 12:00:00","BZN|ES","Wind Offshore","0.00"
"01/01/2023 11:00:00 - 01/01/2023 12:00:00","BZN|ES","Wind Onshore","5711.00"
"01/01/2023 12:00:00 - 01/01/2023 13:00:00","BZN|ES","Biomass","164.00"
"01/01/2023 12:00:00 - 01/01/2023 13:00:00","BZN|ES","Fossil Brown coal/Lignite","0.00"
"01/01/2023 12:00:00 - 01/01/2023 13:00:00","BZN|ES","Fossil Coal-derived gas","0.00"
"01/01/2023 12:00:00 - 01/01/2023 13:00:00","BZN|ES","Fossil Gas","2831.00"
"01/01/2023 12:00:00 - 01/01/2023 13:00:00","BZN|ES","Fossil Hard coal","501.00"
"01/01/2023 12:00:00 - 01/01/2023 13:00:00","BZN|ES","Fossil Oil","41.00"
"01/01/2023 12:00:00 - 01/01/2023 13:00:00","BZN|ES","Fossil Oil shale","0.00"
"01/01/2023 12:00:00 - 01/01/2023 13:00:00","BZN|ES","Fossil Peat","0.00"
"01/01/2023 12:00:00 - 01/01/2023 13:00:00","BZN|ES","Geothermal","0.00"
"01/01/2023 12:00:00 - 01/01/2023 13:00:00","BZN|ES","Hydro Pumped Storage","154.00"
"01/01/2023 12:00:00 - 01/01/2023 13:00:00","BZN|ES","Hydro Run-of-river and poundage","914.00"
"01/01/2023 12:00:00 - 01/01/2023 13:00:00","BZN|ES","Hydro Water Reservoir","2248.00"
"01/01/2023 12:00:00 - 01/01/2023 13:00:00","BZN|ES","Marine","0.00"
"01/01/2023 12:00:00 - 01/01/2023 13:00:00","BZN|ES","Nuclear","6467.00"
"01/01/2023 12:00:00 - 01/01/2023 13:00:00","BZN|ES","Other","12.00"
"01/01/2023 12:00:00 - 01/01/2023 13:00:00","BZN|ES","Other renewable","77.00"
"01/01/2023 12:00:00 - 01/01/2023 13:00:00","BZN|ES","Solar","4471.00"
"01/01/2023 12:00:00 - 01/01/2023 13:00:00","BZN|ES","Energy storage","n/e"
"01/01/2023 12:00:00 - 01/01/2023 13:00:00","BZN|ES","Waste","226.00"
"01/01/2023 12:00:00 - 01/01/2023 13:00:00","BZN|ES","Wind Offshore","0.00"
"01/01/2023 12:00:00 - 01/01/2023 13:00:00","BZN|ES","Wind Onshore","6070.00"
"01/01/2023 13:00:00 - 01/01/2023 14:00:00","BZN|ES","Biomass","164.00"
"01/01/2023 13:00:00 - 01/01/2023 14:00:00","BZN|ES","Fossil Brown coal/Lignite","0.00"
"01/01/2023 13:00:00 - 01/01/2023 14:00:00","BZN|ES","Fossil Coal-derived gas","0.00"
"01/01/2023 13:00:00 - 01/01/2023 14:00:00","BZN|ES","Fossil Gas","2658.00"
"01/01/2023 13:00:00 - 01/01/2023 14:00:00","BZN|ES","Fossil Hard coal","514.00"
"01/01/2023 13:00:00 - 01/01/2023 14:00:00","BZN|ES","Fossil Oil","43.00"
"01/01/2023 13:00:00 - 01/01/2023 14:00:00","BZN|ES","Fossil Oil shale","0.00"
"01/01/2023 13:00:00 - 01/01/2023 14:00:00","BZN|ES","Fossil Peat","0.00"
"01/01/2023 13:00:00 - 01/01/2023 14:00:00","BZN|ES","Geothermal","0.00"
