"MTU (CET/CEST)","Area","Production Type","Generation (MW)"
"01/01/2021 01:00:00 - 01/01/2021 02:00:00","BZN|ES","Fossil Brown coal/Lignite","0.00"
"01/01/2021 01:00:00 - 01/01/2021 02:00:00","BZN|ES","Fossil Coal-derived gas","0.00"
"01/01/2021 01:00:00 - 01/01/2021 02:00:00","BZN|ES","Fossil Gas","4546.00"
"01/01/2021 01:00:00 - 01/01/2021 02:00:00","BZN|ES","Fossil Hard coal","261.00"
"01/01/2021 01:00:00 - 01/01/2021 02:00:00","BZN|ES","Fossil Oil","78.00"
"01/01/2021 01:00:00 - 01/01/2021 02:00:00","BZN|ES","Fossil Oil shale","0.00"
"01/01/2021 01:00:00 - 01/01/2021 02:00:00","BZN|ES","Fossil Peat","0.00"
"01/01/2021 01:00:00 - 01/01/2021 02:00:00","BZN|ES","Geothermal","0.00"
"01/01/2021 01:00:00 - 01/01/2021 02:00:00","BZN|ES","Hydro Pumped Storage"," "
"01/01/2021 01:00:00 - 01/01/2021 02:00:00","BZN|ES","Hydro Run-of-river and poundage","1468.00"
"01/01/2021 01:00:00 - 01/01/2021 02:00:00","BZN|ES","Hydro Water Reservoir","4300.00"
"01/01/2021 01:00:00 - 01/01/2021 02:00:00","BZN|ES","Marine","0.00"
"01/01/2021 01:00:00 - 01/01/2021 02:00:00","BZN|ES","Nuclear","7117.00"
"01/01/2021 01:00:00 - 01/01/2021 02:00:00","BZN|ES","Other renewable","96.00"
"01/01/2021 01:00:00 - 01/01/2021 02:00:00","BZN|ES","Solar","9.00"
"01/01/2021 01:00:00 - 01/01/2021 02:00:00","BZN|ES","Waste","220.00"
"01/01/2021 01:00:00 - 01/01/2021 02:00:00","BZN|ES","Wind Offshore","0.00"
"01/01/2021 01:00:00 - 01/01/2021 02:00:00","BZN|ES","Wind Onshore","7001.00"
"01/01/2021 01:00:00 - 01/01/2021 02:00:00","BZN|ES","Other","54.00"
"01/01/2021 01:00:00 - 01/01/2021 02:00:00","BZN|ES","Energy storage","n/e"
"01/01/2021 02:00:00 - 01/01/2021 03:00:00","BZN|ES","Biomass","498.00"
"01/01/2021 02:00:00 - 01/01/2021 03:00:00","BZN|ES","Fossil Brown coal/Lignite","0.00"
"01/01/2021 02:00:00 - 01/01/2021 03:00:00","BZN|ES","Fossil Coal-derived gas","0.00"
"01/01/2021 02:00:00 - 01/01/2021 03:00:00","BZN|ES","Fossil Gas","4117.00"
"01/01/2021 02:00:00 - 01/01/2021 03:00:00","BZN|ES","Fossil Hard coal","260.00"
"01/01/2021 02:00:00 - 01/01/2021 03:00:00","BZN|ES","Fossil Oil","78.00"
"01/01/2021 02:00:00 - 01/01/2021 03:00:00","BZN|ES","Fossil Oil shale","0.00"
"01/01/2021 02:00:00 - 01/01/2021 03:00:00","BZN|ES","Fossil Peat","0.00"
"01/01/2021 02:00:00 - 01/01/2021 03:00:00","BZN|ES","Geothermal","0.00"
"01/01/2021 02:00:00 - 01/01/2021 03:00:00","BZN|ES","Hydro Pumped Storage"," "
"01/01/2021 02:00:00 - 01/01/2021 03:00:00","BZN|ES","Hydro Run-of-river and poundage","1447.00"
"01/01/2021 02:00:00 - 01/01/2021 03:00:00","BZN|ES","Hydro Water Reservoir","3231.00"
"01/01/2021 02:00:00 - 01/01/2021 03:00:00","BZN|ES","Marine","0.00"
"01/01/2021 02:00:00 - 01/01/2021 03:00:00","BZN|ES","Nuclear","7118.00"
"01/01/2021 02:00:00 - 01/01/2021 03:00:00","BZN|ES","Other renewable","95.00"
"01/01/2021 02:00:00 - 01/01/2021 03:00:00","BZN|ES","Solar","10.00"
"01/01/2021 02:00:00 - 01/01/2021 03:00:00","BZN|ES","Waste","222.00"
"01/01/2021 02:00:00 - 01/01/2021 03:00:00","BZN|ES","Wind Offshore","0.00"
"01/01/2021 02:00:00 - 01/01/2021 03:00:00","BZN|ES","Wind Onshore","7256.00"
"01/01/2021 02:00:00 - 01/01/2021 03:00:00","BZN|ES","Other","55.00"
"01/01/2021 02:00:00 - 01/01/2021 03:00:00","BZN|ES","Energy storage","n/e"
"01/01/2021 03:00:00 - 01/01/2021 04:00:00","BZN|ES","Biomass","496.00"
"01/01/2021 03:00:00 - 01/01/2021 04:00:00","BZN|ES","Fossil Brown coal/Lignite","0.00"
"01/01/2021 03:00:00 - 01/01/2021 04:00:00","BZN|ES","Fossil Coal-derived gas","0.00"
"01/01/2021 03:00:00 - 01/01/2021 04:00:00","BZN|ES","Fossil Gas","3781.00"
"01/01/2021 03:00:00 - 01/01/2021 04:00:00","BZN|ES","Fossil Hard coal","259.00"
"01/01/2021 03:00:00 - 01/01/2021 04:00:00","BZN|ES","Fossil Oil","78.00"
"01/01/2021 03:00:00 - 01/01/2021 04:00:00","BZN|ES","Fossil Oil shale","0.00"
"01/01/2021 03:00:00 - 01/01/2021 04:00:00","BZN|ES","Fossil Peat","0.00"
"01/01/2021 03:00:00 - 01/01/2021 04:00:00","BZN|ES","Geothermal","0.00"
"01/01/2021 03:00:00 - 01/01/2021 04:00:00","BZN|ES","Hydro Pumped Storage"," "
"01/01/2021 03:00:00 - 01/01/2021 04:00:00","BZN|ES","Hydro Run-of-river and poundage","1418.00"
"01/01/2021 03:00:00 - 01/01/2021 04:00:00","BZN|ES","Hydro Water Reservoir","2386.00"
"01/01/2021 03:00:00 - 01/01/2021 04:00:00","BZN|ES","Marine","0.00"
"01/01/2021 03:00:00 - 01/01/2021 04:00:00","BZN|ES","Nuclear","7118.00"
"01/01/2021 03:00:00 - 01/01/2021 04:00:00","BZN|ES","Other renewable","94.00"
"01/01/2021 03:00:00 - 01/01/2021 04:00:00","BZN|ES","Solar","9.00"
"01/01/2021 03:00:00 - 01/01/2021 04:00:00","BZN|ES","Waste","222.00"
"01/01/2021 03:00:00 - 01/01/2021 04:00:00","BZN|ES","Wind Offshore","0.00"
"01/01/2021 03:00:00 - 01/01/2021 04:00:00","BZN|ES","Wind Onshore","7951.00"
"01/01/2021 03:00:00 - 01/01/2021 04:00:00","BZN|ES","Other","55.00"
"01/01/2021 03:00:00 - 01/01/2021 04:00:00","BZN|ES","Energy storage","n/e"
"01/01/2021 04:00:00 - 01/01/2021 05:00:00","BZN|ES","Biomass","496.00"
"01/01/2021 04:00:00 - 01/01/2021 05:00:00","BZN|ES","Fossil Brown coal/Lignite","0.00"
"01/01/2021 04:00:00 - 01/01/2021 05:00:00","BZN|ES","Fossil Coal-derived gas","0.00"
"01/01/2021 04:00:00 - 01/01/2021 05:00:00","BZN|ES","Fossil Gas","3734.00"
"01/01/2021 04:00:00 - 01/01/2021 05:00:00","BZN|ES","Fossil Hard coal","259.00"
"01/01/2021 04:00:00 - 01/01/2021 05:00:00","BZN|ES","Fossil Oil","78.00"
"01/01/2021 04:00:00 - 01/01/2021 05:00:00","BZN|ES","Fossil Oil shale","0.00"
"01/01/2021 04:00:00 - 01/01/2021 05:00:00","BZN|ES","Fossil Peat","0.00"
"01/01/2021 04:00:00 - 01/01/2021 05:00:00","BZN|ES","Geothermal","0.00"
"01/01/2021 04:00:00 - 01/01/2021 05:00:00","BZN|ES","Hydro Pumped Storage"," "
"01/01/2021 04:00:00 - 01/01/2021 05:00:00","BZN|ES","Hydro Run-of-river and poundage","1340.00"
"01/01/2021 04:00:00 - 01/01/2021 05:00:00","BZN|ES","Hydro Water Reservoir","2032.00"
"01/01/2021 04:00:00 - 01/01/2021 05:00:00","BZN|ES","Marine","0.00"
"01/01/2021 04:00:00 - 01/01/2021 05:00:00","BZN|ES","Nuclear","7119.00"
"01/01/2021 04:00:00 - 01/01/2021 05:00:00","BZN|ES","Other renewable","94.00"
"01/01/2021 04:00:00 - 01/01/2021 05:00:00","BZN|ES","Solar","9.00"
"01/01/2021 04:00:00 - 01/01/2021 05:00:00","BZN|ES","Waste","230.00"
"01/01/2021 04:00:00 - 01/01/2021 05:00:00","BZN|ES","Wind Offshore","0.00"
"01/01/2021 04:00:00 - 01/01/2021 05:00:00","BZN|ES","Wind Onshore","8791.00"
"01/01/2021 04:00:00 - 01/01/2021 05:00:00","BZN|ES","Other","54.00"
"01/01/2021 04:00:00 - 01/01/2021 05:00:00","BZN|ES","Energy storage","n/e"
"01/01/2021 05:00:00 - 01/01/2021 06:00:00","BZN|ES","Biomass","499.00"
"01/01/2021 05:00:00 - 01/01/2021 06:00:00","BZN|ES","Fossil Brown coal/Lignite","0.00"
"01/01/2021 05:00:00 - 01/01/2021 06:00:00","BZN|ES","Fossil Coal-derived gas","0.00"
"01/01/2021 05:00:00 - 01/01/2021 06:00:00","BZN|ES","Fossil Gas","3597.00"
"01/01/2021 05:00:00 - 01/01/2021 06:00:00","BZN|ES","Fossil Hard coal","268.00"
"01/01/2021 05:00:00 - 01/01/2021 06:00:00","BZN|ES","Fossil Oil","78.00"
"01/01/2021 05:00:00 - 01/01/2021 06:00:00","BZN|ES","Fossil Oil shale","0.00"
"01/01/2021 05:00:00 - 01/01/2021 06:00:00","BZN|ES","Fossil Peat","0.00"
"01/01/2021 05:00:00 - 01/01/2021 06:00:00","BZN|ES","Geothermal","0.00"
"01/01/2021 05:00:00 - 01/01/2021 06:00:00","BZN|ES","Hydro Pumped Storage"," "
"01/01/2021 05:00:00 - 01/01/2021 06:00:00","BZN|ES","Hydro Run-of-river and poundage","1319.00"
"01/01/2021 05:00:00 - 01/01/2021 06:00:00","BZN|ES","Hydro Water Reservoir","1764.00"
"01/01/2021 05:00:00 - 01/01/2021 06:00:00","BZN|ES","Marine","0.00"
"01/01/2021 05:00:00 - 01/01/2021 06:00:00","BZN|ES","Nuclear","7118.00"
"01/01/2021 05:00:00 - 01/01/2021 06:00:00","BZN|ES","Other renewable","93.00"
"01/01/2021 05:00:00 - 01/01/2021 06:00:00","BZN|ES","Solar","9.00"
"01/01/2021 05:00:00 - 01/01/2021 06:00:00","BZN|ES","Waste","236.00"
"01/01/2021 05:00:00 - 01/01/2021 06:00:00","BZN|ES","Wind Offshore","0.00"
"01/01/2021 05:00:00 - 01/01/2021 06:00:00","BZN|ES","Wind Onshore","9209.00"
"01/01/2021 05:00:00 - 01/01/2021 06:00:00","BZN|ES","Other","54.00"
"01/01/2021 05:00:00 - 01/01/2021 06:00:00","BZN|ES","Energy storage","n/e"
"01/01/2021 06:00:00 - 01/01/2021 07:00:00","BZN|ES","Biomass","492.00"
"01/01/2021 06:00:00 - 01/01/2021 07:00:00","BZN|ES","Fossil Brown coal/Lignite","0.00"
"01/01/2021 06:00:00 - 01/01/2021 07:00:00","BZN|ES","Fossil Coal-derived gas","0.00"
"01/01/2021 06:00:00 - 01/01/2021 07:00:00","BZN|ES","Fossil Gas","3547.00"
"01/01/2021 06:00:00 - 01/01/2021 07:00:00","BZN|ES","Fossil Hard coal","277.00"
"01/01/2021 06:00:00 - 01/01/2021 07:00:00","BZN|ES","Fossil Oil","77.00"
"01/01/2021 06:00:00 - 01/01/2021 07:00:00","BZN|ES","Fossil Oil shale","0.00"
"01/01/2021 06:00:00 - 01/01/2021 07:00:00","BZN|ES","Fossil Peat","0.00"
"01/01/2021 06:00:00 - 01/01/2021 07:00:00","BZN|ES","Geothermal","0.00"
"01/01/2021 06:00:00 - 01/01/2021 07:00:00","BZN|ES","Hydro Pumped Storage"," "
"01/01/2021 06:00:00 - 01/01/2021 07:00:00","BZN|ES","Hydro Run-of-river and poundage","1309.00"
"01/01/2021 06:00:00 - 01/01/2021 07:00:00","BZN|ES","Hydro Water Reservoir","1919.00"
"01/01/2021 06:00:00 - 01/01/2021 07:00:00","BZN|ES","Marine","0.00"
"01/01/2021 06:00:00 - 01/01/2021 07:00:00","BZN|ES","Nuclear","7119.00"
"01/01/2021 06:00:00 - 01/01/2021 07:00:00","BZN|ES","Other renewable","96.00"
"01/01/2021 06:00:00 - 01/01/2021 07:00:00","BZN|ES","Solar","19.00"
"01/01/2021 06:00:00 - 01/01/2021 07:00:00","BZN|ES","Waste","234.00"
"01/01/2021 06:00:00 - 01/01/2021 07:00:00","BZN|ES","Wind Offshore","0.00"
"01/01/2021 06:00:00 - 01/01/2021 07:00:00","BZN|ES","Wind Onshore","9454.00"
"01/01/2021 06:00:00 - 01/01/2021 07:00:00","BZN|ES","Other","55.00"
"01/01/2021 06:00:00 - 01/01/2021 07:00:00","BZN|ES","Energy storage","n/e"
"01/01/2021 07:00:00 - 01/01/2021 08:00:00","BZN|ES","Biomass","486.00"
"01/01/2021 07:00:00 - 01/01/2021 08:00:00","BZN|ES","Fossil Brown coal/Lignite","0.00"
"01/01/2021 07:00:00 - 01/01/2021 08:00:00","BZN|ES","Fossil Coal-derived gas","0.00"
"01/01/2021 07:00:00 - 01/01/2021 08:00:00","BZN|ES","Fossil Gas","3481.00"
"01/01/2021 07:00:00 - 01/01/2021 08:00:00","BZN|ES","Fossil Hard coal","262.00"
"01/01/2021 07:00:00 - 01/01/2021 08:00:00","BZN|ES","Fossil Oil","77.00"
"01/01/2021 07:00:00 - 01/01/2021 08:00:00","BZN|ES","Fossil Oil shale","0.00"
"01/01/2021 07:00:00 - 01/01/2021 08:00:00","BZN|ES","Fossil Peat","0.00"
"01/01/2021 07:00:00 - 01/01/2021 08:00:00","BZN|ES","Geothermal","0.00"
"01/01/2021 07:00:00 - 01/01/2021 08:00:00","BZN|ES","Hydro Pumped Storage"," "
"01/01/2021 07:00:00 - 01/01/2021 08:00:00","BZN|ES","Hydro Run-of-river and poundage","1314.00"
"01/01/2021 07:00:00 - 01/01/2021 08:00:00","BZN|ES","Hydro Water Reservoir","2289.00"
"01/01/2021 07:00:00 - 01/01/2021 08:00:00","BZN|ES","Marine","0.00"
"01/01/2021 07:00:00 - 01/01/2021 08:00:00","BZN|ES","Nuclear","7120.00"
"01/01/2021 07:00:00 - 01/01/2021 08:00:00","BZN|ES","Other renewable","94.00"
"01/01/2021 07:00:00 - 01/01/2021 08:00:00","BZN|ES","Solar","24.00"
"01/01/2021 07:00:00 - 01/01/2021 08:00:00","BZN|ES","Waste","243.00"
"01/01/2021 07:00:00 - 01/01/2021 08:00:00","BZN|ES","Wind Offshore","0.00"
"01/01/2021 07:00:00 - 01/01/2021 08:00:00","BZN|ES","Wind Onshore","9970.00"
"01/01/2021 07:00:00 - 01/01/2021 08:00:00","BZN|ES","Other","54.00"
"01/01/2021 07:00:00 - 01/01/2021 08:00:00","BZN|ES","Energy storage","n/e"
"01/01/2021 08:00:00 - 01/01/2021 09:00:00","BZN|ES","Biomass","489.00"
"01/01/2021 08:00:00 - 01/01/2021 09:00:00","BZN|ES","Fossil Brown coal/Lignite","0.00"
"01/01/2021 08:00:00 - 01/01/2021 09:00:00","BZN|ES","Fossil Coal-derived gas","0.00"
"01/01/2021 08:00:00 - 01/01/2021 09:00:00","BZN|ES","Fossil Gas","3526.00"
"01/01/2021 08:00:00 - 01/01/2021 09:00:00","BZN|ES","Fossil Hard coal","256.00"
"01/01/2021 08:00:00 - 01/01/2021 09:00:00","BZN|ES","Fossil Oil","68.00"
"01/01/2021 08:00:00 - 01/01/2021 09:00:00","BZN|ES","Fossil Oil shale","0.00"
"01/01/2021 08:00:00 - 01/01/2021 09:00:00","BZN|ES","Fossil Peat","0.00"
"01/01/2021 08:00:00 - 01/01/2021 09:00:00","BZN|ES","Geothermal","0.00"
"01/01/2021 08:00:00 - 01/01/2021 09:00:00","BZN|ES","Hydro Pumped Storage"," "
"01/01/2021 08:00:00 - 01/01/2021 09:00:00","BZN|ES","Hydro Run-of-river and poundage","1337.00"
"01/01/2021 08:00:00 - 01/01/2021 09:00:00","BZN|ES","Hydro Water Reservoir","2388.00"
"01/01/2021 08:00:00 - 01/01/2021 09:00:00","BZN|ES","Marine","0.00"
"01/01/2021 08:00:00 - 01/01/2021 09:00:00","BZN|ES","Nuclear","7119.00"
"01/01/2021 08:00:00 - 01/01/2021 09:00:00","BZN|ES","Other renewable","93.00"
"01/01/2021 08:00:00 - 01/01/2021 09:00:00","BZN|ES","Solar","51.00"
"01/01/2021 08:00:00 - 01/01/2021 09:00:00","BZN|ES","Waste","254.00"
"01/01/2021 08:00:00 - 01/01/2021 09:00:00","BZN|ES","Wind Offshore","0.00"
"01/01/2021 08:00:00 - 01/01/2021 09:00:00","BZN|ES","Wind Onshore","10461.00"
"01/01/2021 08:00:00 - 01/01/2021 09:00:00","BZN|ES","Other","54.00"
"01/01/2021 08:00:00 - 01/01/2021 09:00:00","BZN|ES","Energy storage","n/e"
"01/01/2021 09:00:00 - 01/01/2021 10:00:00","BZN|ES","Biomass","498.00"
"01/01/2021 09:00:00 - 01/01/2021 10:00:00","BZN|ES","Fossil Brown coal/Lignite","0.00"
"01/01/2021 09:00:00 - 01/01/2021 10:00:00","BZN|ES","Fossil Coal-derived gas","0.00"
"01/01/2021 09:00:00 - 01/01/2021 10:00:00","BZN|ES","Fossil Gas","3370.00"
"01/01/2021 09:00:00 - 01/01/2021 10:00:00","BZN|ES","Fossil Hard coal","256.00"
"01/01/2021 09:00:00 - 01/01/2021 10:00:00","BZN|ES","Fossil Oil","73.00"
"01/01/2021 09:00:00 - 01/01/2021 10:00:00","BZN|ES","Fossil Oil shale","0.00"
"01/01/2021 09:00:00 - 01/01/2021 10:00:00","BZN|ES","Fossil Peat","0.00"
"01/01/2021 09:00:00 - 01/01/2021 10:00:00","BZN|ES","Geothermal","0.00"
"01/01/2021 09:00:00 - 01/01/2021 10:00:00","BZN|ES","Hydro Pumped Storage"," "
"01/01/2021 09:00:00 - 01/01/2021 10:00:00","BZN|ES","Hydro Run-of-river and poundage","1360.00"
"01/01/2021 09:00:00 - 01/01/2021 10:00:00","BZN|ES","Hydro Water Reservoir","2557.00"
"01/01/2021 09:00:00 - 01/01/2021 10:00:00","BZN|ES","Marine","0.00"
"01/01/2021 09:00:00 - 01/01/2021 10:00:00","BZN|ES","Nuclear","7117.00"
"01/01/2021 09:00:00 - 01/01/2021 10:00:00","BZN|ES","Other renewable","96.00"
"01/01/2021 09:00:00 - 01/01/2021 10:00:00","BZN|ES","Solar","1010.00"
"01/01/2021 09:00:00 - 01/01/2021 10:00:00","BZN|ES","Waste","262.00"
"01/01/2021 09:00:00 - 01/01/2021 10:00:00","BZN|ES","Wind Offshore","0.00"
"01/01/2021 09:00:00 - 01/01/2021 10:00:00","BZN|ES","Wind Onshore","10788.00"
"01/01/2021 09:00:00 - 01/01/2021 10:00:00","BZN|ES","Other","54.00"
"01/01/2021 09:00:00 - 01/01/2021 10:00:00","BZN|ES","Energy storage","n/e"
"01/01/2021 10:00:00 - 01/01/2021 11:00:00","BZN|ES","Biomass","486.00"
"01/01/2021 10:00:00 - 01/01/2021 11:00:00","BZN|ES","Fossil Brown coal/Lignite","0.00"
"01/01/2021 10:00:00 - 01/01/2021 11:00:00","BZN|ES","Fossil Coal-derived gas","0.00"
"01/01/2021 10:00:00 - 01/01/2021 11:00:00","BZN|ES","Fossil Gas","3339.00"
"01/01/2021 10:00:00 - 01/01/2021 11:00:00","BZN|ES","Fossil Hard coal","256.00"
"01/01/2021 10:00:00 - 01/01/2021 11:00:00","BZN|ES","Fossil Oil","77.00"
"01/01/2021 10:00:00 - 01/01/2021 11:00:00","BZN|ES","Fossil Oil shale","0.00"
"01/01/2021 10:00:00 - 01/01/2021 11:00:00","BZN|ES","Fossil Peat","0.00"
"01/01/2021 10:00:00 - 01/01/2021 11:00:00","BZN|ES","Geothermal","0.00"
"01/01/2021 10:00:00 - 01/01/2021 11:00:00","BZN|ES","Hydro Pumped Storage"," "
"01/01/2021 10:00:00 - 01/01/2021 11:00:00","BZN|ES","Hydro Run-of-river and poundage","1372.00"
"01/01/2021 10:00:00 - 01/01/2021 11:00:00","BZN|ES","Hydro Water Reservoir","2867.00"
"01/01/2021 10:00:00 - 01/01/2021 11:00:00","BZN|ES","Marine","0.00"
"01/01/2021 10:00:00 - 01/01/2021 11:00:00","BZN|ES","Nuclear","7116.00"
"01/01/2021 10:00:00 - 01/01/2021 11:00:00","BZN|ES","Other renewable","97.00"
"01/01/2021 10:00:00 - 01/01/2021 11:00:00","BZN|ES","Solar","3278.00"
"01/01/2021 10:00:00 - 01/01/2021 11:00:00","BZN|ES","Waste","263.00"
"01/01/2021 10:00:00 - 01/01/2021 11:00:00","BZN|ES","Wind Offshore","0.00"
"01/01/2021 10:00:00 - 01/01/2021 11:00:00","BZN|ES","Wind Onshore","10565.00"
"01/01/2021 10:00:00 - 01/01/2021 11:00:00","BZN|ES","Other","53.00"
"01/01/2021 10:00:00 - 01/01/2021 11:00:00","BZN|ES","Energy storage","n/e"
"01/01/2021 11:00:00 - 01/01/2021 12:00:00","BZN|ES","Biomass","481.00"
"01/01/2021 11:00:00 - 01/01/2021 12:00:00","BZN|ES","Fossil Brown coal/Lignite","0.00"
"01/01/2021 11:00:00 - 01/01/2021 12:00:00","BZN|ES","Fossil Coal-derived gas","0.00"
"01/01/2021 11:00:00 - 01/01/2021 12:00:00","BZN|ES","Fossil Gas","3426.00"
"01/01/2021 11:00:00 - 01/01/2021 12:00:00","BZN|ES","Fossil Hard coal","256.00"
"01/01/2021 11:00:00 - 01/01/2021 12:00:00","BZN|ES","Fossil Oil","77.00"
"01/01/2021 11:00:00 - 01/01/2021 12:00:00","BZN|ES","Fossil Oil shale","0.00"
"01/01/2021 11:00:00 - 01/01/2021 12:00:00","BZN|ES","Fossil Peat","0.00"
"01/01/2021 11:00:00 - 01/01/2021 12:00:00","BZN|ES","Geothermal","0.00"
"01/01/2021 11:00:00 - 01/01/2021 12:00:00","BZN|ES","Hydro Pumped Storage"," "
"01/01/2021 11:00:00 - 01/01/2021 12:00:00","BZN|ES","Hydro Run-of-river and poundage","1450.00"
"01/01/2021 11:00:00 - 01/01/2021 12:00:00","BZN|ES","Hydro Water Reservoir","2912.00"
"01/01/2021 11:00:00 - 01/01/2021 12:00:00","BZN|ES","Marine","0.00"
"01/01/2021 11:00:00 - 01/01/2021 12:00:00","BZN|ES","Nuclear","7116.00"
"01/01/2021 11:00:00 - 01/01/2021 12:00:00","BZN|ES","Other renewable","97.00"
"01/01/2021 11:00:00 - 01/01/2021 12:00:00","BZN|ES","Solar","4529.00"
"01/01/2021 11:00:00 - 01/01/2021 12:00:00","BZN|ES","Waste","255.00"
"01/01/2021 11:00:00 - 01/01/2021 12:00:00","BZN|ES","Wind Offshore","0.00"
"01/01/2021 11:00:00 - 01/01/2021 12:00:00","BZN|ES","Wind Onshore","10593.00"
"01/01/2021 11:00:00 - 01/01/2021 12:00:00","BZN|ES","Other","54.00"
"01/01/2021 11:00:00 - 01/01/2021 12:00:00","BZN|ES","Energy storage","n/e"
"01/01/2021 12:00:00 - 01/01/2021 13:00:00","BZN|ES","Biomass","485.00"
"01/01/2021 12:00:00 - 01/01/2021 13:00:00","BZN|ES","Fossil Brown coal/Lignite","0.00"
"01/01/2021 12:00:00 - 01/01/2021 13:00:00","BZN|ES","Fossil Coal-derived gas","0.00"
"01/01/2021 12:00:00 - 01/01/2021 13:00:00","BZN|ES","Fossil Gas","3439.00"
"01/01/2021 12:00:00 - 01/01/2021 13:00:00","BZN|ES","Fossil Hard coal","256.00"
"01/01/2021 12:00:00 - 01/01/2021 13:00:00","BZN|ES","Fossil Oil","79.00"
"01/01/2021 12:00:00 - 01/01/2021 13:00:00","BZN|ES","Fossil Oil shale","0.00"
"01/01/2021 12:00:00 - 01/01/2021 13:00:00","BZN|ES","Fossil Peat","0.00"
"01/01/2021 12:00:00 - 01/01/2021 13:00:00","BZN|ES","Geothermal","0.00"
"01/01/2021 12:00:00 - 01/01/2021 13:00:00","BZN|ES","Hydro Pumped Storage"," "
"01/01/2021 12:00:00 - 01/01/2021 13:00:00","BZN|ES","Hydro Run-of-river and poundage","1436.00"
"01/01/2021 12:00:00 - 01/01/2021 13:00:00","BZN|ES","Hydro Water Reservoir","2721.00"
"01/01/2021 12:00:00 - 01/01/2021 13:00:00","BZN|ES","Marine","0.00"
"01/01/2021 12:00:00 - 01/01/2021 13:00:00","BZN|ES","Nuclear","7116.00"
"01/01/2021 12:00:00 - 01/01/2021 13:00:00","BZN|ES","Other renewable","98.00"
"01/01/2021 12:00:00 - 01/01/2021 13:00:00","BZN|ES","Solar","5000.00"
"01/01/2021 12:00:00 - 01/01/2021 13:00:00","BZN|ES","Waste","251.00"
"01/01/2021 12:00:00 - 01/01/2021 13:00:00","BZN|ES","Wind Offshore","0.00"
"01/01/2021 12:00:00 - 01/01/2021 13:00:00","BZN|ES","Wind Onshore","11267.00"
"01/01/2021 12:00:00 - 01/01/2021 13:00:00","BZN|ES","Other","54.00"
"01/01/2021 12:00:00 - 01/01/2021 13:00:00","BZN|ES","Energy storage","n/e"
"01/01/2021 13:00:00 - 01/01/2021 14:00:00","BZN|ES","Biomass","494.00"
"01/01/2021 13:00:00 - 01/01/2021 14:00:00","BZN|ES","Fossil Brown coal/Lignite","0.00"
"01/01/2021 13:00:00 - 01/01/2021 14:00:00","BZN|ES","Fossil Coal-derived gas","0.00"
"01/01/2021 13:00:00 - 01/01/2021 14:00:00","BZN|ES","Fossil Gas","3413.00"
"01/01/2021 13:00:00 - 01/01/2021 14:00:00","BZN|ES","Fossil Hard coal","256.00"
"01/01/2021 13:00:00 - 01/01/2021 14:00:00","BZN|ES","Fossil Oil","79.00"
"01/01/2021 13:00:00 - 01/01/2021 14:00:00","BZN|ES","Fossil Oil shale","0.00"
"01/01/2021 13:00:00 - 01/01/2021 14:00:00","BZN|ES","Fossil Peat","0.00"
"01/01/2021 13:00:00 - 01/01/2021 14:00:00","BZN|ES","Geothermal","0.00"
