"MTU (CET/CEST)","Day-ahead Price [EUR/MWh]","Currency","BZN|DE-LU"
"04.01.2024 05:00 - 04.01.2024 05:15","6.50","EUR"
"04.01.2024 05:15 - 04.01.2024 05:30","34.70","EUR"
"04.01.2024 05:30 - 04.01.2024 05:45","47.60","EUR"
"04.01.2024 05:45 - 04.01.2024 06:00","99.35","EUR"
"04.01.2024 06:00 - 04.01.2024 06:15","24.97","EUR"
"04.01.2024 06:15 - 04.01.2024 06:30","54.60","EUR"
"04.01.2024 06:30 - 04.01.2024 06:45","74.49","EUR"
"04.01.2024 06:45 - 04.01.2024 07:00","107.42","EUR"
"04.01.2024 07:00 - 04.01.2024 07:15","41.27","EUR"
"04.01.2024 07:15 - 04.01.2024 07:30","79.91","EUR"
"04.01.2024 07:30 - 04.01.2024 07:45","87.20","EUR"
"04.01.2024 07:45 - 04.01.2024 08:00","119.94","EUR"
"04.01.2024 08:00 - 04.01.2024 08:15","60.90","EUR"
"04.01.2024 08:15 - 04.01.2024 08:30","75.55","EUR"
"04.01.2024 08:30 - 04.01.2024 08:45","102.42","EUR"
"04.01.2024 08:45 - 04.01.2024 09:00","109.93","EUR"
"04.01.2024 09:00 - 04.01.2024 09:15","70.00","EUR"
"04.01.2024 09:15 - 04.01.2024 09:30","78.50","EUR"
"04.01.2024 09:30 - 04.01.2024 09:45","100.14","EUR"
"04.01.2024 09:45 - 04.01.2024 10:00","105.13","EUR"
"04.01.2024 10:00 - 04.01.2024 10:15","78.90","EUR"
"04.01.2024 10:15 - 04.01.2024 10:30","79.98","EUR"
"04.01.2024 10:30 - 04.01.2024 10:45","99.32","EUR"
"04.01.2024 10:45 - 04.01.2024 11:00","92.49","EUR"
"04.01.2024 11:00 - 04.01.2024 11:15","92.52","EUR"
"04.01.2024 11:15 - 04.01.2024 11:30","84.97","EUR"
"04.01.2024 11:30 - 04.01.2024 11:45","84.97","EUR"
"04.01.2024 11:45 - 04.01.2024 12:00","84.97","EUR"
"04.01.2024 12:00 - 04.01.2024 12:15","87.41","EUR"
"04.01.2024 12:15 - 04.01.2024 12:30","84.91","EUR"
"04.01.2024 12:30 - 04.01.2024 12:45","84.90","EUR"
"04.01.2024 12:45 - 04.01.2024 13:00","77.22","EUR"
"04.01.2024 13:00 - 04.01.2024 13:15","79.99","EUR"
"04.01.2024 13:15 - 04.01.2024 13:30","82.48","EUR"
"04.01.2024 13:30 - 04.01.2024 13:45","86.62","EUR"
"04.01.2024 13:45 - 04.01.2024 14:00","87.48","EUR"
"04.01.2024 14:00 - 04.01.2024 14:15","90.88","EUR"
"04.01.2024 14:15 - 04.01.2024 14:30","82.48","EUR"
"04.01.2024 14:30 - 04.01.2024 14:45","89.98","EUR"
"04.01.2024 14:45 - 04.01.2024 15:00","99.97","EUR"
"04.01.2024 15:00 - 04.01.2024 15:15","81.10","EUR"
"04.01.2024 15:15 - 04.01.2024 15:30","89.99","EUR"
"04.01.2024 15:30 - 04.01.2024 15:45","102.50","EUR"
"04.01.2024 15:45 - 04.01.2024 16:00","121.69","EUR"
"04.01.2024 16:00 - 04.01.2024 16:15","104.92","EUR"
"04.01.2024 16:15 - 04.01.2024 16:30","97.49","EUR"
"04.01.2024 16:30 - 04.01.2024 16:45","129.92","EUR"
"04.01.2024 16:45 - 04.01.2024 17:00","115.66","EUR"
"04.01.2024 17:00 - 04.01.2024 17:15","111.70","EUR"
"04.01.2024 17:15 - 04.01.2024 17:30","104.98","EUR"
"04.01.2024 17:30 - 04.01.2024 17:45","132.43","EUR"
"04.01.2024 17:45 - 04.01.2024 18:00","134.95","EUR"
"04.01.2024 18:00 - 04.01.2024 18:15","144.37","EUR"
"04.01.2024 18:15 - 04.01.2024 18:30","125.73","EUR"
"04.01.2024 18:30 - 04.01.2024 18:45","132.46","EUR"
"04.01.2024 18:45 - 04.01.2024 19:00","134.80","EUR"
"04.01.2024 19:00 - 04.01.2024 19:15","158.20","EUR"
"04.01.2024 19:15 - 04.01.2024 19:30","134.96","EUR"
"04.01.2024 19:30 - 04.01.2024 19:45","114.32","EUR"
"04.01.2024 19:45 - 04.01.2024 20:00","109.98","EUR"
"04.01.2024 20:00 - 04.01.2024 20:15","184.90","EUR"
