"Time (CET/CEST)","France (FR) > Spain (ES) [MW]","Spain (ES) > France (FR) [MW]"
"04.02.2024 14:15 - 04.02.2024 14:30","2643","0"
"04.02.2024 14:30 - 04.02.2024 14:45","2604","0"
"04.02.2024 14:45 - 04.02.2024 15:00","2530","0"
"04.02.2024 15:00 - 04.02.2024 15:15","2409","0"
"04.02.2024 15:15 - 04.02.2024 15:30","1298","0"
"04.02.2024 15:30 - 04.02.2024 15:45","1069","0"
"04.02.2024 15:45 - 04.02.2024 16:00","1036","0"
"04.02.2024 16:00 - 04.02.2024 16:15","1073","0"
"04.02.2024 16:15 - 04.02.2024 16:30","1962","0"
"04.02.2024 16:30 - 04.02.2024 16:45","1660","0"
"04.02.2024 16:45 - 04.02.2024 17:00","1966","0"
"04.02.2024 17:00 - 04.02.2024 17:15","2194","0"
"04.02.2024 17:15 - 04.02.2024 17:30","1755","0"
"04.02.2024 17:30 - 04.02.2024 17:45","2399","0"
"04.02.2024 17:45 - 04.02.2024 18:00","2289","0"
"04.02.2024 18:00 - 04.02.2024 18:15","1947","0"
"04.02.2024 18:15 - 04.02.2024 18:30","2310","0"
"04.02.2024 18:30 - 04.02.2024 18:45","2424","0"
"04.02.2024 18:45 - 04.02.2024 19:00","2343","0"
"04.02.2024 19:00 - 04.02.2024 19:15","2630","0"
"04.02.2024 19:15 - 04.02.2024 19:30","2829","0"
"04.02.2024 19:30 - 04.02.2024 19:45","3083","0"
"04.02.2024 19:45 - 04.02.2024 20:00","2850","0"
"04.02.2024 20:00 - 04.02.2024 20:15","2888","0"
"04.02.2024 20:15 - 04.02.2024 20:30","2820","0"
"04.02.2024 20:30 - 04.02.2024 20:45","3045","0"
"04.02.2024 20:45 - 04.02.2024 21:00","3062","0"
"04.02.2024 21:00 - 04.02.2024 21:15","3138","0"
"04.02.2024 21:15 - 04.02.2024 21:30","3326","0"
"04.02.2024 21:30 - 04.02.2024 21:45","3420","0"
"04.02.2024 21:45 - 04.02.2024 22:00","3416","0"
"04.02.2024 22:00 - 04.02.2024 22:15","3308","0"
"04.02.2024 22:15 - 04.02.2024 22:30","2989","0"
"04.02.2024 22:30 - 04.02.2024 22:45","3019","0"
"04.02.2024 22:45 - 04.02.2024 23:00","2719","0"
"04.02.2024 23:00 - 04.02.2024 23:15","2889","0"
"04.02.2024 23:15 - 04.02.2024 23:30","3240","0"
"04.02.2024 23:30 - 04.02.2024 23:45","3397","0"
"04.02.2024 23:45 - 05.02.2024 00:00","3345","0"
"05.02.2024 00:00 - 05.02.2024 00:15","3432","0"
"05.02.2024 00:15 - 05.02.2024 00:30","2960","0"
"05.02.2024 00:30 - 05.02.2024 00:45","2913","0"
"05.02.2024 00:45 - 05.02.2024 01:00","2816","0"
"05.02.2024 01:00 - 05.02.2024 01:15","2955","0"
"05.02.2024 01:15 - 05.02.2024 01:30","3061","0"
"05.02.2024 01:30 - 05.02.2024 01:45","3097","0"
"05.02.2024 01:45 - 05.02.2024 02:00","3091","0"
"05.02.2024 02:00 - 05.02.2024 02:15","3101","0"
"05.02.2024 02:15 - 05.02.2024 02:30","3000","0"
"05.02.2024 02:30 - 05.02.2024 02:45","3060","0"
"05.02.2024 02:45 - 05.02.2024 03:00","3155","0"
"05.02.2024 03:00 - 05.02.2024 03:15","3077","0"
"05.02.2024 03:15 - 05.02.2024 03:30","2926","0"
"05.02.2024 03:30 - 05.02.2024 03:45","2980","0"
"05.02.2024 03:45 - 05.02.2024 04:00","3095","0"
"05.02.2024 04:00 - 05.02.2024 04:15","3085","0"
"05.02.2024 04:15 - 05.02.2024 04:30","3125","0"
"05.02.2024 04:30 - 05.02.2024 04:45","3139","0"
"05.02.2024 04:45 - 05.02.2024 05:00","3039","0"
"05.02.2024 05:00 - 05.02.2024 05:15","3044","0"
"05.02.2024 05:15 - 05.02.2024 05:30","3249","0"
"05.02.2024 05:30 - 05.02.2024 05:45","3138","0"
"05.02.2024 05:45 - 05.02.2024 06:00","3002","0"
"05.02.2024 06:00 - 05.02.2024 06:15","3059","0"
"05.02.2024 06:15 - 05.02.2024 06:30","3121","0"
"05.02.2024 06:30 - 05.02.2024 06:45","3002","0"
"05.02.2024 06:45 - 05.02.2024 07:00","2983","0"
"05.02.2024 07:00 - 05.02.2024 07:15","2680","0"
"05.02.2024 07:15 - 05.02.2024 07:30","2518","0"
"05.02.2024 07:30 - 05.02.2024 07:45","2720","0"
"05.02.2024 07:45 - 05.02.2024 08:00","2377","0"
"05.02.2024 08:00 - 05.02.2024 08:15","2369","0"
"05.02.2024 08:15 - 05.02.2024 08:30","2950","0"
"05.02.2024 08:30 - 05.02.2024 08:45","2923","0"
"05.02.2024 08:45 - 05.02.2024 09:00","2773","0"
"05.02.2024 09:00 - 05.02.2024 09:15","2662","0"
"05.02.2024 09:15 - 05.02.2024 09:30","2126","0"
"05.02.2024 09:30 - 05.02.2024 09:45","2055","0"
"05.02.2024 09:45 - 05.02.2024 10:00","2083","0"
"05.02.2024 10:00 - 05.02.2024 10:15","1856","0"
"05.02.2024 10:15 - 05.02.2024 10:30","792","0"
"05.02.2024 10:30 - 05.02.2024 10:45","227","0"
"05.02.2024 10:45 - 05.02.2024 11:00","160","0"
"05.02.2024 11:00 - 05.02.2024 11:15","364","0"
"05.02.2024 11:15 - 05.02.2024 11:30","810","0"
"05.02.2024 11:30 - 05.02.2024 11:45","325","0"
"05.02.2024 11:45 - 05.02.2024 12:00","339","0"
"05.02.2024 12:00 - 05.02.2024 12:15","491","0"
"05.02.2024 12:15 - 05.02.2024 12:30","1590","0"
"05.02.2024 12:30 - 05.02.2024 12:45","1281","0"
"05.02.2024 12:45 - 05.02.2024 13:00","1470","0"
"05.02.2024 13:00 - 05.02.2024 13:15","1594","0"
"05.02.2024 13:15 - 05.02.2024 13:30","2207","0"
"05.02.2024 13:30 - 05.02.2024 13:45","2403","0"
"05.02.2024 13:45 - 05.02.2024 14:00","2330","0"
"05.02.2024 14:00 - 05.02.2024 14:15","2456","0"
"05.02.2024 14:15 - 05.02.2024 14:30","2235","0"
"05.02.2024 14:30 - 05.02.2024 14:45","2154","0"
"05.02.2024 14:45 - 05.02.2024 15:00","1787","0"
"05.02.2024 15:00 - 05.02.2024 15:15","1781","0"
"05.02.2024 15:15 - 05.02.2024 15:30","1425","0"
"05.02.2024 15:30 - 05.02.2024 15:45","1195","0"
"05.02.2024 15:45 - 05.02.2024 16:00","997","0"
"05.02.2024 16:00 - 05.02.2024 16:15","1115","0"
"05.02.2024 16:15 - 05.02.2024 16:30","786","0"
"05.02.2024 16:30 - 05.02.2024 16:45","897","0"
"05.02.2024 16:45 - 05.02.2024 17:00","1274","0"
"05.02.2024 17:00 - 05.02.2024 17:15","827","0"
"05.02.2024 17:15 - 05.02.2024 17:30","520","0"
"05.02.2024 17:30 - 05.02.2024 17:45","473","0"
"05.02.2024 17:45 - 05.02.2024 18:00","455","0"
"05.02.2024 18:00 - 05.02.2024 18:15","286","0"
"05.02.2024 18:15 - 05.02.2024 18:30","1353","0"
"05.02.2024 18:30 - 05.02.2024 18:45","1843","0"
"05.02.2024 18:45 - 05.02.2024 19:00","1990","0"
"05.02.2024 19:00 - 05.02.2024 19:15","1871","0"
"05.02.2024 19:15 - 05.02.2024 19:30","2657","0"
"05.02.2024 19:30 - 05.02.2024 19:45","2961","0"
"05.02.2024 19:45 - 05.02.2024 20:00","2825","0"
"05.02.2024 20:00 - 05.02.2024 20:15","2953","0"
"05.02.2024 20:15 - 05.02.2024 20:30","2820","0"
"05.02.2024 20:30 - 05.02.2024 20:45","2906","0"
"05.02.2024 20:45 - 05.02.2024 21:00","2956","0"
"05.02.2024 21:00 - 05.02.2024 21:15","2982","0"
"05.02.2024 21:15 - 05.02.2024 21:30","2900","0"
"05.02.2024 21:30 - 05.02.2024 21:45","2922","0"
"05.02.2024 21:45 - 05.02.2024 22:00","2928","0"
"05.02.2024 22:00 - 05.02.2024 22:15","2960","0"
"05.02.2024 22:15 - 05.02.2024 22:30","2843","0"
"05.02.2024 22:30 - 05.02.2024 22:45","2747","0"
"05.02.2024 22:45 - 05.02.2024 23:00","2791","0"
"05.02.2024 23:00 - 05.02.2024 23:15","2725","0"
"05.02.2024 23:15 - 05.02.2024 23:30","2817","0"
"05.02.2024 23:30 - 05.02.2024 23:45","2899","0"
"05.02.2024 23:45 - 06.02.2024 00:00","2868","0"
"06.02.2024 00:00 - 06.02.2024 00:15","2808","0"
"06.02.2024 00:15 - 06.02.2024 00:30","2949","0"
"06.02.2024 00:30 - 06.02.2024 00:45","3164","0"
"06.02.2024 00:45 - 06.02.2024 01:00","3141","0"
"06.02.2024 01:00 - 06.02.2024 01:15","3114","0"
"06.02.2024 01:15 - 06.02.2024 01:30","3043","0"
"06.02.2024 01:30 - 06.02.2024 01:45","3015","0"
"06.02.2024 01:45 - 06.02.2024 02:00","3068","0"
"06.02.2024 02:00 - 06.02.2024 02:15","2997","0"
"06.02.2024 02:15 - 06.02.2024 02:30","3019","0"
"06.02.2024 02:30 - 06.02.2024 02:45","2996","0"
"06.02.2024 02:45 - 06.02.2024 03:00","2994","0"
"06.02.2024 03:00 - 06.02.2024 03:15","3095","0"
"06.02.2024 03:15 - 06.02.2024 03:30","3050","0"
"06.02.2024 03:30 - 06.02.2024 03:45","3058","0"
"06.02.2024 03:45 - 06.02.2024 04:00","3086","0"
"06.02.2024 04:00 - 06.02.2024 04:15","3100","0"
"06.02.2024 04:15 - 06.02.2024 04:30","2985","0"
"06.02.2024 04:30 - 06.02.2024 04:45","2982","0"
"06.02.2024 04:45 - 06.02.2024 05:00","3000","0"
"06.02.2024 05:00 - 06.02.2024 05:15","3085","0"
"06.02.2024 05:15 - 06.02.2024 05:30","3103","0"
"06.02.2024 05:30 - 06.02.2024 05:45","3017","0"
"06.02.2024 05:45 - 06.02.2024 06:00","2959","0"
"06.02.2024 06:00 - 06.02.2024 06:15","2855","0"
"06.02.2024 06:15 - 06.02.2024 06:30","2820","0"
"06.02.2024 06:30 - 06.02.2024 06:45","3250","0"
"06.02.2024 06:45 - 06.02.2024 07:00","3223","0"
"06.02.2024 07:00 - 06.02.2024 07:15","3112","0"
"06.02.2024 07:15 - 06.02.2024 07:30","2934","0"
"06.02.2024 07:30 - 06.02.2024 07:45","2902","0"
"06.02.2024 07:45 - 06.02.2024 08:00","3225","0"
"06.02.2024 08:00 - 06.02.2024 08:15","3024","0"
"06.02.2024 08:15 - 06.02.2024 08:30","3119","0"
"06.02.2024 08:30 - 06.02.2024 08:45","3156","0"
"06.02.2024 08:45 - 06.02.2024 09:00","3035","0"
"06.02.2024 09:00 - 06.02.2024 09:15","3112","0"
"06.02.2024 09:15 - 06.02.2024 09:30","3244","0"
"06.02.2024 09:30 - 06.02.2024 09:45","3116","0"
"06.02.2024 09:45 - 06.02.2024 10:00","3168","0"
"06.02.2024 10:00 - 06.02.2024 10:15","3233","0"
"06.02.2024 10:15 - 06.02.2024 10:30","3163","0"
"06.02.2024 10:30 - 06.02.2024 10:45","3063","0"
"06.02.2024 10:45 - 06.02.2024 11:00","2937","0"
"06.02.2024 11:00 - 06.02.2024 11:15","2851","0"
"06.02.2024 11:15 - 06.02.2024 11:30","2839","0"
"06.02.2024 11:30 - 06.02.2024 11:45","2505","0"
"06.02.2024 11:45 - 06.02.2024 12:00","2920","0"
"06.02.2024 12:00 - 06.02.2024 12:15","2819","0"
"06.02.2024 12:15 - 06.02.2024 12:30","2888","0"
"06.02.2024 12:30 - 06.02.2024 12:45","2713","0"
"06.02.2024 12:45 - 06.02.2024 13:00","2756","0"
"06.02.2024 13:00 - 06.02.2024 13:15","2806","0"
"06.02.2024 13:15 - 06.02.2024 13:30","2828","0"
"06.02.2024 13:30 - 06.02.2024 13:45","2802","0"
"06.02.2024 13:45 - 06.02.2024 14:00","2752","0"
"06.02.2024 14:00 - 06.02.2024 14:15","2820","0"
"06.02.2024 14:15 - 06.02.2024 14:30","2519","0"
"06.02.2024 14:30 - 06.02.2024 14:45","2527","0"
"06.02.2024 14:45 - 06.02.2024 15:00","2460","0"
"06.02.2024 15:00 - 06.02.2024 15:15","2359","0"
"06.02.2024 15:15 - 06.02.2024 15:30","1333","0"
"06.02.2024 15:30 - 06.02.2024 15:45","751","0"
"06.02.2024 15:45 - 06.02.2024 16:00","660","0"
"06.02.2024 16:00 - 06.02.2024 16:15","762","0"
"06.02.2024 16:15 - 06.02.2024 16:30","1548","0"
"06.02.2024 16:30 - 06.02.2024 16:45","1673","0"
"06.02.2024 16:45 - 06.02.2024 17:00","1665","0"
"06.02.2024 17:00 - 06.02.2024 17:15","1596","0"
"06.02.2024 17:15 - 06.02.2024 17:30","1682","0"
"06.02.2024 17:30 - 06.02.2024 17:45","2254","0"
"06.02.2024 17:45 - 06.02.2024 18:00","2421","0"
"06.02.2024 18:00 - 06.02.2024 18:15","2120","0"
"06.02.2024 18:15 - 06.02.2024 18:30","2162","0"
"06.02.2024 18:30 - 06.02.2024 18:45","2419","0"
"06.02.2024 18:45 - 06.02.2024 19:00","2251","0"
"06.02.2024 19:00 - 06.02.2024 19:15","2157","0"
"06.02.2024 19:15 - 06.02.2024 19:30","2572","0"
"06.02.2024 19:30 - 06.02.2024 19:45","2829","0"
"06.02.2024 19:45 - 06.02.2024 20:00","2813","0"
"06.02.2024 20:00 - 06.02.2024 20:15","2899","0"
"06.02.2024 20:15 - 06.02.2024 20:30","2675","0"
"06.02.2024 20:30 - 06.02.2024 20:45","2720","0"
"06.02.2024 20:45 - 06.02.2024 21:00","2766","0"
"06.02.2024 21:00 - 06.02.2024 21:15","2764","0"
"06.02.2024 21:15 - 06.02.2024 21:30","2725","0"
"06.02.2024 21:30 - 06.02.2024 21:45","2759","0"
"06.02.2024 21:45 - 06.02.2024 22:00","2694","0"
"06.02.2024 22:00 - 06.02.2024 22:15","2797","0"
"06.02.2024 22:15 - 06.02.2024 22:30","2723","0"
"06.02.2024 22:30 - 06.02.2024 22:45","2768","0"
"06.02.2024 22:45 - 06.02.2024 23:00","2471","0"
"06.02.2024 23:00 - 06.02.2024 23:15","2434","0"
"06.02.2024 23:15 - 06.02.2024 23:30","2715","0"
"06.02.2024 23:30 - 06.02.2024 23:45","2397","0"
"06.02.2024 23:45 - 07.02.2024 00:00","2159","0"
"07.02.2024 00:00 - 07.02.2024 00:15","2769","0"
"07.02.2024 00:15 - 07.02.2024 00:30","2122","0"
"07.02.2024 00:30 - 07.02.2024 00:45","1939","0"
"07.02.2024 00:45 - 07.02.2024 01:00","2080","0"
"07.02.2024 01:00 - 07.02.2024 01:15","2088","0"
"07.02.2024 01:15 - 07.02.2024 01:30","2707","0"
"07.02.2024 01:30 - 07.02.2024 01:45","2880","0"
"07.02.2024 01:45 - 07.02.2024 02:00","2852","0"
"07.02.2024 02:00 - 07.02.2024 02:15","2922","0"
"07.02.2024 02:15 - 07.02.2024 02:30","2821","0"
"07.02.2024 02:30 - 07.02.2024 02:45","2938","0"
"07.02.2024 02:45 - 07.02.2024 03:00","2850","0"
"07.02.2024 03:00 - 07.02.2024 03:15","2943","0"
"07.02.2024 03:15 - 07.02.2024 03:30","2958","0"
"07.02.2024 03:30 - 07.02.2024 03:45","2866","0"
"07.02.2024 03:45 - 07.02.2024 04:00","2864","0"
"07.02.2024 04:00 - 07.02.2024 04:15","2903","0"
"07.02.2024 04:15 - 07.02.2024 04:30","3016","0"
"07.02.2024 04:30 - 07.02.2024 04:45","2823","0"
"07.02.2024 04:45 - 07.02.2024 05:00","2842","0"
"07.02.2024 05:00 - 07.02.2024 05:15","2888","0"
"07.02.2024 05:15 - 07.02.2024 05:30","2618","0"
"07.02.2024 05:30 - 07.02.2024 05:45","2507","0"
"07.02.2024 05:45 - 07.02.2024 06:00","2481","0"
"07.02.2024 06:00 - 07.02.2024 06:15","2264","0"
"07.02.2024 06:15 - 07.02.2024 06:30","312","0"
"07.02.2024 06:30 - 07.02.2024 06:45","0","277"
"07.02.2024 06:45 - 07.02.2024 07:00","53","0"
"07.02.2024 07:00 - 07.02.2024 07:15","81","0"
"07.02.2024 07:15 - 07.02.2024 07:30","0","963"
"07.02.2024 07:30 - 07.02.2024 07:45","0","1032"
"07.02.2024 07:45 - 07.02.2024 08:00","0","993"
"07.02.2024 08:00 - 07.02.2024 08:15","0","1084"
"07.02.2024 08:15 - 07.02.2024 08:30","0","1111"
"07.02.2024 08:30 - 07.02.2024 08:45","0","1387"
"07.02.2024 08:45 - 07.02.2024 09:00","0","1600"
"07.02.2024 09:00 - 07.02.2024 09:15","0","1687"
"07.02.2024 09:15 - 07.02.2024 09:30","0","1764"
"07.02.2024 09:30 - 07.02.2024 09:45","0","1961"
"07.02.2024 09:45 - 07.02.2024 10:00","0","1693"
"07.02.2024 10:00 - 07.02.2024 10:15","0","1581"
"07.02.2024 10:15 - 07.02.2024 10:30","0","1523"
"07.02.2024 10:30 - 07.02.2024 10:45","0","1557"
"07.02.2024 10:45 - 07.02.2024 11:00","0","1678"
"07.02.2024 11:00 - 07.02.2024 11:15","0","1624"
"07.02.2024 11:15 - 07.02.2024 11:30","0","2004"
"07.02.2024 11:30 - 07.02.2024 11:45","0","2272"
"07.02.2024 11:45 - 07.02.2024 12:00","0","2371"
"07.02.2024 12:00 - 07.02.2024 12:15","0","2360"
"07.02.2024 12:15 - 07.02.2024 12:30","0","2378"
"07.02.2024 12:30 - 07.02.2024 12:45","0","2581"
"07.02.2024 12:45 - 07.02.2024 13:00","0","2465"
"07.02.2024 13:00 - 07.02.2024 13:15","0","2398"
"07.02.2024 13:15 - 07.02.2024 13:30","0","1953"
"07.02.2024 13:30 - 07.02.2024 13:45","0","1987"
"07.02.2024 13:45 - 07.02.2024 14:00","0","2094"
"07.02.2024 14:00 - 07.02.2024 14:15","0","2400"
"07.02.2024 14:15 - 07.02.2024 14:30","0","2495"
"07.02.2024 14:30 - 07.02.2024 14:45","0","2648"
"07.02.2024 14:45 - 07.02.2024 15:00","0","2887"
"07.02.2024 15:00 - 07.02.2024 15:15","0","2818"
"07.02.2024 15:15 - 07.02.2024 15:30","0","2926"
"07.02.2024 15:30 - 07.02.2024 15:45","0","3226"
"07.02.2024 15:45 - 07.02.2024 16:00","0","3104"
"07.02.2024 16:00 - 07.02.2024 16:15","0","3183"
"07.02.2024 16:15 - 07.02.2024 16:30","0","2894"
"07.02.2024 16:30 - 07.02.2024 16:45","0","2651"
"07.02.2024 16:45 - 07.02.2024 17:00","0","2759"
"07.02.2024 17:00 - 07.02.2024 17:15","0","2931"
"07.02.2024 17:15 - 07.02.2024 17:30","0","3049"
"07.02.2024 17:30 - 07.02.2024 17:45","0","2962"
"07.02.2024 17:45 - 07.02.2024 18:00","0","3031"
"07.02.2024 18:00 - 07.02.2024 18:15","0","2848"
"07.02.2024 18:15 - 07.02.2024 18:30","0","2604"
"07.02.2024 18:30 - 07.02.2024 18:45","0","2300"
"07.02.2024 18:45 - 07.02.2024 19:00","0","2077"
"07.02.2024 19:00 - 07.02.2024 19:15","0","2361"
"07.02.2024 19:15 - 07.02.2024 19:30","0","2265"
"07.02.2024 19:30 - 07.02.2024 19:45","0","2046"
"07.02.2024 19:45 - 07.02.2024 20:00","0","2073"
"07.02.2024 20:00 - 07.02.2024 20:15","0","2199"
"07.02.2024 20:15 - 07.02.2024 20:30","0","2320"
"07.02.2024 20:30 - 07.02.2024 20:45","0","2261"
"07.02.2024 20:45 - 07.02.2024 21:00","0","2316"
"07.02.2024 21:00 - 07.02.2024 21:15","0","2257"
"07.02.2024 21:15 - 07.02.2024 21:30","0","1690"
"07.02.2024 21:30 - 07.02.2024 21:45","0","1321"
"07.02.2024 21:45 - 07.02.2024 22:00","0","1398"
"07.02.2024 22:00 - 07.02.2024 22:15","0","1609"
"07.02.2024 22:15 - 07.02.2024 22:30","0","2372"
"07.02.2024 22:30 - 07.02.2024 22:45","0","2522"
"07.02.2024 22:45 - 07.02.2024 23:00","0","2573"
"07.02.2024 23:00 - 07.02.2024 23:15","0","2659"
"07.02.2024 23:15 - 07.02.2024 23:30","0","2614"
"07.02.2024 23:30 - 07.02.2024 23:45","0","2538"
"07.02.2024 23:45 - 08.02.2024 00:00","0","2552"
"08.02.2024 00:00 - 08.02.2024 00:15","0","2544"
"08.02.2024 00:15 - 08.02.2024 00:30","0","2845"
"08.02.2024 00:30 - 08.02.2024 00:45","0","2895"
"08.02.2024 00:45 - 08.02.2024 01:00","0","2834"
"08.02.2024 01:00 - 08.02.2024 01:15","0","2686"
"08.02.2024 01:15 - 08.02.2024 01:30","0","2679"
"08.02.2024 01:30 - 08.02.2024 01:45","0","2684"
"08.02.2024 01:45 - 08.02.2024 02:00","0","2770"
"08.02.2024 02:00 - 08.02.2024 02:15","0","2740"
"08.02.2024 02:15 - 08.02.2024 02:30","0","2730"
"08.02.2024 02:30 - 08.02.2024 02:45","0","2669"
"08.02.2024 02:45 - 08.02.2024 03:00","0","2727"
"08.02.2024 03:00 - 08.02.2024 03:15","0","2644"
"08.02.2024 03:15 - 08.02.2024 03:30","0","2718"
"08.02.2024 03:30 - 08.02.2024 03:45","0","2648"
"08.02.2024 03:45 - 08.02.2024 04:00","0","2748"
"08.02.2024 04:00 - 08.02.2024 04:15","0","2693"
"08.02.2024 04:15 - 08.02.2024 04:30","0","2772"
"08.02.2024 04:30 - 08.02.2024 04:45","0","2719"
"08.02.2024 04:45 - 08.02.2024 05:00","0","2728"
"08.02.2024 05:00 - 08.02.2024 05:15","0","2806"
"08.02.2024 05:15 - 08.02.2024 05:30","0","2610"
"08.02.2024 05:30 - 08.02.2024 05:45","0","2615"
"08.02.2024 05:45 - 08.02.2024 06:00","0","2725"
"08.02.2024 06:00 - 08.02.2024 06:15","0","2728"
"08.02.2024 06:15 - 08.02.2024 06:30","0","2432"
"08.02.2024 06:30 - 08.02.2024 06:45","0","2465"
"08.02.2024 06:45 - 08.02.2024 07:00","0","2442"
"08.02.2024 07:00 - 08.02.2024 07:15","0","2516"
"08.02.2024 07:15 - 08.02.2024 07:30","0","2290"
"08.02.2024 07:30 - 08.02.2024 07:45","0","2180"
"08.02.2024 07:45 - 08.02.2024 08:00","0","2325"
"08.02.2024 08:00 - 08.02.2024 08:15","0","2495"
"08.02.2024 08:15 - 08.02.2024 08:30","0","2476"
"08.02.2024 08:30 - 08.02.2024 08:45","0","2299"
"08.02.2024 08:45 - 08.02.2024 09:00","0","2221"
"08.02.2024 09:00 - 08.02.2024 09:15","0","2099"
"08.02.2024 09:15 - 08.02.2024 09:30","0","2074"
"08.02.2024 09:30 - 08.02.2024 09:45","0","2244"
"08.02.2024 09:45 - 08.02.2024 10:00","0","2215"
"08.02.2024 10:00 - 08.02.2024 10:15","0","2219"
"08.02.2024 10:15 - 08.02.2024 10:30","0","2106"
"08.02.2024 10:30 - 08.02.2024 10:45","0","2170"
"08.02.2024 10:45 - 08.02.2024 11:00","0","2145"
"08.02.2024 11:00 - 08.02.2024 11:15","0","1993"
"08.02.2024 11:15 - 08.02.2024 11:30","0","1957"
"08.02.2024 11:30 - 08.02.2024 11:45","0","1890"
"08.02.2024 11:45 - 08.02.2024 12:00","0","2152"
"08.02.2024 12:00 - 08.02.2024 12:15","0","2112"
"08.02.2024 12:15 - 08.02.2024 12:30","0","2144"
"08.02.2024 12:30 - 08.02.2024 12:45","0","2263"
"08.02.2024 12:45 - 08.02.2024 13:00","0","2244"
"08.02.2024 13:00 - 08.02.2024 13:15","0","2057"
"08.02.2024 13:15 - 08.02.2024 13:30","0","1724"
"08.02.2024 13:30 - 08.02.2024 13:45","0","1903"
"08.02.2024 13:45 - 08.02.2024 14:00","0","1950"
"08.02.2024 14:00 - 08.02.2024 14:15","0","1960"
"08.02.2024 14:15 - 08.02.2024 14:30","0","796"
"08.02.2024 14:30 - 08.02.2024 14:45","0","831"
"08.02.2024 14:45 - 08.02.2024 15:00","0","1031"
"08.02.2024 15:00 - 08.02.2024 15:15","0","1049"
"08.02.2024 15:15 - 08.02.2024 15:30","0","370"
"08.02.2024 15:30 - 08.02.2024 15:45","0","410"
"08.02.2024 15:45 - 08.02.2024 16:00","0","490"
"08.02.2024 16:00 - 08.02.2024 16:15","0","480"
"08.02.2024 16:15 - 08.02.2024 16:30","0","1330"
"08.02.2024 16:30 - 08.02.2024 16:45","0","1549"
"08.02.2024 16:45 - 08.02.2024 17:00","0","1591"
"08.02.2024 17:00 - 08.02.2024 17:15","0","1837"
"08.02.2024 17:15 - 08.02.2024 17:30","0","2252"
"08.02.2024 17:30 - 08.02.2024 17:45","0","2397"
"08.02.2024 17:45 - 08.02.2024 18:00","0","2272"
"08.02.2024 18:00 - 08.02.2024 18:15","0","2364"
"08.02.2024 18:15 - 08.02.2024 18:30","0","2410"
"08.02.2024 18:30 - 08.02.2024 18:45","0","2341"
"08.02.2024 18:45 - 08.02.2024 19:00","0","2180"
"08.02.2024 19:00 - 08.02.2024 19:15","0","2303"
"08.02.2024 19:15 - 08.02.2024 19:30","0","2359"
"08.02.2024 19:30 - 08.02.2024 19:45","0","2311"
"08.02.2024 19:45 - 08.02.2024 20:00","0","2254"
"08.02.2024 20:00 - 08.02.2024 20:15","0","2140"
"08.02.2024 20:15 - 08.02.2024 20:30","0","1596"
"08.02.2024 20:30 - 08.02.2024 20:45","0","1368"
"08.02.2024 20:45 - 08.02.2024 21:00","0","1472"
"08.02.2024 21:00 - 08.02.2024 21:15","0","1408"
"08.02.2024 21:15 - 08.02.2024 21:30","0","1795"
"08.02.2024 21:30 - 08.02.2024 21:45","0","1801"
"08.02.2024 21:45 - 08.02.2024 22:00","0","1880"
"08.02.2024 22:00 - 08.02.2024 22:15","0","1787"
"08.02.2024 22:15 - 08.02.2024 22:30","0","1833"
"08.02.2024 22:30 - 08.02.2024 22:45","0","1943"
"08.02.2024 22:45 - 08.02.2024 23:00","0","2019"
"08.02.2024 23:00 - 08.02.2024 23:15","0","1961"
"08.02.2024 23:15 - 08.02.2024 23:30","0","2074"
"08.02.2024 23:30 - 08.02.2024 23:45","0","2341"
"08.02.2024 23:45 - 09.02.2024 00:00","0","2302"
"09.02.2024 00:00 - 09.02.2024 00:15","0","2175"
"09.02.2024 00:15 - 09.02.2024 00:30","0","1316"
"09.02.2024 00:30 - 09.02.2024 00:45","0","1021"
"09.02.2024 00:45 - 09.02.2024 01:00","0","1085"
"09.02.2024 01:00 - 09.02.2024 01:15","0","916"
"09.02.2024 01:15 - 09.02.2024 01:30","0","257"
"09.02.2024 01:30 - 09.02.2024 01:45","0","212"
"09.02.2024 01:45 - 09.02.2024 02:00","0","236"
"09.02.2024 02:00 - 09.02.2024 02:15","0","116"
"09.02.2024 02:15 - 09.02.2024 02:30","0","27"
"09.02.2024 02:30 - 09.02.2024 02:45","61","0"
"09.02.2024 02:45 - 09.02.2024 03:00","20","0"
"09.02.2024 03:00 - 09.02.2024 03:15","223","0"
"09.02.2024 03:15 - 09.02.2024 03:30","1047","0"
"09.02.2024 03:30 - 09.02.2024 03:45","1330","0"
"09.02.2024 03:45 - 09.02.2024 04:00","1409","0"
"09.02.2024 04:00 - 09.02.2024 04:15","1329","0"
"09.02.2024 04:15 - 09.02.2024 04:30","1716","0"
"09.02.2024 04:30 - 09.02.2024 04:45","1748","0"
"09.02.2024 04:45 - 09.02.2024 05:00","1787","0"
"09.02.2024 05:00 - 09.02.2024 05:15","1764","0"
"09.02.2024 05:15 - 09.02.2024 05:30","1292","0"
"09.02.2024 05:30 - 09.02.2024 05:45","1132","0"
"09.02.2024 05:45 - 09.02.2024 06:00","1178","0"
"09.02.2024 06:00 - 09.02.2024 06:15","1122","0"
"09.02.2024 06:15 - 09.02.2024 06:30","0","105"
"09.02.2024 06:30 - 09.02.2024 06:45","0","510"
"09.02.2024 06:45 - 09.02.2024 07:00","0","287"
