"MTU (CET/CEST)","Area","Production Type","Generation (MW)"
"01/01/2020 01:00:00 - 01/01/2020 02:00:00","BZN|ES","Other","14.00"
"01/01/2020 01:00:00 - 01/01/2020 02:00:00","BZN|ES","Energy storage","n/e"
"01/01/2020 02:00:00 - 01/01/2020 03:00:00","BZN|ES","Biomass","276.00"
"01/01/2020 02:00:00 - 01/01/2020 03:00:00","BZN|ES","Fossil Brown coal/Lignite","0.00"
"01/01/2020 02:00:00 - 01/01/2020 03:00:00","BZN|ES","Fossil Coal-derived gas","0.00"
"01/01/2020 02:00:00 - 01/01/2020 03:00:00","BZN|ES","Fossil Gas","6745.00"
"01/01/2020 02:00:00 - 01/01/2020 03:00:00","BZN|ES","Fossil Hard coal","420.00"
"01/01/2020 02:00:00 - 01/01/2020 03:00:00","BZN|ES","Fossil Oil","110.00"
"01/01/2020 02:00:00 - 01/01/2020 03:00:00","BZN|ES","Fossil Oil shale","0.00"
"01/01/2020 02:00:00 - 01/01/2020 03:00:00","BZN|ES","Fossil Peat","0.00"
"01/01/2020 02:00:00 - 01/01/2020 03:00:00","BZN|ES","Geothermal","0.00"
"01/01/2020 02:00:00 - 01/01/2020 03:00:00","BZN|ES","Hydro Pumped Storage"," "
"01/01/2020 02:00:00 - 01/01/2020 03:00:00","BZN|ES","Hydro Run-of-river and poundage","1419.00"
"01/01/2020 02:00:00 - 01/01/2020 03:00:00","BZN|ES","Hydro Water Reservoir","4558.00"
"01/01/2020 02:00:00 - 01/01/2020 03:00:00","BZN|ES","Marine","0.00"
"01/01/2020 02:00:00 - 01/01/2020 03:00:00","BZN|ES","Nuclear","7097.00"
"01/01/2020 02:00:00 - 01/01/2020 03:00:00","BZN|ES","Other renewable","92.00"
"01/01/2020 02:00:00 - 01/01/2020 03:00:00","BZN|ES","Solar","15.00"
"01/01/2020 02:00:00 - 01/01/2020 03:00:00","BZN|ES","Waste","258.00"
"01/01/2020 02:00:00 - 01/01/2020 03:00:00","BZN|ES","Wind Offshore","0.00"
"01/01/2020 02:00:00 - 01/01/2020 03:00:00","BZN|ES","Wind Onshore","1696.00"
"01/01/2020 02:00:00 - 01/01/2020 03:00:00","BZN|ES","Other","14.00"
"01/01/2020 02:00:00 - 01/01/2020 03:00:00","BZN|ES","Energy storage","n/e"
"01/01/2020 03:00:00 - 01/01/2020 04:00:00","BZN|ES","Biomass","273.00"
"01/01/2020 03:00:00 - 01/01/2020 04:00:00","BZN|ES","Fossil Brown coal/Lignite","0.00"
"01/01/2020 03:00:00 - 01/01/2020 04:00:00","BZN|ES","Fossil Coal-derived gas","0.00"
"01/01/2020 03:00:00 - 01/01/2020 04:00:00","BZN|ES","Fossil Gas","6497.00"
"01/01/2020 03:00:00 - 01/01/2020 04:00:00","BZN|ES","Fossil Hard coal","392.00"
"01/01/2020 03:00:00 - 01/01/2020 04:00:00","BZN|ES","Fossil Oil","110.00"
"01/01/2020 03:00:00 - 01/01/2020 04:00:00","BZN|ES","Fossil Oil shale","0.00"
"01/01/2020 03:00:00 - 01/01/2020 04:00:00","BZN|ES","Fossil Peat","0.00"
"01/01/2020 03:00:00 - 01/01/2020 04:00:00","BZN|ES","Geothermal","0.00"
"01/01/2020 03:00:00 - 01/01/2020 04:00:00","BZN|ES","Hydro Pumped Storage"," "
"01/01/2020 03:00:00 - 01/01/2020 04:00:00","BZN|ES","Hydro Run-of-river and poundage","1402.00"
"01/01/2020 03:00:00 - 01/01/2020 04:00:00","BZN|ES","Hydro Water Reservoir","4377.00"
"01/01/2020 03:00:00 - 01/01/2020 04:00:00","BZN|ES","Marine","0.00"
"01/01/2020 03:00:00 - 01/01/2020 04:00:00","BZN|ES","Nuclear","7097.00"
"01/01/2020 03:00:00 - 01/01/2020 04:00:00","BZN|ES","Other renewable","92.00"
"01/01/2020 03:00:00 - 01/01/2020 04:00:00","BZN|ES","Solar","15.00"
"01/01/2020 03:00:00 - 01/01/2020 04:00:00","BZN|ES","Waste","260.00"
"01/01/2020 03:00:00 - 01/01/2020 04:00:00","BZN|ES","Wind Offshore","0.00"
"01/01/2020 03:00:00 - 01/01/2020 04:00:00","BZN|ES","Wind Onshore","1700.00"
"01/01/2020 03:00:00 - 01/01/2020 04:00:00","BZN|ES","Other","12.00"
"01/01/2020 03:00:00 - 01/01/2020 04:00:00","BZN|ES","Energy storage","n/e"
"01/01/2020 04:00:00 - 01/01/2020 05:00:00","BZN|ES","Biomass","274.00"
"01/01/2020 04:00:00 - 01/01/2020 05:00:00","BZN|ES","Fossil Brown coal/Lignite","0.00"
"01/01/2020 04:00:00 - 01/01/2020 05:00:00","BZN|ES","Fossil Coal-derived gas","0.00"
"01/01/2020 04:00:00 - 01/01/2020 05:00:00","BZN|ES","Fossil Gas","6729.00"
"01/01/2020 04:00:00 - 01/01/2020 05:00:00","BZN|ES","Fossil Hard coal","388.00"
"01/01/2020 04:00:00 - 01/01/2020 05:00:00","BZN|ES","Fossil Oil","110.00"
"01/01/2020 04:00:00 - 01/01/2020 05:00:00","BZN|ES","Fossil Oil shale","0.00"
"01/01/2020 04:00:00 - 01/01/2020 05:00:00","BZN|ES","Fossil Peat","0.00"
"01/01/2020 04:00:00 - 01/01/2020 05:00:00","BZN|ES","Geothermal","0.00"
"01/01/2020 04:00:00 - 01/01/2020 05:00:00","BZN|ES","Hydro Pumped Storage"," "
"01/01/2020 04:00:00 - 01/01/2020 05:00:00","BZN|ES","Hydro Run-of-river and poundage","1396.00"
"01/01/2020 04:00:00 - 01/01/2020 05:00:00","BZN|ES","Hydro Water Reservoir","4482.00"
"01/01/2020 04:00:00 - 01/01/2020 05:00:00","BZN|ES","Marine","0.00"
"01/01/2020 04:00:00 - 01/01/2020 05:00:00","BZN|ES","Nuclear","7097.00"
"01/01/2020 04:00:00 - 01/01/2020 05:00:00","BZN|ES","Other renewable","95.00"
"01/01/2020 04:00:00 - 01/01/2020 05:00:00","BZN|ES","Solar","16.00"
"01/01/2020 04:00:00 - 01/01/2020 05:00:00","BZN|ES","Waste","261.00"
"01/01/2020 04:00:00 - 01/01/2020 05:00:00","BZN|ES","Wind Offshore","0.00"
"01/01/2020 04:00:00 - 01/01/2020 05:00:00","BZN|ES","Wind Onshore","1667.00"
"01/01/2020 04:00:00 - 01/01/2020 05:00:00","BZN|ES","Other","12.00"
"01/01/2020 04:00:00 - 01/01/2020 05:00:00","BZN|ES","Energy storage","n/e"
"01/01/2020 05:00:00 - 01/01/2020 06:00:00","BZN|ES","Biomass","275.00"
"01/01/2020 05:00:00 - 01/01/2020 06:00:00","BZN|ES","Fossil Brown coal/Lignite","0.00"
"01/01/2020 05:00:00 - 01/01/2020 06:00:00","BZN|ES","Fossil Coal-derived gas","0.00"
"01/01/2020 05:00:00 - 01/01/2020 06:00:00","BZN|ES","Fossil Gas","6710.00"
"01/01/2020 05:00:00 - 01/01/2020 06:00:00","BZN|ES","Fossil Hard coal","395.00"
"01/01/2020 05:00:00 - 01/01/2020 06:00:00","BZN|ES","Fossil Oil","110.00"
"01/01/2020 05:00:00 - 01/01/2020 06:00:00","BZN|ES","Fossil Oil shale","0.00"
"01/01/2020 05:00:00 - 01/01/2020 06:00:00","BZN|ES","Fossil Peat","0.00"
"01/01/2020 05:00:00 - 01/01/2020 06:00:00","BZN|ES","Geothermal","0.00"
"01/01/2020 05:00:00 - 01/01/2020 06:00:00","BZN|ES","Hydro Pumped Storage"," "
"01/01/2020 05:00:00 - 01/01/2020 06:00:00","BZN|ES","Hydro Run-of-river and poundage","1379.00"
"01/01/2020 05:00:00 - 01/01/2020 06:00:00","BZN|ES","Hydro Water Reservoir","4449.00"
"01/01/2020 05:00:00 - 01/01/2020 06:00:00","BZN|ES","Marine","0.00"
"01/01/2020 05:00:00 - 01/01/2020 06:00:00","BZN|ES","Nuclear","7097.00"
"01/01/2020 05:00:00 - 01/01/2020 06:00:00","BZN|ES","Other renewable","96.00"
"01/01/2020 05:00:00 - 01/01/2020 06:00:00","BZN|ES","Solar","26.00"
"01/01/2020 05:00:00 - 01/01/2020 06:00:00","BZN|ES","Waste","262.00"
"01/01/2020 05:00:00 - 01/01/2020 06:00:00","BZN|ES","Wind Offshore","0.00"
"01/01/2020 05:00:00 - 01/01/2020 06:00:00","BZN|ES","Wind Onshore","1625.00"
"01/01/2020 05:00:00 - 01/01/2020 06:00:00","BZN|ES","Other","12.00"
"01/01/2020 05:00:00 - 01/01/2020 06:00:00","BZN|ES","Energy storage","n/e"
"01/01/2020 06:00:00 - 01/01/2020 07:00:00","BZN|ES","Biomass","276.00"
"01/01/2020 06:00:00 - 01/01/2020 07:00:00","BZN|ES","Fossil Brown coal/Lignite","0.00"
"01/01/2020 06:00:00 - 01/01/2020 07:00:00","BZN|ES","Fossil Coal-derived gas","0.00"
"01/01/2020 06:00:00 - 01/01/2020 07:00:00","BZN|ES","Fossil Gas","7016.00"
"01/01/2020 06:00:00 - 01/01/2020 07:00:00","BZN|ES","Fossil Hard coal","394.00"
"01/01/2020 06:00:00 - 01/01/2020 07:00:00","BZN|ES","Fossil Oil","99.00"
"01/01/2020 06:00:00 - 01/01/2020 07:00:00","BZN|ES","Fossil Oil shale","0.00"
"01/01/2020 06:00:00 - 01/01/2020 07:00:00","BZN|ES","Fossil Peat","0.00"
"01/01/2020 06:00:00 - 01/01/2020 07:00:00","BZN|ES","Geothermal","0.00"
"01/01/2020 06:00:00 - 01/01/2020 07:00:00","BZN|ES","Hydro Pumped Storage"," "
"01/01/2020 06:00:00 - 01/01/2020 07:00:00","BZN|ES","Hydro Run-of-river and poundage","1369.00"
"01/01/2020 06:00:00 - 01/01/2020 07:00:00","BZN|ES","Hydro Water Reservoir","4443.00"
"01/01/2020 06:00:00 - 01/01/2020 07:00:00","BZN|ES","Marine","0.00"
"01/01/2020 06:00:00 - 01/01/2020 07:00:00","BZN|ES","Nuclear","7096.00"
"01/01/2020 06:00:00 - 01/01/2020 07:00:00","BZN|ES","Other renewable","98.00"
"01/01/2020 06:00:00 - 01/01/2020 07:00:00","BZN|ES","Solar","30.00"
"01/01/2020 06:00:00 - 01/01/2020 07:00:00","BZN|ES","Waste","261.00"
"01/01/2020 06:00:00 - 01/01/2020 07:00:00","BZN|ES","Wind Offshore","0.00"
"01/01/2020 06:00:00 - 01/01/2020 07:00:00","BZN|ES","Wind Onshore","1612.00"
"01/01/2020 06:00:00 - 01/01/2020 07:00:00","BZN|ES","Other","14.00"
"01/01/2020 06:00:00 - 01/01/2020 07:00:00","BZN|ES","Energy storage","n/e"
"01/01/2020 07:00:00 - 01/01/2020 08:00:00","BZN|ES","Biomass","280.00"
"01/01/2020 07:00:00 - 01/01/2020 08:00:00","BZN|ES","Fossil Brown coal/Lignite","0.00"
"01/01/2020 07:00:00 - 01/01/2020 08:00:00","BZN|ES","Fossil Coal-derived gas","0.00"
"01/01/2020 07:00:00 - 01/01/2020 08:00:00","BZN|ES","Fossil Gas","6775.00"
"01/01/2020 07:00:00 - 01/01/2020 08:00:00","BZN|ES","Fossil Hard coal","394.00"
"01/01/2020 07:00:00 - 01/01/2020 08:00:00","BZN|ES","Fossil Oil","97.00"
"01/01/2020 07:00:00 - 01/01/2020 08:00:00","BZN|ES","Fossil Oil shale","0.00"
"01/01/2020 07:00:00 - 01/01/2020 08:00:00","BZN|ES","Fossil Peat","0.00"
"01/01/2020 07:00:00 - 01/01/2020 08:00:00","BZN|ES","Geothermal","0.00"
"01/01/2020 07:00:00 - 01/01/2020 08:00:00","BZN|ES","Hydro Pumped Storage"," "
"01/01/2020 07:00:00 - 01/01/2020 08:00:00","BZN|ES","Hydro Run-of-river and poundage","1408.00"
"01/01/2020 07:00:00 - 01/01/2020 08:00:00","BZN|ES","Hydro Water Reservoir","4453.00"
"01/01/2020 07:00:00 - 01/01/2020 08:00:00","BZN|ES","Marine","0.00"
"01/01/2020 07:00:00 - 01/01/2020 08:00:00","BZN|ES","Nuclear","7098.00"
"01/01/2020 07:00:00 - 01/01/2020 08:00:00","BZN|ES","Other renewable","98.00"
"01/01/2020 07:00:00 - 01/01/2020 08:00:00","BZN|ES","Solar","31.00"
"01/01/2020 07:00:00 - 01/01/2020 08:00:00","BZN|ES","Waste","261.00"
"01/01/2020 07:00:00 - 01/01/2020 08:00:00","BZN|ES","Wind Offshore","0.00"
"01/01/2020 07:00:00 - 01/01/2020 08:00:00","BZN|ES","Wind Onshore","1526.00"
"01/01/2020 07:00:00 - 01/01/2020 08:00:00","BZN|ES","Other","14.00"
"01/01/2020 07:00:00 - 01/01/2020 08:00:00","BZN|ES","Energy storage","n/e"
"01/01/2020 08:00:00 - 01/01/2020 09:00:00","BZN|ES","Biomass","269.00"
"01/01/2020 08:00:00 - 01/01/2020 09:00:00","BZN|ES","Fossil Brown coal/Lignite","0.00"
"01/01/2020 08:00:00 - 01/01/2020 09:00:00","BZN|ES","Fossil Coal-derived gas","0.00"
"01/01/2020 08:00:00 - 01/01/2020 09:00:00","BZN|ES","Fossil Gas","6397.00"
"01/01/2020 08:00:00 - 01/01/2020 09:00:00","BZN|ES","Fossil Hard coal","394.00"
"01/01/2020 08:00:00 - 01/01/2020 09:00:00","BZN|ES","Fossil Oil","100.00"
"01/01/2020 08:00:00 - 01/01/2020 09:00:00","BZN|ES","Fossil Oil shale","0.00"
"01/01/2020 08:00:00 - 01/01/2020 09:00:00","BZN|ES","Fossil Peat","0.00"
"01/01/2020 08:00:00 - 01/01/2020 09:00:00","BZN|ES","Geothermal","0.00"
"01/01/2020 08:00:00 - 01/01/2020 09:00:00","BZN|ES","Hydro Pumped Storage"," "
"01/01/2020 08:00:00 - 01/01/2020 09:00:00","BZN|ES","Hydro Run-of-river and poundage","1402.00"
"01/01/2020 08:00:00 - 01/01/2020 09:00:00","BZN|ES","Hydro Water Reservoir","4532.00"
"01/01/2020 08:00:00 - 01/01/2020 09:00:00","BZN|ES","Marine","0.00"
"01/01/2020 08:00:00 - 01/01/2020 09:00:00","BZN|ES","Nuclear","7096.00"
"01/01/2020 08:00:00 - 01/01/2020 09:00:00","BZN|ES","Other renewable","102.00"
"01/01/2020 08:00:00 - 01/01/2020 09:00:00","BZN|ES","Solar","67.00"
"01/01/2020 08:00:00 - 01/01/2020 09:00:00","BZN|ES","Waste","263.00"
"01/01/2020 08:00:00 - 01/01/2020 09:00:00","BZN|ES","Wind Offshore","0.00"
"01/01/2020 08:00:00 - 01/01/2020 09:00:00","BZN|ES","Wind Onshore","1400.00"
"01/01/2020 08:00:00 - 01/01/2020 09:00:00","BZN|ES","Other","14.00"
"01/01/2020 08:00:00 - 01/01/2020 09:00:00","BZN|ES","Energy storage","n/e"
"01/01/2020 09:00:00 - 01/01/2020 10:00:00","BZN|ES","Biomass","265.00"
"01/01/2020 09:00:00 - 01/01/2020 10:00:00","BZN|ES","Fossil Brown coal/Lignite","0.00"
"01/01/2020 09:00:00 - 01/01/2020 10:00:00","BZN|ES","Fossil Coal-derived gas","0.00"
"01/01/2020 09:00:00 - 01/01/2020 10:00:00","BZN|ES","Fossil Gas","6159.00"
"01/01/2020 09:00:00 - 01/01/2020 10:00:00","BZN|ES","Fossil Hard coal","394.00"
"01/01/2020 09:00:00 - 01/01/2020 10:00:00","BZN|ES","Fossil Oil","100.00"
"01/01/2020 09:00:00 - 01/01/2020 10:00:00","BZN|ES","Fossil Oil shale","0.00"
"01/01/2020 09:00:00 - 01/01/2020 10:00:00","BZN|ES","Fossil Peat","0.00"
"01/01/2020 09:00:00 - 01/01/2020 10:00:00","BZN|ES","Geothermal","0.00"
"01/01/2020 09:00:00 - 01/01/2020 10:00:00","BZN|ES","Hydro Pumped Storage"," "
"01/01/2020 09:00:00 - 01/01/2020 10:00:00","BZN|ES","Hydro Run-of-river and poundage","1404.00"
"01/01/2020 09:00:00 - 01/01/2020 10:00:00","BZN|ES","Hydro Water Reservoir","4533.00"
"01/01/2020 09:00:00 - 01/01/2020 10:00:00","BZN|ES","Marine","0.00"
"01/01/2020 09:00:00 - 01/01/2020 10:00:00","BZN|ES","Nuclear","7097.00"
"01/01/2020 09:00:00 - 01/01/2020 10:00:00","BZN|ES","Other renewable","104.00"
"01/01/2020 09:00:00 - 01/01/2020 10:00:00","BZN|ES","Solar","855.00"
"01/01/2020 09:00:00 - 01/01/2020 10:00:00","BZN|ES","Waste","263.00"
"01/01/2020 09:00:00 - 01/01/2020 10:00:00","BZN|ES","Wind Offshore","0.00"
"01/01/2020 09:00:00 - 01/01/2020 10:00:00","BZN|ES","Wind Onshore","1184.00"
"01/01/2020 09:00:00 - 01/01/2020 10:00:00","BZN|ES","Other","14.00"
"01/01/2020 09:00:00 - 01/01/2020 10:00:00","BZN|ES","Energy storage","n/e"
"01/01/2020 10:00:00 - 01/01/2020 11:00:00","BZN|ES","Biomass","259.00"
"01/01/2020 10:00:00 - 01/01/2020 11:00:00","BZN|ES","Fossil Brown coal/Lignite","0.00"
"01/01/2020 10:00:00 - 01/01/2020 11:00:00","BZN|ES","Fossil Coal-derived gas","0.00"
"01/01/2020 10:00:00 - 01/01/2020 11:00:00","BZN|ES","Fossil Gas","5750.00"
"01/01/2020 10:00:00 - 01/01/2020 11:00:00","BZN|ES","Fossil Hard coal","395.00"
"01/01/2020 10:00:00 - 01/01/2020 11:00:00","BZN|ES","Fossil Oil","111.00"
"01/01/2020 10:00:00 - 01/01/2020 11:00:00","BZN|ES","Fossil Oil shale","0.00"
"01/01/2020 10:00:00 - 01/01/2020 11:00:00","BZN|ES","Fossil Peat","0.00"
"01/01/2020 10:00:00 - 01/01/2020 11:00:00","BZN|ES","Geothermal","0.00"
"01/01/2020 10:00:00 - 01/01/2020 11:00:00","BZN|ES","Hydro Pumped Storage"," "
"01/01/2020 10:00:00 - 01/01/2020 11:00:00","BZN|ES","Hydro Run-of-river and poundage","1406.00"
"01/01/2020 10:00:00 - 01/01/2020 11:00:00","BZN|ES","Hydro Water Reservoir","4986.00"
"01/01/2020 10:00:00 - 01/01/2020 11:00:00","BZN|ES","Marine","0.00"
"01/01/2020 10:00:00 - 01/01/2020 11:00:00","BZN|ES","Nuclear","7096.00"
"01/01/2020 10:00:00 - 01/01/2020 11:00:00","BZN|ES","Other renewable","103.00"
"01/01/2020 10:00:00 - 01/01/2020 11:00:00","BZN|ES","Solar","2306.00"
"01/01/2020 10:00:00 - 01/01/2020 11:00:00","BZN|ES","Waste","261.00"
"01/01/2020 10:00:00 - 01/01/2020 11:00:00","BZN|ES","Wind Offshore","0.00"
"01/01/2020 10:00:00 - 01/01/2020 11:00:00","BZN|ES","Wind Onshore","977.00"
"01/01/2020 10:00:00 - 01/01/2020 11:00:00","BZN|ES","Other","15.00"
"01/01/2020 10:00:00 - 01/01/2020 11:00:00","BZN|ES","Energy storage","n/e"
"01/01/2020 11:00:00 - 01/01/2020 12:00:00","BZN|ES","Biomass","256.00"
"01/01/2020 11:00:00 - 01/01/2020 12:00:00","BZN|ES","Fossil Brown coal/Lignite","0.00"
"01/01/2020 11:00:00 - 01/01/2020 12:00:00","BZN|ES","Fossil Coal-derived gas","0.00"
"01/01/2020 11:00:00 - 01/01/2020 12:00:00","BZN|ES","Fossil Gas","6116.00"
"01/01/2020 11:00:00 - 01/01/2020 12:00:00","BZN|ES","Fossil Hard coal","394.00"
"01/01/2020 11:00:00 - 01/01/2020 12:00:00","BZN|ES","Fossil Oil","114.00"
"01/01/2020 11:00:00 - 01/01/2020 12:00:00","BZN|ES","Fossil Oil shale","0.00"
"01/01/2020 11:00:00 - 01/01/2020 12:00:00","BZN|ES","Fossil Peat","0.00"
"01/01/2020 11:00:00 - 01/01/2020 12:00:00","BZN|ES","Geothermal","0.00"
"01/01/2020 11:00:00 - 01/01/2020 12:00:00","BZN|ES","Hydro Pumped Storage"," "
"01/01/2020 11:00:00 - 01/01/2020 12:00:00","BZN|ES","Hydro Run-of-river and poundage","1434.00"
"01/01/2020 11:00:00 - 01/01/2020 12:00:00","BZN|ES","Hydro Water Reservoir","5312.00"
"01/01/2020 11:00:00 - 01/01/2020 12:00:00","BZN|ES","Marine","0.00"
"01/01/2020 11:00:00 - 01/01/2020 12:00:00","BZN|ES","Nuclear","7096.00"
"01/01/2020 11:00:00 - 01/01/2020 12:00:00","BZN|ES","Other renewable","104.00"
"01/01/2020 11:00:00 - 01/01/2020 12:00:00","BZN|ES","Solar","3415.00"
"01/01/2020 11:00:00 - 01/01/2020 12:00:00","BZN|ES","Waste","262.00"
"01/01/2020 11:00:00 - 01/01/2020 12:00:00","BZN|ES","Wind Offshore","0.00"
"01/01/2020 11:00:00 - 01/01/2020 12:00:00","BZN|ES","Wind Onshore","777.00"
"01/01/2020 11:00:00 - 01/01/2020 12:00:00","BZN|ES","Other","15.00"
"01/01/2020 11:00:00 - 01/01/2020 12:00:00","BZN|ES","Energy storage","n/e"
"01/01/2020 12:00:00 - 01/01/2020 13:00:00","BZN|ES","Biomass","257.00"
"01/01/2020 12:00:00 - 01/01/2020 13:00:00","BZN|ES","Fossil Brown coal/Lignite","0.00"
"01/01/2020 12:00:00 - 01/01/2020 13:00:00","BZN|ES","Fossil Coal-derived gas","0.00"
"01/01/2020 12:00:00 - 01/01/2020 13:00:00","BZN|ES","Fossil Gas","6388.00"
"01/01/2020 12:00:00 - 01/01/2020 13:00:00","BZN|ES","Fossil Hard coal","394.00"
"01/01/2020 12:00:00 - 01/01/2020 13:00:00","BZN|ES","Fossil Oil","118.00"
"01/01/2020 12:00:00 - 01/01/2020 13:00:00","BZN|ES","Fossil Oil shale","0.00"
"01/01/2020 12:00:00 - 01/01/2020 13:00:00","BZN|ES","Fossil Peat","0.00"
"01/01/2020 12:00:00 - 01/01/2020 13:00:00","BZN|ES","Geothermal","0.00"
"01/01/2020 12:00:00 - 01/01/2020 13:00:00","BZN|ES","Hydro Pumped Storage"," "
"01/01/2020 12:00:00 - 01/01/2020 13:00:00","BZN|ES","Hydro Run-of-river and poundage","1438.00"
"01/01/2020 12:00:00 - 01/01/2020 13:00:00","BZN|ES","Hydro Water Reservoir","5314.00"
"01/01/2020 12:00:00 - 01/01/2020 13:00:00","BZN|ES","Marine","0.00"
"01/01/2020 12:00:00 - 01/01/2020 13:00:00","BZN|ES","Nuclear","7095.00"
"01/01/2020 12:00:00 - 01/01/2020 13:00:00","BZN|ES","Other renewable","107.00"
"01/01/2020 12:00:00 - 01/01/2020 13:00:00","BZN|ES","Solar","4124.00"
"01/01/2020 12:00:00 - 01/01/2020 13:00:00","BZN|ES","Waste","261.00"
"01/01/2020 12:00:00 - 01/01/2020 13:00:00","BZN|ES","Wind Offshore","0.00"
"01/01/2020 12:00:00 - 01/01/2020 13:00:00","BZN|ES","Wind Onshore","661.00"
"01/01/2020 12:00:00 - 01/01/2020 13:00:00","BZN|ES","Other","14.00"
"01/01/2020 12:00:00 - 01/01/2020 13:00:00","BZN|ES","Energy storage","n/e"
"01/01/2020 13:00:00 - 01/01/2020 14:00:00","BZN|ES","Biomass","257.00"
"01/01/2020 13:00:00 - 01/01/2020 14:00:00","BZN|ES","Fossil Brown coal/Lignite","0.00"
"01/01/2020 13:00:00 - 01/01/2020 14:00:00","BZN|ES","Fossil Coal-derived gas","0.00"
"01/01/2020 13:00:00 - 01/01/2020 14:00:00","BZN|ES","Fossil Gas","6049.00"
"01/01/2020 13:00:00 - 01/01/2020 14:00:00","BZN|ES","Fossil Hard coal","395.00"
"01/01/2020 13:00:00 - 01/01/2020 14:00:00","BZN|ES","Fossil Oil","118.00"
"01/01/2020 13:00:00 - 01/01/2020 14:00:00","BZN|ES","Fossil Oil shale","0.00"
"01/01/2020 13:00:00 - 01/01/2020 14:00:00","BZN|ES","Fossil Peat","0.00"
"01/01/2020 13:00:00 - 01/01/2020 14:00:00","BZN|ES","Geothermal","0.00"
