"MTU (CET/CEST)","Area","Production Type","Generation (MW)"
"08/01/2020 15:00:00 - 08/01/2020 16:00:00","BZN|ES","Marine","0.00"
"08/01/2020 15:00:00 - 08/01/2020 16:00:00","BZN|ES","Nuclear","7097.00"
"08/01/2020 15:00:00 - 08/01/2020 16:00:00","BZN|ES","Other renewable","114.00"
"08/01/2020 15:00:00 - 08/01/2020 16:00:00","BZN|ES","Solar","4753.00"
"08/01/2020 15:00:00 - 08/01/2020 16:00:00","BZN|ES","Waste","285.00"
"08/01/2020 15:00:00 - 08/01/2020 16:00:00","BZN|ES","Wind Offshore","0.00"
"08/01/2020 15:00:00 - 08/01/2020 16:00:00","BZN|ES","Wind Onshore","1117.00"
"08/01/2020 15:00:00 - 08/01/2020 16:00:00","BZN|ES","Other","13.00"
"08/01/2020 15:00:00 - 08/01/2020 16:00:00","BZN|ES","Energy storage","n/e"
"08/01/2020 16:00:00 - 08/01/2020 17:00:00","BZN|ES","Biomass","424.00"
"08/01/2020 16:00:00 - 08/01/2020 17:00:00","BZN|ES","Fossil Brown coal/Lignite","0.00"
"08/01/2020 16:00:00 - 08/01/2020 17:00:00","BZN|ES","Fossil Coal-derived gas","0.00"
"08/01/2020 16:00:00 - 08/01/2020 17:00:00","BZN|ES","Fossil Gas","10186.00"
"08/01/2020 16:00:00 - 08/01/2020 17:00:00","BZN|ES","Fossil Hard coal","1142.00"
"08/01/2020 16:00:00 - 08/01/2020 17:00:00","BZN|ES","Fossil Oil","254.00"
"08/01/2020 16:00:00 - 08/01/2020 17:00:00","BZN|ES","Fossil Oil shale","0.00"
"08/01/2020 16:00:00 - 08/01/2020 17:00:00","BZN|ES","Fossil Peat","0.00"
"08/01/2020 16:00:00 - 08/01/2020 17:00:00","BZN|ES","Geothermal","0.00"
"08/01/2020 16:00:00 - 08/01/2020 17:00:00","BZN|ES","Hydro Pumped Storage"," "
"08/01/2020 16:00:00 - 08/01/2020 17:00:00","BZN|ES","Hydro Run-of-river and poundage","1327.00"
"08/01/2020 16:00:00 - 08/01/2020 17:00:00","BZN|ES","Hydro Water Reservoir","4916.00"
"08/01/2020 16:00:00 - 08/01/2020 17:00:00","BZN|ES","Marine","0.00"
"08/01/2020 16:00:00 - 08/01/2020 17:00:00","BZN|ES","Nuclear","7098.00"
"08/01/2020 16:00:00 - 08/01/2020 17:00:00","BZN|ES","Other renewable","114.00"
"08/01/2020 16:00:00 - 08/01/2020 17:00:00","BZN|ES","Solar","3773.00"
"08/01/2020 16:00:00 - 08/01/2020 17:00:00","BZN|ES","Waste","289.00"
"08/01/2020 16:00:00 - 08/01/2020 17:00:00","BZN|ES","Wind Offshore","0.00"
"08/01/2020 16:00:00 - 08/01/2020 17:00:00","BZN|ES","Wind Onshore","1076.00"
"08/01/2020 16:00:00 - 08/01/2020 17:00:00","BZN|ES","Other","14.00"
"08/01/2020 16:00:00 - 08/01/2020 17:00:00","BZN|ES","Energy storage","n/e"
"08/01/2020 17:00:00 - 08/01/2020 18:00:00","BZN|ES","Biomass","421.00"
"08/01/2020 17:00:00 - 08/01/2020 18:00:00","BZN|ES","Fossil Brown coal/Lignite","0.00"
"08/01/2020 17:00:00 - 08/01/2020 18:00:00","BZN|ES","Fossil Coal-derived gas","0.00"
"08/01/2020 17:00:00 - 08/01/2020 18:00:00","BZN|ES","Fossil Gas","10901.00"
"08/01/2020 17:00:00 - 08/01/2020 18:00:00","BZN|ES","Fossil Hard coal","1307.00"
"08/01/2020 17:00:00 - 08/01/2020 18:00:00","BZN|ES","Fossil Oil","274.00"
"08/01/2020 17:00:00 - 08/01/2020 18:00:00","BZN|ES","Fossil Oil shale","0.00"
"08/01/2020 17:00:00 - 08/01/2020 18:00:00","BZN|ES","Fossil Peat","0.00"
"08/01/2020 17:00:00 - 08/01/2020 18:00:00","BZN|ES","Geothermal","0.00"
"08/01/2020 17:00:00 - 08/01/2020 18:00:00","BZN|ES","Hydro Pumped Storage"," "
"08/01/2020 17:00:00 - 08/01/2020 18:00:00","BZN|ES","Hydro Run-of-river and poundage","1423.00"
"08/01/2020 17:00:00 - 08/01/2020 18:00:00","BZN|ES","Hydro Water Reservoir","6177.00"
"08/01/2020 17:00:00 - 08/01/2020 18:00:00","BZN|ES","Marine","0.00"
"08/01/2020 17:00:00 - 08/01/2020 18:00:00","BZN|ES","Nuclear","7096.00"
"08/01/2020 17:00:00 - 08/01/2020 18:00:00","BZN|ES","Other renewable","113.00"
"08/01/2020 17:00:00 - 08/01/2020 18:00:00","BZN|ES","Solar","1667.00"
"08/01/2020 17:00:00 - 08/01/2020 18:00:00","BZN|ES","Waste","293.00"
"08/01/2020 17:00:00 - 08/01/2020 18:00:00","BZN|ES","Wind Offshore","0.00"
"08/01/2020 17:00:00 - 08/01/2020 18:00:00","BZN|ES","Wind Onshore","1245.00"
"08/01/2020 17:00:00 - 08/01/2020 18:00:00","BZN|ES","Other","18.00"
"08/01/2020 17:00:00 - 08/01/2020 18:00:00","BZN|ES","Energy storage","n/e"
"08/01/2020 18:00:00 - 08/01/2020 19:00:00","BZN|ES","Biomass","424.00"
"08/01/2020 18:00:00 - 08/01/2020 19:00:00","BZN|ES","Fossil Brown coal/Lignite","0.00"
"08/01/2020 18:00:00 - 08/01/2020 19:00:00","BZN|ES","Fossil Coal-derived gas","0.00"
"08/01/2020 18:00:00 - 08/01/2020 19:00:00","BZN|ES","Fossil Gas","11942.00"
"08/01/2020 18:00:00 - 08/01/2020 19:00:00","BZN|ES","Fossil Hard coal","1397.00"
"08/01/2020 18:00:00 - 08/01/2020 19:00:00","BZN|ES","Fossil Oil","273.00"
"08/01/2020 18:00:00 - 08/01/2020 19:00:00","BZN|ES","Fossil Oil shale","0.00"
"08/01/2020 18:00:00 - 08/01/2020 19:00:00","BZN|ES","Fossil Peat","0.00"
"08/01/2020 18:00:00 - 08/01/2020 19:00:00","BZN|ES","Geothermal","0.00"
"08/01/2020 18:00:00 - 08/01/2020 19:00:00","BZN|ES","Hydro Pumped Storage"," "
"08/01/2020 18:00:00 - 08/01/2020 19:00:00","BZN|ES","Hydro Run-of-river and poundage","1490.00"
"08/01/2020 18:00:00 - 08/01/2020 19:00:00","BZN|ES","Hydro Water Reservoir","7541.00"
"08/01/2020 18:00:00 - 08/01/2020 19:00:00","BZN|ES","Marine","0.00"
"08/01/2020 18:00:00 - 08/01/2020 19:00:00","BZN|ES","Nuclear","7094.00"
"08/01/2020 18:00:00 - 08/01/2020 19:00:00","BZN|ES","Other renewable","109.00"
"08/01/2020 18:00:00 - 08/01/2020 19:00:00","BZN|ES","Solar","262.00"
"08/01/2020 18:00:00 - 08/01/2020 19:00:00","BZN|ES","Waste","295.00"
"08/01/2020 18:00:00 - 08/01/2020 19:00:00","BZN|ES","Wind Offshore","0.00"
"08/01/2020 18:00:00 - 08/01/2020 19:00:00","BZN|ES","Wind Onshore","1713.00"
"08/01/2020 18:00:00 - 08/01/2020 19:00:00","BZN|ES","Other","14.00"
"08/01/2020 18:00:00 - 08/01/2020 19:00:00","BZN|ES","Energy storage","n/e"
"08/01/2020 19:00:00 - 08/01/2020 20:00:00","BZN|ES","Biomass","417.00"
"08/01/2020 19:00:00 - 08/01/2020 20:00:00","BZN|ES","Fossil Brown coal/Lignite","0.00"
"08/01/2020 19:00:00 - 08/01/2020 20:00:00","BZN|ES","Fossil Coal-derived gas","0.00"
"08/01/2020 19:00:00 - 08/01/2020 20:00:00","BZN|ES","Fossil Gas","11847.00"
"08/01/2020 19:00:00 - 08/01/2020 20:00:00","BZN|ES","Fossil Hard coal","1403.00"
"08/01/2020 19:00:00 - 08/01/2020 20:00:00","BZN|ES","Fossil Oil","269.00"
"08/01/2020 19:00:00 - 08/01/2020 20:00:00","BZN|ES","Fossil Oil shale","0.00"
"08/01/2020 19:00:00 - 08/01/2020 20:00:00","BZN|ES","Fossil Peat","0.00"
"08/01/2020 19:00:00 - 08/01/2020 20:00:00","BZN|ES","Geothermal","0.00"
"08/01/2020 19:00:00 - 08/01/2020 20:00:00","BZN|ES","Hydro Pumped Storage"," "
"08/01/2020 19:00:00 - 08/01/2020 20:00:00","BZN|ES","Hydro Run-of-river and poundage","1481.00"
"08/01/2020 19:00:00 - 08/01/2020 20:00:00","BZN|ES","Hydro Water Reservoir","7476.00"
"08/01/2020 19:00:00 - 08/01/2020 20:00:00","BZN|ES","Marine","0.00"
"08/01/2020 19:00:00 - 08/01/2020 20:00:00","BZN|ES","Nuclear","7096.00"
"08/01/2020 19:00:00 - 08/01/2020 20:00:00","BZN|ES","Other renewable","109.00"
"08/01/2020 19:00:00 - 08/01/2020 20:00:00","BZN|ES","Solar","32.00"
"08/01/2020 19:00:00 - 08/01/2020 20:00:00","BZN|ES","Waste","294.00"
"08/01/2020 19:00:00 - 08/01/2020 20:00:00","BZN|ES","Wind Offshore","0.00"
"08/01/2020 19:00:00 - 08/01/2020 20:00:00","BZN|ES","Wind Onshore","2200.00"
"08/01/2020 19:00:00 - 08/01/2020 20:00:00","BZN|ES","Other","15.00"
"08/01/2020 19:00:00 - 08/01/2020 20:00:00","BZN|ES","Energy storage","n/e"
"08/01/2020 20:00:00 - 08/01/2020 21:00:00","BZN|ES","Biomass","412.00"
"08/01/2020 20:00:00 - 08/01/2020 21:00:00","BZN|ES","Fossil Brown coal/Lignite","0.00"
"08/01/2020 20:00:00 - 08/01/2020 21:00:00","BZN|ES","Fossil Coal-derived gas","0.00"
"08/01/2020 20:00:00 - 08/01/2020 21:00:00","BZN|ES","Fossil Gas","11001.00"
"08/01/2020 20:00:00 - 08/01/2020 21:00:00","BZN|ES","Fossil Hard coal","1400.00"
"08/01/2020 20:00:00 - 08/01/2020 21:00:00","BZN|ES","Fossil Oil","279.00"
"08/01/2020 20:00:00 - 08/01/2020 21:00:00","BZN|ES","Fossil Oil shale","0.00"
"08/01/2020 20:00:00 - 08/01/2020 21:00:00","BZN|ES","Fossil Peat","0.00"
"08/01/2020 20:00:00 - 08/01/2020 21:00:00","BZN|ES","Geothermal","0.00"
"08/01/2020 20:00:00 - 08/01/2020 21:00:00","BZN|ES","Hydro Pumped Storage"," "
"08/01/2020 20:00:00 - 08/01/2020 21:00:00","BZN|ES","Hydro Run-of-river and poundage","1492.00"
"08/01/2020 20:00:00 - 08/01/2020 21:00:00","BZN|ES","Hydro Water Reservoir","7592.00"
"08/01/2020 20:00:00 - 08/01/2020 21:00:00","BZN|ES","Marine","0.00"
"08/01/2020 20:00:00 - 08/01/2020 21:00:00","BZN|ES","Nuclear","7097.00"
"08/01/2020 20:00:00 - 08/01/2020 21:00:00","BZN|ES","Other renewable","112.00"
"08/01/2020 20:00:00 - 08/01/2020 21:00:00","BZN|ES","Solar","22.00"
"08/01/2020 20:00:00 - 08/01/2020 21:00:00","BZN|ES","Waste","295.00"
"08/01/2020 20:00:00 - 08/01/2020 21:00:00","BZN|ES","Wind Offshore","0.00"
"08/01/2020 20:00:00 - 08/01/2020 21:00:00","BZN|ES","Wind Onshore","2706.00"
"08/01/2020 20:00:00 - 08/01/2020 21:00:00","BZN|ES","Other","16.00"
"08/01/2020 20:00:00 - 08/01/2020 21:00:00","BZN|ES","Energy storage","n/e"
"08/01/2020 21:00:00 - 08/01/2020 22:00:00","BZN|ES","Biomass","421.00"
"08/01/2020 21:00:00 - 08/01/2020 22:00:00","BZN|ES","Fossil Brown coal/Lignite","0.00"
"08/01/2020 21:00:00 - 08/01/2020 22:00:00","BZN|ES","Fossil Coal-derived gas","0.00"
"08/01/2020 21:00:00 - 08/01/2020 22:00:00","BZN|ES","Fossil Gas","10212.00"
"08/01/2020 21:00:00 - 08/01/2020 22:00:00","BZN|ES","Fossil Hard coal","1400.00"
"08/01/2020 21:00:00 - 08/01/2020 22:00:00","BZN|ES","Fossil Oil","276.00"
"08/01/2020 21:00:00 - 08/01/2020 22:00:00","BZN|ES","Fossil Oil shale","0.00"
"08/01/2020 21:00:00 - 08/01/2020 22:00:00","BZN|ES","Fossil Peat","0.00"
"08/01/2020 21:00:00 - 08/01/2020 22:00:00","BZN|ES","Geothermal","0.00"
"08/01/2020 21:00:00 - 08/01/2020 22:00:00","BZN|ES","Hydro Pumped Storage"," "
"08/01/2020 21:00:00 - 08/01/2020 22:00:00","BZN|ES","Hydro Run-of-river and poundage","1346.00"
"08/01/2020 21:00:00 - 08/01/2020 22:00:00","BZN|ES","Hydro Water Reservoir","7244.00"
"08/01/2020 21:00:00 - 08/01/2020 22:00:00","BZN|ES","Marine","0.00"
"08/01/2020 21:00:00 - 08/01/2020 22:00:00","BZN|ES","Nuclear","7097.00"
"08/01/2020 21:00:00 - 08/01/2020 22:00:00","BZN|ES","Other renewable","112.00"
"08/01/2020 21:00:00 - 08/01/2020 22:00:00","BZN|ES","Solar","20.00"
"08/01/2020 21:00:00 - 08/01/2020 22:00:00","BZN|ES","Waste","295.00"
"08/01/2020 21:00:00 - 08/01/2020 22:00:00","BZN|ES","Wind Offshore","0.00"
"08/01/2020 21:00:00 - 08/01/2020 22:00:00","BZN|ES","Wind Onshore","3131.00"
"08/01/2020 21:00:00 - 08/01/2020 22:00:00","BZN|ES","Other","16.00"
"08/01/2020 21:00:00 - 08/01/2020 22:00:00","BZN|ES","Energy storage","n/e"
"08/01/2020 22:00:00 - 08/01/2020 23:00:00","BZN|ES","Biomass","419.00"
"08/01/2020 22:00:00 - 08/01/2020 23:00:00","BZN|ES","Fossil Brown coal/Lignite","0.00"
"08/01/2020 22:00:00 - 08/01/2020 23:00:00","BZN|ES","Fossil Coal-derived gas","0.00"
"08/01/2020 22:00:00 - 08/01/2020 23:00:00","BZN|ES","Fossil Gas","9942.00"
"08/01/2020 22:00:00 - 08/01/2020 23:00:00","BZN|ES","Fossil Hard coal","1374.00"
"08/01/2020 22:00:00 - 08/01/2020 23:00:00","BZN|ES","Fossil Oil","242.00"
"08/01/2020 22:00:00 - 08/01/2020 23:00:00","BZN|ES","Fossil Oil shale","0.00"
"08/01/2020 22:00:00 - 08/01/2020 23:00:00","BZN|ES","Fossil Peat","0.00"
"08/01/2020 22:00:00 - 08/01/2020 23:00:00","BZN|ES","Geothermal","0.00"
"08/01/2020 22:00:00 - 08/01/2020 23:00:00","BZN|ES","Hydro Pumped Storage"," "
"08/01/2020 22:00:00 - 08/01/2020 23:00:00","BZN|ES","Hydro Run-of-river and poundage","1287.00"
"08/01/2020 22:00:00 - 08/01/2020 23:00:00","BZN|ES","Hydro Water Reservoir","5387.00"
"08/01/2020 22:00:00 - 08/01/2020 23:00:00","BZN|ES","Marine","0.00"
"08/01/2020 22:00:00 - 08/01/2020 23:00:00","BZN|ES","Nuclear","7098.00"
"08/01/2020 22:00:00 - 08/01/2020 23:00:00","BZN|ES","Other renewable","109.00"
"08/01/2020 22:00:00 - 08/01/2020 23:00:00","BZN|ES","Solar","20.00"
"08/01/2020 22:00:00 - 08/01/2020 23:00:00","BZN|ES","Waste","297.00"
"08/01/2020 22:00:00 - 08/01/2020 23:00:00","BZN|ES","Wind Offshore","0.00"
"08/01/2020 22:00:00 - 08/01/2020 23:00:00","BZN|ES","Wind Onshore","3553.00"
"08/01/2020 22:00:00 - 08/01/2020 23:00:00","BZN|ES","Other","15.00"
"08/01/2020 22:00:00 - 08/01/2020 23:00:00","BZN|ES","Energy storage","n/e"
"08/01/2020 23:00:00 - 09/01/2020 00:00:00","BZN|ES","Biomass","422.00"
"08/01/2020 23:00:00 - 09/01/2020 00:00:00","BZN|ES","Fossil Brown coal/Lignite","0.00"
"08/01/2020 23:00:00 - 09/01/2020 00:00:00","BZN|ES","Fossil Coal-derived gas","0.00"
"08/01/2020 23:00:00 - 09/01/2020 00:00:00","BZN|ES","Fossil Gas","8388.00"
"08/01/2020 23:00:00 - 09/01/2020 00:00:00","BZN|ES","Fossil Hard coal","1361.00"
"08/01/2020 23:00:00 - 09/01/2020 00:00:00","BZN|ES","Fossil Oil","227.00"
"08/01/2020 23:00:00 - 09/01/2020 00:00:00","BZN|ES","Fossil Oil shale","0.00"
"08/01/2020 23:00:00 - 09/01/2020 00:00:00","BZN|ES","Fossil Peat","0.00"
"08/01/2020 23:00:00 - 09/01/2020 00:00:00","BZN|ES","Geothermal","0.00"
"08/01/2020 23:00:00 - 09/01/2020 00:00:00","BZN|ES","Hydro Pumped Storage"," "
"08/01/2020 23:00:00 - 09/01/2020 00:00:00","BZN|ES","Hydro Run-of-river and poundage","1257.00"
"08/01/2020 23:00:00 - 09/01/2020 00:00:00","BZN|ES","Hydro Water Reservoir","4417.00"
"08/01/2020 23:00:00 - 09/01/2020 00:00:00","BZN|ES","Marine","0.00"
"08/01/2020 23:00:00 - 09/01/2020 00:00:00","BZN|ES","Nuclear","7098.00"
"08/01/2020 23:00:00 - 09/01/2020 00:00:00","BZN|ES","Other renewable","109.00"
"08/01/2020 23:00:00 - 09/01/2020 00:00:00","BZN|ES","Solar","20.00"
"08/01/2020 23:00:00 - 09/01/2020 00:00:00","BZN|ES","Waste","293.00"
"08/01/2020 23:00:00 - 09/01/2020 00:00:00","BZN|ES","Wind Offshore","0.00"
"08/01/2020 23:00:00 - 09/01/2020 00:00:00","BZN|ES","Wind Onshore","3899.00"
"08/01/2020 23:00:00 - 09/01/2020 00:00:00","BZN|ES","Other","15.00"
"08/01/2020 23:00:00 - 09/01/2020 00:00:00","BZN|ES","Energy storage","n/e"
"09/01/2020 00:00:00 - 09/01/2020 01:00:00","BZN|ES","Biomass","423.00"
"09/01/2020 00:00:00 - 09/01/2020 01:00:00","BZN|ES","Fossil Brown coal/Lignite","0.00"
"09/01/2020 00:00:00 - 09/01/2020 01:00:00","BZN|ES","Fossil Coal-derived gas","0.00"
"09/01/2020 00:00:00 - 09/01/2020 01:00:00","BZN|ES","Fossil Gas","6608.00"
"09/01/2020 00:00:00 - 09/01/2020 01:00:00","BZN|ES","Fossil Hard coal","1247.00"
"09/01/2020 00:00:00 - 09/01/2020 01:00:00","BZN|ES","Fossil Oil","204.00"
"09/01/2020 00:00:00 - 09/01/2020 01:00:00","BZN|ES","Fossil Oil shale","0.00"
"09/01/2020 00:00:00 - 09/01/2020 01:00:00","BZN|ES","Fossil Peat","0.00"
"09/01/2020 00:00:00 - 09/01/2020 01:00:00","BZN|ES","Geothermal","0.00"
"09/01/2020 00:00:00 - 09/01/2020 01:00:00","BZN|ES","Hydro Pumped Storage"," "
"09/01/2020 00:00:00 - 09/01/2020 01:00:00","BZN|ES","Hydro Run-of-river and poundage","1207.00"
"09/01/2020 00:00:00 - 09/01/2020 01:00:00","BZN|ES","Hydro Water Reservoir","3887.00"
"09/01/2020 00:00:00 - 09/01/2020 01:00:00","BZN|ES","Marine","0.00"
"09/01/2020 00:00:00 - 09/01/2020 01:00:00","BZN|ES","Nuclear","7098.00"
"09/01/2020 00:00:00 - 09/01/2020 01:00:00","BZN|ES","Other renewable","101.00"
"09/01/2020 00:00:00 - 09/01/2020 01:00:00","BZN|ES","Solar","20.00"
"09/01/2020 00:00:00 - 09/01/2020 01:00:00","BZN|ES","Waste","295.00"
"09/01/2020 00:00:00 - 09/01/2020 01:00:00","BZN|ES","Wind Offshore","0.00"
"09/01/2020 00:00:00 - 09/01/2020 01:00:00","BZN|ES","Wind Onshore","4071.00"
"09/01/2020 00:00:00 - 09/01/2020 01:00:00","BZN|ES","Other","14.00"
"09/01/2020 00:00:00 - 09/01/2020 01:00:00","BZN|ES","Energy storage","n/e"
"09/01/2020 01:00:00 - 09/01/2020 02:00:00","BZN|ES","Biomass","417.00"
"09/01/2020 01:00:00 - 09/01/2020 02:00:00","BZN|ES","Fossil Brown coal/Lignite","0.00"
"09/01/2020 01:00:00 - 09/01/2020 02:00:00","BZN|ES","Fossil Coal-derived gas","0.00"
"09/01/2020 01:00:00 - 09/01/2020 02:00:00","BZN|ES","Fossil Gas","6067.00"
"09/01/2020 01:00:00 - 09/01/2020 02:00:00","BZN|ES","Fossil Hard coal","1127.00"
"09/01/2020 01:00:00 - 09/01/2020 02:00:00","BZN|ES","Fossil Oil","196.00"
"09/01/2020 01:00:00 - 09/01/2020 02:00:00","BZN|ES","Fossil Oil shale","0.00"
"09/01/2020 01:00:00 - 09/01/2020 02:00:00","BZN|ES","Fossil Peat","0.00"
"09/01/2020 01:00:00 - 09/01/2020 02:00:00","BZN|ES","Geothermal","0.00"
"09/01/2020 01:00:00 - 09/01/2020 02:00:00","BZN|ES","Hydro Pumped Storage"," "
"09/01/2020 01:00:00 - 09/01/2020 02:00:00","BZN|ES","Hydro Run-of-river and poundage","1129.00"
"09/01/2020 01:00:00 - 09/01/2020 02:00:00","BZN|ES","Hydro Water Reservoir","3471.00"
"09/01/2020 01:00:00 - 09/01/2020 02:00:00","BZN|ES","Marine","0.00"
"09/01/2020 01:00:00 - 09/01/2020 02:00:00","BZN|ES","Nuclear","7098.00"
"09/01/2020 01:00:00 - 09/01/2020 02:00:00","BZN|ES","Other renewable","100.00"
"09/01/2020 01:00:00 - 09/01/2020 02:00:00","BZN|ES","Solar","19.00"
"09/01/2020 01:00:00 - 09/01/2020 02:00:00","BZN|ES","Waste","297.00"
"09/01/2020 01:00:00 - 09/01/2020 02:00:00","BZN|ES","Wind Offshore","0.00"
"09/01/2020 01:00:00 - 09/01/2020 02:00:00","BZN|ES","Wind Onshore","4360.00"
"09/01/2020 01:00:00 - 09/01/2020 02:00:00","BZN|ES","Other","15.00"
"09/01/2020 01:00:00 - 09/01/2020 02:00:00","BZN|ES","Energy storage","n/e"
"09/01/2020 02:00:00 - 09/01/2020 03:00:00","BZN|ES","Biomass","411.00"
"09/01/2020 02:00:00 - 09/01/2020 03:00:00","BZN|ES","Fossil Brown coal/Lignite","0.00"
"09/01/2020 02:00:00 - 09/01/2020 03:00:00","BZN|ES","Fossil Coal-derived gas","0.00"
"09/01/2020 02:00:00 - 09/01/2020 03:00:00","BZN|ES","Fossil Gas","5627.00"
"09/01/2020 02:00:00 - 09/01/2020 03:00:00","BZN|ES","Fossil Hard coal","1127.00"
"09/01/2020 02:00:00 - 09/01/2020 03:00:00","BZN|ES","Fossil Oil","196.00"
"09/01/2020 02:00:00 - 09/01/2020 03:00:00","BZN|ES","Fossil Oil shale","0.00"
"09/01/2020 02:00:00 - 09/01/2020 03:00:00","BZN|ES","Fossil Peat","0.00"
"09/01/2020 02:00:00 - 09/01/2020 03:00:00","BZN|ES","Geothermal","0.00"
"09/01/2020 02:00:00 - 09/01/2020 03:00:00","BZN|ES","Hydro Pumped Storage"," "
"09/01/2020 02:00:00 - 09/01/2020 03:00:00","BZN|ES","Hydro Run-of-river and poundage","1095.00"
"09/01/2020 02:00:00 - 09/01/2020 03:00:00","BZN|ES","Hydro Water Reservoir","3015.00"
"09/01/2020 02:00:00 - 09/01/2020 03:00:00","BZN|ES","Marine","0.00"
"09/01/2020 02:00:00 - 09/01/2020 03:00:00","BZN|ES","Nuclear","7099.00"
"09/01/2020 02:00:00 - 09/01/2020 03:00:00","BZN|ES","Other renewable","100.00"
"09/01/2020 02:00:00 - 09/01/2020 03:00:00","BZN|ES","Solar","19.00"
"09/01/2020 02:00:00 - 09/01/2020 03:00:00","BZN|ES","Waste","295.00"
"09/01/2020 02:00:00 - 09/01/2020 03:00:00","BZN|ES","Wind Offshore","0.00"
"09/01/2020 02:00:00 - 09/01/2020 03:00:00","BZN|ES","Wind Onshore","4691.00"
"09/01/2020 02:00:00 - 09/01/2020 03:00:00","BZN|ES","Other","14.00"
"09/01/2020 02:00:00 - 09/01/2020 03:00:00","BZN|ES","Energy storage","n/e"
"09/01/2020 03:00:00 - 09/01/2020 04:00:00","BZN|ES","Biomass","409.00"
"09/01/2020 03:00:00 - 09/01/2020 04:00:00","BZN|ES","Fossil Brown coal/Lignite","0.00"
"09/01/2020 03:00:00 - 09/01/2020 04:00:00","BZN|ES","Fossil Coal-derived gas","0.00"
"09/01/2020 03:00:00 - 09/01/2020 04:00:00","BZN|ES","Fossil Gas","5612.00"
"09/01/2020 03:00:00 - 09/01/2020 04:00:00","BZN|ES","Fossil Hard coal","1126.00"
"09/01/2020 03:00:00 - 09/01/2020 04:00:00","BZN|ES","Fossil Oil","195.00"
"09/01/2020 03:00:00 - 09/01/2020 04:00:00","BZN|ES","Fossil Oil shale","0.00"
"09/01/2020 03:00:00 - 09/01/2020 04:00:00","BZN|ES","Fossil Peat","0.00"
"09/01/2020 03:00:00 - 09/01/2020 04:00:00","BZN|ES","Geothermal","0.00"
"09/01/2020 03:00:00 - 09/01/2020 04:00:00","BZN|ES","Hydro Pumped Storage"," "
"09/01/2020 03:00:00 - 09/01/2020 04:00:00","BZN|ES","Hydro Run-of-river and poundage","1112.00"
"09/01/2020 03:00:00 - 09/01/2020 04:00:00","BZN|ES","Hydro Water Reservoir","3076.00"
"09/01/2020 03:00:00 - 09/01/2020 04:00:00","BZN|ES","Marine","0.00"
"09/01/2020 03:00:00 - 09/01/2020 04:00:00","BZN|ES","Nuclear","7099.00"
"09/01/2020 03:00:00 - 09/01/2020 04:00:00","BZN|ES","Other renewable","99.00"
"09/01/2020 03:00:00 - 09/01/2020 04:00:00","BZN|ES","Solar","19.00"
"09/01/2020 03:00:00 - 09/01/2020 04:00:00","BZN|ES","Waste","295.00"
"09/01/2020 03:00:00 - 09/01/2020 04:00:00","BZN|ES","Wind Offshore","0.00"
"09/01/2020 03:00:00 - 09/01/2020 04:00:00","BZN|ES","Wind Onshore","4742.00"
"09/01/2020 03:00:00 - 09/01/2020 04:00:00","BZN|ES","Other","14.00"
"09/01/2020 03:00:00 - 09/01/2020 04:00:00","BZN|ES","Energy storage","n/e"
"09/01/2020 04:00:00 - 09/01/2020 05:00:00","BZN|ES","Biomass","410.00"
"09/01/2020 04:00:00 - 09/01/2020 05:00:00","BZN|ES","Fossil Brown coal/Lignite","0.00"
"09/01/2020 04:00:00 - 09/01/2020 05:00:00","BZN|ES","Fossil Coal-derived gas","0.00"
"09/01/2020 04:00:00 - 09/01/2020 05:00:00","BZN|ES","Fossil Gas","5529.00"
"09/01/2020 04:00:00 - 09/01/2020 05:00:00","BZN|ES","Fossil Hard coal","1090.00"
"09/01/2020 04:00:00 - 09/01/2020 05:00:00","BZN|ES","Fossil Oil","194.00"
"09/01/2020 04:00:00 - 09/01/2020 05:00:00","BZN|ES","Fossil Oil shale","0.00"
"09/01/2020 04:00:00 - 09/01/2020 05:00:00","BZN|ES","Fossil Peat","0.00"
"09/01/2020 04:00:00 - 09/01/2020 05:00:00","BZN|ES","Geothermal","0.00"
"09/01/2020 04:00:00 - 09/01/2020 05:00:00","BZN|ES","Hydro Pumped Storage"," "
"09/01/2020 04:00:00 - 09/01/2020 05:00:00","BZN|ES","Hydro Run-of-river and poundage","1139.00"
"09/01/2020 04:00:00 - 09/01/2020 05:00:00","BZN|ES","Hydro Water Reservoir","2985.00"
"09/01/2020 04:00:00 - 09/01/2020 05:00:00","BZN|ES","Marine","0.00"
"09/01/2020 04:00:00 - 09/01/2020 05:00:00","BZN|ES","Nuclear","7097.00"
"09/01/2020 04:00:00 - 09/01/2020 05:00:00","BZN|ES","Other renewable","99.00"
"09/01/2020 04:00:00 - 09/01/2020 05:00:00","BZN|ES","Solar","19.00"
"09/01/2020 04:00:00 - 09/01/2020 05:00:00","BZN|ES","Waste","296.00"
"09/01/2020 04:00:00 - 09/01/2020 05:00:00","BZN|ES","Wind Offshore","0.00"
"09/01/2020 04:00:00 - 09/01/2020 05:00:00","BZN|ES","Wind Onshore","4978.00"
"09/01/2020 04:00:00 - 09/01/2020 05:00:00","BZN|ES","Other","14.00"
"09/01/2020 04:00:00 - 09/01/2020 05:00:00","BZN|ES","Energy storage","n/e"
"09/01/2020 05:00:00 - 09/01/2020 06:00:00","BZN|ES","Biomass","408.00"
